"chr"	"start"	"end"	"strand"	"pvalue"	"qvalue"	"meth.diff"
"248614"	"NC_035780.1"	32783556	32783556	"+"	1.32325020156572e-157	1.59825054652629e-154	-77.638326585695
"248615"	"NC_035780.1"	32783559	32783559	"+"	9.71722069960098e-199	8.93180614849325e-195	-84.9413818907458
"248616"	"NC_035780.1"	32783576	32783576	"+"	7.81089315188682e-208	1.26824589112007e-203	-86.3340092256235
"248617"	"NC_035780.1"	32783651	32783651	"+"	7.09548821873963e-205	9.33972956041984e-201	-85.3892009987516
"248618"	"NC_035780.1"	32783782	32783782	"+"	9.8577256424619e-151	8.96071596981224e-148	-78.1021117348303
"248620"	"NC_035780.1"	32783812	32783812	"+"	6.81053461776064e-203	8.06426815443426e-199	-83.1412049775698
"248621"	"NC_035780.1"	32783865	32783865	"+"	1.85060003371474e-152	1.80569026690706e-149	-78.5830834449436
"248622"	"NC_035780.1"	32784101	32784101	"+"	9.77948373046534e-179	3.09785725345475e-175	-84.6029212516434
"248623"	"NC_035780.1"	32784188	32784188	"+"	8.84759434755889e-133	4.17666852393847e-130	-79.0871514297727
"248638"	"NC_035780.1"	32785086	32785086	"+"	8.69436811890624e-166	1.50352690499772e-162	-76.964811798935
"248741"	"NC_035780.1"	32789623	32789623	"+"	9.89405621093833e-122	3.26736429894185e-119	-79.3866689194897
"248742"	"NC_035780.1"	32789653	32789653	"+"	2.33876223414991e-126	8.9584608096029e-124	-79.3016302034562
"248743"	"NC_035780.1"	32789704	32789704	"+"	1.20759555336264e-130	5.32260719286609e-128	-79.0318103867009
"248779"	"NC_035780.1"	32792472	32792472	"+"	6.41679067044075e-207	9.83023372210914e-203	-84.9375
"248782"	"NC_035780.1"	32792541	32792541	"+"	2.21642921912192e-193	1.53315843930111e-189	-80.6596545903129
"248784"	"NC_035780.1"	32792554	32792554	"+"	6.06125995580434e-203	7.20853981599081e-199	-85.9542297256975
"248785"	"NC_035780.1"	32792622	32792622	"+"	1.75221584269023e-155	1.93928106236528e-152	-83.8815946526617
"248786"	"NC_035780.1"	32792627	32792627	"+"	1.91002549239621e-131	8.64343951214976e-129	-84.2973278318106
"248788"	"NC_035780.1"	32792850	32792850	"+"	3.84881267739734e-166	6.7548782977646e-163	-84.3488371049052
"248789"	"NC_035780.1"	32792854	32792854	"+"	1.76471889911277e-154	1.86409871132978e-151	-81.7049885706602
"248797"	"NC_035780.1"	32793658	32793658	"+"	3.31196612113992e-139	1.96168528984024e-136	-88.4681613874588
"248798"	"NC_035780.1"	32793674	32793674	"+"	2.99717930718266e-118	8.88977454110558e-116	-81.9689376682543
"248799"	"NC_035780.1"	32793910	32793910	"+"	1.86132652583836e-145	1.37936561356043e-142	-83.6278886858359
"248801"	"NC_035780.1"	32794140	32794140	"+"	3.03469740048015e-94	4.50323671596787e-92	-82.1659125188537
"248804"	"NC_035780.1"	32794550	32794550	"+"	3.60164741061767e-181	1.29523653704215e-177	-77.3965283679291
"248807"	"NC_035780.1"	32794799	32794799	"+"	1.79391896830971e-145	1.33123129040904e-142	-77.2544541238744
"248924"	"NC_035780.1"	32805306	32805306	"+"	1.48021920326284e-156	1.71525784710252e-153	-82.9989933851021
"248926"	"NC_035780.1"	32805387	32805387	"+"	4.80142011914845e-132	2.20853932489712e-129	-80.1523187161022
"248927"	"NC_035780.1"	32805397	32805397	"+"	7.09355101143134e-147	5.56073721895958e-144	-83.0883204074546
"248930"	"NC_035780.1"	32805531	32805531	"+"	7.47868303002516e-134	3.6545140860339e-131	-83.167709483499
"248931"	"NC_035780.1"	32805582	32805582	"+"	3.82569922920887e-141	2.42828030563548e-138	-85.8018557867221
"248932"	"NC_035780.1"	32805705	32805705	"+"	9.87900288995102e-130	4.21187268454884e-127	-79.4012688342585
"248933"	"NC_035780.1"	32805747	32805747	"+"	1.98136025585482e-172	4.61958508644076e-169	-80.8474526022443
"248934"	"NC_035780.1"	32805752	32805752	"+"	7.91512347563999e-210	1.46002266469492e-205	-84.0796566968918
"248935"	"NC_035780.1"	32805817	32805817	"+"	5.61144827203636e-145	4.08627809853336e-142	-83.7170749677657
"248936"	"NC_035780.1"	32805830	32805830	"+"	2.42335747565398e-131	1.09353960566228e-128	-83.714260667009
"248937"	"NC_035780.1"	32805975	32805975	"+"	3.55800079860627e-178	1.09260850246225e-174	-89.6571046577928
"248938"	"NC_035780.1"	32806008	32806008	"+"	1.745984509798e-134	8.72046780074115e-132	-81.1746404271811
"248939"	"NC_035780.1"	32806018	32806018	"+"	4.87645532299659e-152	4.66906842751065e-149	-84.0276729288441
"248940"	"NC_035780.1"	32806020	32806020	"+"	1.91855028118818e-136	1.02588531512723e-133	-81.5878566496648
"248941"	"NC_035780.1"	32806048	32806048	"+"	1.78458117989518e-114	4.71637345074996e-112	-77.0790113576903
"248942"	"NC_035780.1"	32806058	32806058	"+"	6.39426105929075e-124	2.25467142951787e-121	-79.1991703115841
"248943"	"NC_035780.1"	32806175	32806175	"+"	7.93290869823917e-167	1.42548435197894e-163	-87.7055103884372
"248944"	"NC_035780.1"	32806219	32806219	"+"	1.03805375627611e-104	2.0696655655829e-102	-83.0693050700943
"248945"	"NC_035780.1"	32806286	32806286	"+"	6.46870345759994e-116	1.7878175855239e-113	-85.390261889653
"253381"	"NC_035780.1"	33198987	33198987	"+"	6.05302133002848e-96	9.42579179426384e-94	-77.1759259259259
"253483"	"NC_035780.1"	33211891	33211891	"+"	2.67533941909415e-99	4.56362838419887e-97	-78.3988623055044
"253719"	"NC_035780.1"	33244444	33244444	"+"	2.90591405214345e-100	5.09739983145435e-98	-75.0833844120902
"253720"	"NC_035780.1"	33244459	33244459	"+"	1.08194327283277e-105	2.21632864850576e-103	-79.010814304932
"253721"	"NC_035780.1"	33244606	33244606	"+"	2.54534482145418e-98	4.22338484432076e-96	-78.3756443925688
"253722"	"NC_035780.1"	33244644	33244644	"+"	1.85926501740685e-83	2.0607025857205e-81	-75.2183996037285
"253725"	"NC_035780.1"	33244999	33244999	"+"	1.48004676449633e-149	1.28588137908916e-146	-75.0219011757473
"269127"	"NC_035780.1"	34713765	34713765	"+"	1.22066398839371e-103	2.35396045254827e-101	-78.2018831629037
"269184"	"NC_035780.1"	34724565	34724565	"+"	2.24287465075883e-73	1.89325077355018e-71	-80.7253649635037
"269539"	"NC_035780.1"	34763252	34763252	"+"	2.22590013920762e-128	9.07481890133199e-126	-75.3557841341412
"269540"	"NC_035780.1"	34763272	34763272	"+"	1.79810358451984e-137	9.96661073915082e-135	-78.2154084784024
"269541"	"NC_035780.1"	34763297	34763297	"+"	2.71009412772514e-161	3.80164674675151e-158	-80.5802276613857
"269545"	"NC_035780.1"	34763920	34763920	"+"	8.54992874312222e-164	1.34087020353127e-160	-81.4517439920607
"269546"	"NC_035780.1"	34763934	34763934	"+"	5.96893286822315e-155	6.44312115114102e-152	-83.4916387959866
"269548"	"NC_035780.1"	34764244	34764244	"+"	4.06865492176902e-124	1.44270987744767e-121	-75.8628430327179
"269557"	"NC_035780.1"	34766944	34766944	"+"	1.13037373493834e-67	8.14291953381794e-66	-76.1471378282574
"269562"	"NC_035780.1"	34768230	34768230	"+"	4.57686038080585e-153	4.57274579548596e-150	-76.866425448515
"269567"	"NC_035780.1"	34769241	34769241	"+"	5.90607298423374e-162	8.56399570963451e-159	-86.221199220057
"269568"	"NC_035780.1"	34769294	34769294	"+"	7.55595109041152e-149	6.36879566508834e-146	-82.8598995895272
"278507"	"NC_035780.1"	35972012	35972012	"+"	1.81244733260123e-53	8.71901484738814e-52	-75.51276309897
"278508"	"NC_035780.1"	35972039	35972039	"+"	3.03381858819861e-63	1.92980705141021e-61	-75.5185632515885
"278791"	"NC_035780.1"	36016461	36016461	"+"	3.81013137152745e-117	1.09442799614546e-114	-81.5809868251098
"278792"	"NC_035780.1"	36016665	36016665	"+"	3.03754910132044e-95	4.6334929170591e-93	-86.9033385450198
"278793"	"NC_035780.1"	36016681	36016681	"+"	7.79218216510858e-87	9.48465700773391e-85	-81.8853631403295
"278794"	"NC_035780.1"	36016688	36016688	"+"	3.85910388431286e-91	5.27695017464325e-89	-82.4676631939202
"278795"	"NC_035780.1"	36016694	36016694	"+"	1.54919096765526e-94	2.31828060046139e-92	-84.370651486401
"278807"	"NC_035780.1"	36019169	36019169	"+"	3.04267448471825e-38	9.10388391127357e-37	-79.8074454428755
"278815"	"NC_035780.1"	36022261	36022261	"+"	8.25122529862451e-88	1.03156869707625e-85	-75.7221406244116
"278816"	"NC_035780.1"	36022455	36022455	"+"	2.57603348335427e-52	1.19658580974229e-50	-75.9170149001731
"279927"	"NC_035780.1"	36156323	36156323	"+"	4.42627984316095e-67	3.13764611210925e-65	-75.4270186335404
"279928"	"NC_035780.1"	36156409	36156409	"+"	1.39815021686191e-114	3.71028417646003e-112	-77.3853387422929
"279931"	"NC_035780.1"	36156545	36156545	"+"	5.67166209372439e-84	6.37764483467428e-82	-77.5653791443265
"281310"	"NC_035780.1"	36448934	36448934	"+"	7.75849270288317e-49	3.24915355128395e-47	-77.0556091288975
"286269"	"NC_035780.1"	37443566	37443566	"+"	2.97539524217469e-64	1.9492541878534e-62	-75.7431148137663
"286272"	"NC_035780.1"	37444313	37444313	"+"	1.57278550785861e-89	2.06044181192859e-87	-85.4730021598272
"286274"	"NC_035780.1"	37444456	37444456	"+"	1.71334108143883e-106	3.59222713250135e-104	-84.026960632522
"286275"	"NC_035780.1"	37444466	37444466	"+"	1.48107741322982e-102	2.76948517353424e-100	-84.0690464219876
"286277"	"NC_035780.1"	37444742	37444742	"+"	1.44554603723819e-67	1.0379971897546e-65	-75.0474870373222
"286279"	"NC_035780.1"	37444853	37444853	"+"	1.60961345959576e-86	1.94205022141414e-84	-81.0001875489558
"286280"	"NC_035780.1"	37444864	37444864	"+"	3.53903140906533e-95	5.38542928140677e-93	-84.3251123507512
"286281"	"NC_035780.1"	37444887	37444887	"+"	4.89344068091287e-97	7.8490734137122e-95	-84.6679197994987
"286282"	"NC_035780.1"	37444889	37444889	"+"	8.62926182768913e-98	1.41143456674267e-95	-85.2255615705308
"286283"	"NC_035780.1"	37444896	37444896	"+"	1.16820675892529e-87	1.4541903598367e-85	-83.5957259370826
"286284"	"NC_035780.1"	37444921	37444921	"+"	1.42502815199088e-48	5.92345823209587e-47	-78.8649222065064
"286298"	"NC_035780.1"	37447647	37447647	"+"	9.03234541100386e-63	5.66820514649528e-61	-76.0110707490054
"288212"	"NC_035780.1"	37971812	37971812	"+"	4.31225454970753e-89	5.57922390948683e-87	-75.2989130434783
"288215"	"NC_035780.1"	37972354	37972354	"+"	1.59126352552089e-161	2.25551840990166e-158	-84.5096833081991
"288220"	"NC_035780.1"	37973237	37973237	"+"	1.37751573679203e-82	1.49283271580968e-80	-77.8927773641102
"288221"	"NC_035780.1"	37973273	37973273	"+"	1.10655915262037e-113	2.8600721284984e-111	-82.2429028012784
"288225"	"NC_035780.1"	37974130	37974130	"+"	3.84110266479078e-119	1.16842952740951e-116	-78.9721393452956
"288246"	"NC_035780.1"	37975969	37975969	"+"	1.3426379624154e-100	2.3779513756441e-98	-75.7022395502765
"288322"	"NC_035780.1"	37979814	37979814	"+"	2.25176987354962e-96	3.54700208624609e-94	-80.8697568963346
"288329"	"NC_035780.1"	37980732	37980732	"+"	2.55894206190596e-177	7.55029950767851e-174	-85.8543040610899
"288331"	"NC_035780.1"	37980784	37980784	"+"	5.73390022516571e-160	7.62147803410226e-157	-81.8242824695437
"288333"	"NC_035780.1"	37981002	37981002	"+"	5.63011072758135e-188	2.89684700700535e-184	-85.7054908251717
"288334"	"NC_035780.1"	37981019	37981019	"+"	4.19454655493181e-172	9.61434079874965e-169	-81.6729902131285
"288335"	"NC_035780.1"	37981030	37981030	"+"	1.56055954311544e-153	1.59140692887885e-150	-78.8446989978686
"288336"	"NC_035780.1"	37981051	37981051	"+"	1.28500998116045e-187	6.48860674166525e-184	-84.8516579406632
"288337"	"NC_035780.1"	37981056	37981056	"+"	5.81250317613471e-206	8.25180723394018e-202	-85.4890113037789
"288338"	"NC_035780.1"	37981110	37981110	"+"	1.15629411066714e-178	3.64576860334588e-175	-82.2077402206459
"288339"	"NC_035780.1"	37981169	37981169	"+"	1.79321637028731e-174	4.57423706338273e-171	-89.1725239616613
"288340"	"NC_035780.1"	37981192	37981192	"+"	1.12090622177369e-149	9.78874270718232e-147	-85.3012766972915
"288342"	"NC_035780.1"	37981682	37981682	"+"	2.81345701507555e-147	2.23131261913524e-144	-81.86233738537
"288355"	"NC_035780.1"	37982811	37982811	"+"	9.1622972773595e-121	2.92904031077323e-118	-78.5767350928641
"288356"	"NC_035780.1"	37982916	37982916	"+"	3.5553569644101e-98	5.87481057974908e-96	-75.7173364395263
"288357"	"NC_035780.1"	37982976	37982976	"+"	1.95012266051786e-101	3.52995650048888e-99	-77.4018299656882
"288360"	"NC_035780.1"	37983840	37983840	"+"	2.36292622862134e-184	1.00742398284525e-180	-84.8320550119016
"288362"	"NC_035780.1"	37984124	37984124	"+"	6.4843330461813e-152	6.17802491239747e-149	-83.4572335449382
"288364"	"NC_035780.1"	37984229	37984229	"+"	3.84475679770701e-149	3.27839283283698e-146	-78.9183587524669
"288365"	"NC_035780.1"	37984266	37984266	"+"	3.11124874057954e-154	3.25979057655601e-151	-77.866015971606
"288366"	"NC_035780.1"	37984274	37984274	"+"	1.82633157913082e-158	2.28422872605236e-155	-78.4994492878078
"288368"	"NC_035780.1"	37984314	37984314	"+"	2.97867033937332e-165	5.01979099222008e-162	-82.4264878065099
"288369"	"NC_035780.1"	37984318	37984318	"+"	3.20984493675262e-143	2.19457577553532e-140	-75.449789965919
"288370"	"NC_035780.1"	37984323	37984323	"+"	2.41170621977095e-163	3.69253891000009e-160	-79.7946464063121
"288373"	"NC_035780.1"	37984476	37984476	"+"	1.32904788489655e-142	8.87196761168589e-140	-82.735347396716
"288374"	"NC_035780.1"	37984521	37984521	"+"	1.78858151491292e-117	5.19477968013609e-115	-76.6839687369489
"288375"	"NC_035780.1"	37984926	37984926	"+"	2.2495893121258e-88	2.85348583424491e-86	-76.7283950617284
"288436"	"NC_035780.1"	37989239	37989239	"+"	5.37738333811237e-84	6.05150372114384e-82	-84.137030339562
"290595"	"NC_035780.1"	38211159	38211159	"+"	2.03262806490799e-90	2.72486933408864e-88	-80.0700650998566
"290597"	"NC_035780.1"	38212903	38212903	"+"	7.38528719824092e-61	4.39197522818856e-59	-76.1596199524941
"290599"	"NC_035780.1"	38212965	38212965	"+"	3.13070778629128e-66	2.16641632881861e-64	-78.562218463754
"290622"	"NC_035780.1"	38216544	38216544	"+"	2.25597412204546e-46	8.76805576250236e-45	-75.5885281176735
"290638"	"NC_035780.1"	38219894	38219894	"+"	3.22556200504146e-166	5.67941902686198e-163	-77.1191191478963
"290647"	"NC_035780.1"	38221868	38221868	"+"	8.44324379611206e-155	9.02418729649555e-152	-80.2881732984128
"290648"	"NC_035780.1"	38221889	38221889	"+"	5.94453132912794e-144	4.16187815423689e-141	-79.0797168359495
"290663"	"NC_035780.1"	38224940	38224940	"+"	1.20166172660246e-182	4.60222883763016e-179	-86.8991896924858
"290664"	"NC_035780.1"	38224948	38224948	"+"	4.78588242665986e-170	1.00287541985632e-166	-86.0354868061874
"290666"	"NC_035780.1"	38225123	38225123	"+"	1.30810963943585e-168	2.53539523407251e-165	-84.273512945148
"290667"	"NC_035780.1"	38225164	38225164	"+"	2.47977620529483e-158	3.080193434635e-155	-83.3891834772426
"290668"	"NC_035780.1"	38225233	38225233	"+"	1.32207904831716e-97	2.15257405098289e-95	-84.8159144149223
"290669"	"NC_035780.1"	38225360	38225360	"+"	1.45485619377501e-102	2.72157988074424e-100	-85.5284190178804
"290670"	"NC_035780.1"	38225402	38225402	"+"	3.40093222044947e-125	1.25041792324288e-122	-84.8375481215983
"290672"	"NC_035780.1"	38225685	38225685	"+"	3.30910592508336e-120	1.0392448069635e-117	-84.421768707483
"290674"	"NC_035780.1"	38225928	38225928	"+"	9.13428975429906e-122	3.02087764768312e-119	-85.4221073271958
"290675"	"NC_035780.1"	38225996	38225996	"+"	7.39327847822169e-94	1.08598694943455e-91	-79.0149253731343
"290676"	"NC_035780.1"	38226085	38226085	"+"	4.37705436738278e-137	2.39480348486129e-134	-84.7510579681332
"290682"	"NC_035780.1"	38226835	38226835	"+"	8.09264383402208e-142	5.26101421613702e-139	-77.65688899069
"290687"	"NC_035780.1"	38227097	38227097	"+"	3.8550127626929e-151	3.56639333813779e-148	-79.496850027483
"290700"	"NC_035780.1"	38228871	38228871	"+"	8.22883537486567e-112	2.01017854473022e-109	-85.157999894842
"290702"	"NC_035780.1"	38229153	38229153	"+"	4.18318156973095e-106	8.66932767064506e-104	-77.7286527667045
"290703"	"NC_035780.1"	38229215	38229215	"+"	6.15197900578501e-91	8.36289213346412e-89	-77.5316455696202
"290704"	"NC_035780.1"	38229224	38229224	"+"	2.40757326665253e-105	4.88643687032292e-103	-83.3588518699984
"290705"	"NC_035780.1"	38229290	38229290	"+"	3.36188260404219e-74	2.90178156973344e-72	-81.7403293459686
"290707"	"NC_035780.1"	38229730	38229730	"+"	5.27339943018705e-105	1.05990212720465e-102	-87.1943371943372
"290710"	"NC_035780.1"	38229859	38229859	"+"	8.84793022807222e-96	1.37118904736286e-93	-82.58003677684
"290711"	"NC_035780.1"	38229929	38229929	"+"	8.28452520812755e-89	1.06363580386057e-86	-83.0853648219099
"290712"	"NC_035780.1"	38229956	38229956	"+"	6.31498998836044e-86	7.48829099501117e-84	-81.4350493464924
"290714"	"NC_035780.1"	38230526	38230526	"+"	1.70307681101029e-53	8.19985646524491e-52	-77.5584415584416
"290715"	"NC_035780.1"	38230549	38230549	"+"	5.4487804556018e-57	2.90303292974612e-55	-79.2880715313232
"290718"	"NC_035780.1"	38232069	38232069	"+"	3.01503847162386e-49	1.27817424151459e-47	-75.2747252747253
"290719"	"NC_035780.1"	38232301	38232301	"+"	5.91195924039425e-62	3.62651183478522e-60	-81.2933425797503
"291170"	"NC_035780.1"	38265226	38265226	"+"	5.53487358523661e-106	1.14304207842178e-103	-77.2223198008588
"291175"	"NC_035780.1"	38266006	38266006	"+"	1.86734253486954e-130	8.1720651229752e-128	-76.2383682286474
"291176"	"NC_035780.1"	38266177	38266177	"+"	1.49189692536552e-86	1.80202601798749e-84	-78.0736426045351
"291177"	"NC_035780.1"	38266278	38266278	"+"	4.11346141231492e-98	6.78419677986623e-96	-75.5217455711535
"291179"	"NC_035780.1"	38266509	38266509	"+"	1.59528604821918e-137	8.85872215907686e-135	-82.6427771556551
"291183"	"NC_035780.1"	38266825	38266825	"+"	2.45894949805292e-127	9.70537030421379e-125	-79.0943156923786
"291187"	"NC_035780.1"	38268089	38268089	"+"	5.62638529135793e-94	8.28515367797364e-92	-76.455525606469
"291189"	"NC_035780.1"	38268593	38268593	"+"	5.50908213776579e-144	3.86499545388041e-141	-77.0444706808343
"291190"	"NC_035780.1"	38268651	38268651	"+"	2.13248631424146e-145	1.57858718228987e-142	-75.3758676709496
"291195"	"NC_035780.1"	38269136	38269136	"+"	1.32107102945407e-114	3.50779819893881e-112	-78.3258496503957
"291198"	"NC_035780.1"	38269158	38269158	"+"	1.48218791685012e-128	6.07748623540491e-126	-77.332846181951
"291216"	"NC_035780.1"	38271446	38271446	"+"	1.59726554097347e-64	1.05438117289237e-62	-78.0028490474476
"291222"	"NC_035780.1"	38272059	38272059	"+"	6.15135200947239e-153	6.1098024909976e-150	-75.8990126146386
"294097"	"NC_035780.1"	38946768	38946768	"+"	2.31233008525124e-48	9.54690000342027e-47	-75.7627765064836
"294098"	"NC_035780.1"	38947797	38947797	"+"	1.26350966259846e-60	7.46309367605849e-59	-82.676887831527
"294099"	"NC_035780.1"	38947836	38947836	"+"	1.32181569714413e-94	1.98119657949711e-92	-84.5067385444744
"294101"	"NC_035780.1"	38950224	38950224	"+"	3.3302377852817e-46	1.28766540792888e-44	-78.0877976190476
"294102"	"NC_035780.1"	38952086	38952086	"+"	2.86986738404256e-89	3.72871008708059e-87	-82.894617819991
"294103"	"NC_035780.1"	38952489	38952489	"+"	1.11329634000209e-60	6.58573663475954e-59	-79.9944287107108
"294106"	"NC_035780.1"	38956197	38956197	"+"	2.56598964894865e-112	6.35476774457237e-110	-88.3643042350908
"294107"	"NC_035780.1"	38956451	38956451	"+"	1.70958821513576e-67	1.22516352455436e-65	-82.4346405228758
"294108"	"NC_035780.1"	38956607	38956607	"+"	5.44728877724301e-78	5.21157681783167e-76	-81.2274693583273
"294976"	"NC_035780.1"	39292147	39292147	"+"	6.54805755259913e-134	3.21133147604082e-131	-76.8247694334651
"294990"	"NC_035780.1"	39300961	39300961	"+"	9.76946329215316e-51	4.33141272235457e-49	-81.3297375790893
"294991"	"NC_035780.1"	39301006	39301006	"+"	9.91434598625852e-50	4.26455768718383e-48	-77.4250120948234
"294995"	"NC_035780.1"	39303133	39303133	"+"	1.04525524175864e-66	7.32938306191021e-65	-82.4390890833996
"294996"	"NC_035780.1"	39303204	39303204	"+"	9.372249276509e-91	1.26674396292698e-88	-78.4347532116295
"297753"	"NC_035780.1"	39592160	39592160	"+"	7.23774093776275e-44	2.60241201046265e-42	-80.1329080276449
"297757"	"NC_035780.1"	39593472	39593472	"+"	2.15011256031606e-108	4.7632021851882e-106	-78.7582586659426
"297758"	"NC_035780.1"	39593536	39593536	"+"	3.54741428109553e-76	3.23415610854584e-74	-75.5677708664834
"297764"	"NC_035780.1"	39594742	39594742	"+"	8.10596387894837e-143	5.44728832667717e-140	-83.0170044658193
"297765"	"NC_035780.1"	39594760	39594760	"+"	9.73829010649012e-121	3.110242532574e-118	-76.9525140415469
"297766"	"NC_035780.1"	39595089	39595089	"+"	2.52898793898785e-68	1.85613827104775e-66	-83.368700265252
"297768"	"NC_035780.1"	39595175	39595175	"+"	8.51585883447415e-89	1.09307754856483e-86	-76.7731156381562
"297770"	"NC_035780.1"	39595502	39595502	"+"	2.49568986280304e-77	2.34557315409868e-75	-77.4495167753595
"297776"	"NC_035780.1"	39596800	39596800	"+"	1.31705210925303e-73	1.11955421079308e-71	-79.2430249083701
"297779"	"NC_035780.1"	39597526	39597526	"+"	1.22235065994004e-155	1.3656684398973e-152	-81.4442443783761
"297780"	"NC_035780.1"	39597546	39597546	"+"	2.78283586653166e-151	2.58950815359165e-148	-81.0206200860407
"297781"	"NC_035780.1"	39597567	39597567	"+"	5.56063772738774e-146	4.21055669089423e-143	-81.0531160821136
"297783"	"NC_035780.1"	39597616	39597616	"+"	7.94786359195075e-166	1.37618837578336e-162	-81.7604042432992
"297847"	"NC_035780.1"	39601459	39601459	"+"	7.09003230803688e-105	1.41924175879067e-102	-76.0566539806306
"312957"	"NC_035780.1"	40749152	40749152	"+"	1.11806053119655e-47	4.52011800851905e-46	-75.6528040769572
"327826"	"NC_035780.1"	42037302	42037302	"+"	1.11093165487984e-197	9.81224095362989e-194	-81.8734793187348
"327827"	"NC_035780.1"	42037404	42037404	"+"	5.05338780225033e-135	2.57132010538597e-132	-80.2685240342758
"327828"	"NC_035780.1"	42037476	42037476	"+"	1.24777722823591e-75	1.12019036294567e-73	-78.6581059390048
"327830"	"NC_035780.1"	42037868	42037868	"+"	3.31061550272862e-122	1.10867395008838e-119	-82.0619399679738
"327831"	"NC_035780.1"	42038414	42038414	"+"	6.54179849136115e-143	4.41365511574536e-140	-83.5163785693821
"327832"	"NC_035780.1"	42038466	42038466	"+"	8.66082972162452e-192	5.48700011443126e-188	-86.3192242459996
"327833"	"NC_035780.1"	42038692	42038692	"+"	8.41627158433026e-102	1.53854421879328e-99	-75.0049486932257
"339317"	"NC_035780.1"	43055701	43055701	"+"	6.87260589942412e-115	1.84054163809241e-112	-79.1122608195779
"339320"	"NC_035780.1"	43055739	43055739	"+"	5.04650709878976e-96	7.87971173585871e-94	-75.7327624654357
"339321"	"NC_035780.1"	43055842	43055842	"+"	2.93576644045552e-111	7.03411434579137e-109	-77.0250965250965
"339370"	"NC_035780.1"	43065191	43065191	"+"	8.31108944199367e-96	1.28939344860609e-93	-75.0261514091874
"339373"	"NC_035780.1"	43066026	43066026	"+"	1.75944898488512e-42	6.05184593091936e-41	-76.2210252375477
"341003"	"NC_035780.1"	43179466	43179466	"+"	2.04952530828556e-173	5.02933130621006e-170	-78.1055778459602
"341004"	"NC_035780.1"	43179515	43179515	"+"	5.94402433011068e-164	9.38159448954759e-161	-80.6239242685026
"341027"	"NC_035780.1"	43182801	43182801	"+"	4.44192859805203e-102	8.19246119422501e-100	-86.8299319727891
"341031"	"NC_035780.1"	43182999	43182999	"+"	1.11359919064564e-152	1.09445130712897e-149	-84.5314123196921
"341032"	"NC_035780.1"	43183023	43183023	"+"	4.94280343450274e-147	3.89953700319697e-144	-83.4928229665072
"341033"	"NC_035780.1"	43183265	43183265	"+"	9.5668748246968e-91	1.29253394415925e-88	-83.0718270571827
"341034"	"NC_035780.1"	43183303	43183303	"+"	4.21496196618359e-102	7.78126550921113e-100	-86.7880091134833
"341038"	"NC_035780.1"	43183628	43183628	"+"	1.19976653058888e-105	2.45453378535524e-103	-83.4616850934045
"341039"	"NC_035780.1"	43183642	43183642	"+"	1.45088557682459e-109	3.31884888692375e-107	-83.1935628349473
"341057"	"NC_035780.1"	43185534	43185534	"+"	2.27873017556491e-164	3.67136890734672e-161	-83.9447647180269
"341058"	"NC_035780.1"	43185545	43185545	"+"	1.80568674353541e-192	1.18552740076804e-188	-86.6488632620607
"341059"	"NC_035780.1"	43185553	43185553	"+"	1.31065956067413e-194	9.76354999233343e-191	-83.0005367686527
"341060"	"NC_035780.1"	43185639	43185639	"+"	2.14369196404023e-155	2.35715719458816e-152	-77.3215346744758
"341063"	"NC_035780.1"	43185951	43185951	"+"	6.24888974080137e-53	2.95726481718216e-51	-75.1402243589744
"341065"	"NC_035780.1"	43186107	43186107	"+"	3.2694764038752e-108	7.19884842386686e-106	-79.3019480519481
"341066"	"NC_035780.1"	43186110	43186110	"+"	2.71364567208045e-124	9.68440824889873e-122	-82.7342747111682
"341067"	"NC_035780.1"	43186246	43186246	"+"	1.05291145217467e-148	8.81727209661642e-146	-83.5807989201502
"341080"	"NC_035780.1"	43186865	43186865	"+"	7.09406966170918e-70	5.43466489385264e-68	-79.2280121312379
"341142"	"NC_035780.1"	43191807	43191807	"+"	3.92221799783552e-110	9.12042698707769e-108	-80.8470702802887
"341144"	"NC_035780.1"	43192156	43192156	"+"	9.35090522799236e-116	2.56947119106791e-113	-78.7656702025072
"341145"	"NC_035780.1"	43192175	43192175	"+"	2.75722706125419e-136	1.46452241810456e-133	-80.9238848693849
"341147"	"NC_035780.1"	43192206	43192206	"+"	9.72842170651845e-101	1.72944341059004e-98	-76.7845433953267
"341148"	"NC_035780.1"	43192224	43192224	"+"	5.77454786968258e-113	1.45941222121929e-110	-83.3538172353962
"341149"	"NC_035780.1"	43192368	43192368	"+"	5.32352126658443e-54	2.60165957229021e-52	-78.6552977355326
"341150"	"NC_035780.1"	43192405	43192405	"+"	8.2498991126532e-66	5.64317182661733e-64	-75.2812892535478
"342546"	"NC_035780.1"	43581305	43581305	"+"	3.38830522525897e-66	2.34317605899182e-64	-78.8429054054054
"342549"	"NC_035780.1"	43584923	43584923	"+"	8.41157777602683e-112	2.05407950774033e-109	-76.1147890791705
"342557"	"NC_035780.1"	43591731	43591731	"+"	1.2926337249872e-59	7.41841783781148e-58	-76.3867200760405
"342558"	"NC_035780.1"	43591740	43591740	"+"	1.14516307912258e-60	6.77291543096226e-59	-77.3148491363333
"342567"	"NC_035780.1"	43604698	43604698	"+"	1.81773041206231e-95	2.78988243417822e-93	-82.4305834060723
"342594"	"NC_035780.1"	43620899	43620899	"+"	1.14662875772344e-105	2.34706183534225e-103	-75.3397006028585
