FPKM.S16F,FPKM.S19F,FPKM.S22F,FPKM.S29F,FPKM.S35F,FPKM.S36F,FPKM.S39F,FPKM.S3F,FPKM.S41F,FPKM.S44F,FPKM.S50F,FPKM.S52F,FPKM.S53F,FPKM.S54F,FPKM.S76F,FPKM.S77F,female_sum_transcript_counts,female_median_transcript_counts,female_mean_transcript_counts,female_max_transcript_counts,female_min_transcript_counts,female_std_dev_transcript_counts
3,2,2,4,2,5,5,5,4,5,2,2,6,4,4,2,57,4,6.55555555555556,57,2,16.1083267070299
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,19,1,2.16666666666667,19,1,5.3643936821154
1,1,1,1,1,2,0,1,1,1,0,1,1,1,1,1,15,1,1.72222222222222,15,0,4.25745188245881
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,18,1,2.05555555555556,18,1,5.07803016519325
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,17,1,1.94444444444444,17,1,4.79074160996264
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,21,1,2.38888888888889,21,1,5.93488080012556
0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,13,1,1.5,13,0,3.68943149575985
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
3,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,36,2,4.11111111111111,36,2,10.146209214995
3,2,3,2,3,3,3,2,3,3,2,3,3,3,2,3,43,3,4.94444444444444,43,2,12.1143204815203
1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,9,1,1.05555555555556,9,0,2.57791575073194
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,2,0,1,0,1,1,1,1,2,1,1,1,1,15,1,1.72222222222222,15,0,4.26917984295018
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,12,1,1.38888888888889,12,0,3.41139633090525
1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,18,1,2.05555555555556,18,1,5.07803016519325
3,2,1,2,1,3,1,3,1,3,2,3,3,1,2,1,32,2,3.66666666666667,32,1,9.05681654478691
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,12,1,1.38888888888889,12,0,3.41139633090525
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,20,1,2.27777777777778,20,1,5.64997281654951
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
3,1,0,2,0,1,0,0,1,1,1,2,0,2,1,0,15,1,1.72222222222222,15,0,4.31577299350326
2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,1,26,2,3,26,1,7.3348483283569
1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,13,1,1.5,13,0,3.68943149575985
2,2,0,1,1,0,2,1,2,1,1,2,1,2,2,0,20,1,2.27777777777778,20,0,5.69876271934988
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
4,1,2,1,1,1,1,1,1,2,1,3,2,1,1,2,25,1,2.83333333333333,25,1,7.09765592126863
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,23,1,2.61111111111111,23,1,6.50303596625189
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,23,1,2.61111111111111,23,1,6.50303596625189
4,5,6,5,4,5,6,0,3,4,3,2,6,5,2,3,63,4,7.22222222222222,63,0,17.8719940595258
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0.333333333333333,3,0,0.920949590448982
0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0.555555555555556,5,0,1.4796284707732
2,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,26,2,3,26,1,7.3348483283569
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,4,1,1,0,1,4,1,1,3,2,3,2,2,28,1,3.16666666666667,28,0,7.99646085736598
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,0,2,0,2,0,1,2,1,0,0,0,1,1,0,11,1,1.27777777777778,11,0,3.1809572653597
1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,12,1,1.38888888888889,12,0,3.41139633090525
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,9,1,1.05555555555556,9,0,2.57791575073194
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.111111111111111,1,0,0.357172250407147
1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,6,0,0.666666666666667,6,0,1.75857686570493
0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.5,13,0,3.68943149575985
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,10,1,1.16666666666667,10,0,2.85560805337451
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,6,0,0.666666666666667,6,0,1.75857686570493
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,8,1,0.944444444444444,8,0,2.30042298592414
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,2.05555555555556,18,1,5.07803016519325
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.222222222222222,2,0,0.640537325878533
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,10,1,1.16666666666667,10,0,2.85560805337451
1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,6,0,0.666666666666667,6,0,1.75857686570493
0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,10,1,1.16666666666667,10,0,2.85560805337451
0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,5,0,0.555555555555556,5,0,1.4796284707732
1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,10,1,1.16666666666667,10,0,2.85560805337451
6,0,0,0,0,1,0,0,1,4,1,1,0,0,1,0,15,0,1.66666666666667,15,0,4.50596312720196
1,0,1,1,0,1,1,0,0,0,1,0,1,1,2,1,11,1,1.27777777777778,11,0,3.14936328867355
0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0.444444444444444,4,0,1.20048001373388
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0.222222222222222,2,0,0.640537325878533
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0.444444444444444,4,0,1.20048001373388
0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,8,1,0.944444444444444,8,0,2.30042298592414
0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,6,0,0.666666666666667,6,0,1.75857686570493
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,10,1,1.16666666666667,10,0,2.85560805337451
1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,9,1,1.05555555555556,9,0,2.57791575073194
2,2,1,2,1,2,2,1,1,2,0,1,1,2,2,1,23,2,2.66666666666667,23,0,6.51802547437919
0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,4,0,0.444444444444444,4,0,1.20048001373388
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,7,0,0.777777777777778,7,0,2.03740737374349
1,0,0,1,0,1,0,1,1,1,0,1,0,3,1,0,11,1,1.27777777777778,11,0,3.1809572653597
2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,30,2,3.44444444444444,30,1,8.46148378352934
0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,7,0,0.777777777777778,7,0,2.03740737374349
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,11,1,1.27777777777778,11,0,3.13344684397943
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.222222222222222,2,0,0.714344500814293
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32,2,3.66666666666667,32,2,9.00470188760606
1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,11,1,1.27777777777778,11,0,3.13344684397943
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.111111111111111,1,0,0.357172250407147
0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,7,0,0.777777777777778,7,0,2.03740737374349
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0.333333333333333,3,0,0.920949590448982
1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,12,1,1.38888888888889,12,0,3.41139633090525
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.111111111111111,1,0,0.357172250407147
1,1,2,3,1,1,3,1,2,2,1,2,1,2,1,0,24,1,2.72222222222222,24,0,6.83143389955906
1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,9,1,1.05555555555556,9,0,2.57791575073194
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0.444444444444444,4,0,1.20048001373388
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0.222222222222222,2,0,0.640537325878533
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,5,0,0.555555555555556,5,0,1.4796284707732
2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.333333333333333,3,0,0.973728991120295
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.111111111111111,1,0,0.357172250407147
1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,8,1,0.944444444444444,8,0,2.30042298592414
0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,12,1,1.38888888888889,12,0,3.41139633090525
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32,2,3.66666666666667,32,2,9.00470188760606
0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,7,0,0.777777777777778,7,0,2.03740737374349
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,18,1,2.05555555555556,18,1,5.07803016519325
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0.222222222222222,2,0,0.640537325878533
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,4,0,0.444444444444444,4,0,1.20048001373388
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.111111111111111,1,0,0.357172250407147
0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,5,0,0.555555555555556,5,0,1.4796284707732
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,6,0,0.666666666666667,6,0,1.75857686570493
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,10,1,1.16666666666667,10,0,2.85560805337451
1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,11,1,1.27777777777778,11,0,3.13344684397943
1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,10,1,1.16666666666667,10,0,2.85560805337451
1,2,2,1,1,2,2,1,3,2,1,2,2,2,2,2,28,2,3.22222222222222,28,1,7.90493933206457
2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,25,2,2.88888888888889,25,1,7.0525657123895
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1.94444444444444,17,1,4.79074160996264
1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,13,1,1.5,13,0,3.68943149575985
3,1,3,4,3,3,2,3,2,2,3,3,3,3,3,2,43,3,4.94444444444444,43,1,12.1435587859672
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,3,36,2,4.11111111111111,36,2,10.146209214995
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1.94444444444444,17,1,4.79074160996264
1,1,2,1,1,0,1,1,1,1,2,1,1,1,1,1,17,1,1.94444444444444,17,0,4.82291036954728
1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,16,1,1.83333333333333,16,0,4.53493202436469
0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,8,1,0.944444444444444,8,0,2.30042298592414
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0.444444444444444,4,0,1.20048001373388
1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,13,1,1.5,13,0,3.68943149575985
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,3,3,2,3,4,3,2,4,4,2,3,3,3,3,4,47,3,5.38888888888889,47,1,13.2835401810409
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
1,0,2,1,1,1,1,1,2,2,1,1,1,1,1,2,19,1,2.16666666666667,19,0,5.39588810721724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
2,2,2,3,2,2,1,3,3,3,1,3,3,2,2,3,37,2,4.22222222222222,37,1,10.4601143287035
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,25,2,2.88888888888889,25,1,7.0525657123895
0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,7,0,0.777777777777778,7,0,2.03740737374349
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.222222222222222,2,0,0.640537325878533
0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,6,0,0.666666666666667,6,0,1.75857686570493
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,9,1,1.05555555555556,9,0,2.57791575073194
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
8,6,7,8,7,5,7,9,5,3,5,7,7,5,6,5,100,7,11.5,100,3,28.2207708038229
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.111111111111111,1,0,0.357172250407147
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,13,1,1.5,13,0,3.68943149575985
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,21,1,2.38888888888889,21,1,5.93488080012556
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,13,1,1.5,13,0,3.68943149575985
0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0.333333333333333,3,0,0.920949590448982
1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,11,1,1.27777777777778,11,0,3.13344684397943
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,8,1,0.944444444444444,8,0,2.30042298592414
2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,0,4.53493202436469
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0.333333333333333,3,0,0.920949590448982
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0.444444444444444,4,0,1.20048001373388
0,0,3,1,1,1,1,2,1,1,1,4,1,1,1,1,20,1,2.27777777777778,20,0,5.72502371448818
1,2,2,1,1,1,1,1,3,2,2,2,2,1,1,2,25,2,2.88888888888889,25,1,7.05965177098503
1,2,2,1,1,1,1,1,3,2,2,2,2,1,1,2,25,2,2.88888888888889,25,1,7.05965177098503
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,28,2,3.22222222222222,28,1,7.89861164025814
1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,12,1,1.38888888888889,12,0,3.41139633090525
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,13,1,1.5,13,0,3.68943149575985
2,1,2,2,0,0,2,1,1,1,2,1,2,2,0,2,21,2,2.44444444444444,21,0,5.96811535919198
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,30,2,3.44444444444444,30,1,8.46148378352934
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,10,1,1.16666666666667,10,0,2.85560805337451
4,2,3,1,4,3,3,1,3,3,3,3,2,2,3,1,41,3,4.72222222222222,41,1,11.5911032395208
4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,62,4,7.11111111111111,62,2,17.4852789346887
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,13,1,1.5,13,0,3.68943149575985
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,10,1,1.16666666666667,10,0,2.85560805337451
1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,10,1,1.16666666666667,10,0,2.85560805337451
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,6,0,0.666666666666667,6,0,1.75857686570493
1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,8,1,0.944444444444444,8,0,2.30042298592414
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,13,1,1.5,13,0,3.68943149575985
0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,8,1,0.944444444444444,8,0,2.30042298592414
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0.333333333333333,3,0,0.920949590448982
0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,9,1,1.05555555555556,9,0,2.57791575073194
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.111111111111111,1,0,0.357172250407147
0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,6,0,0.666666666666667,6,0,1.75857686570493
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,1,0,0,2,1,1,0,1,0,10,1,1.16666666666667,10,0,2.87306410553217
1,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2,26,2,3,26,1,7.3348483283569
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,6,0,0.666666666666667,6,0,1.75857686570493
1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,7,0,0.777777777777778,7,0,2.03740737374349
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
2,1,1,1,0,1,2,1,1,1,1,1,1,2,1,1,18,1,2.05555555555556,18,0,5.10983996155326
1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,13,1,1.5,13,0,3.68943149575985
