"chr"	"start"	"end"	"strand"	"pvalue"	"qvalue"	"meth.diff"
"690453"	"NC_035781.1"	22969347	22969347	"+"	1.01584731155437e-69	5.22762851025706e-66	72.1565812720848
"690454"	"NC_035781.1"	22970184	22970184	"+"	8.9077335962309e-50	1.22482227594583e-46	66.6607673096966
"690455"	"NC_035781.1"	22970337	22970337	"+"	1.07249989460252e-25	1.87594101864878e-23	60.271629778672
"690457"	"NC_035781.1"	22970638	22970638	"+"	2.19451546914635e-68	1.02757451277032e-64	62.4109640565129
"690458"	"NC_035781.1"	22970646	22970646	"+"	3.46028267941989e-65	1.33551608957888e-61	67.5210084033613
"692716"	"NC_035781.1"	23140021	23140021	"+"	1.12388801682044e-18	8.88591199097937e-17	53.3249947884094
"692717"	"NC_035781.1"	23140222	23140222	"+"	5.56689416269025e-79	4.96013876729005e-75	59.6806387225549
"692877"	"NC_035781.1"	23167013	23167013	"+"	2.27112512981455e-29	5.7586431572515e-27	58.1818181818182
"693111"	"NC_035781.1"	23199730	23199730	"+"	7.58907022898393e-80	7.2820577245135e-76	-63.6695906432749
"693122"	"NC_035781.1"	23202470	23202470	"+"	7.86982132339761e-46	8.11044820195813e-43	52.536231884058
"693170"	"NC_035781.1"	23209802	23209802	"+"	3.8100105749702e-63	1.28728108090674e-59	-57.6816376112151
"693226"	"NC_035781.1"	23219231	23219231	"+"	4.46815506164295e-57	9.96712652578528e-54	54.9606580032544
"693913"	"NC_035781.1"	23412649	23412649	"+"	2.90369177058575e-35	1.26434356784632e-32	-57.2776472263761
"693925"	"NC_035781.1"	23419390	23419390	"+"	2.94344783854997e-49	3.89609882529749e-46	-57.9878048780488
"693926"	"NC_035781.1"	23419399	23419399	"+"	3.36876406631726e-61	9.88294180008511e-58	-66.4189965530448
"694438"	"NC_035781.1"	23625051	23625051	"+"	2.76873480838082e-22	3.34639263851313e-20	56.9471308833011
"694748"	"NC_035781.1"	23711442	23711442	"+"	3.50289446618783e-33	1.26800415869191e-30	53.9448604492852
"695078"	"NC_035781.1"	23836054	23836054	"+"	1.94552641616565e-65	7.64620484044305e-62	68.4959440684803
"695430"	"NC_035781.1"	24031888	24031888	"+"	1.02831370365437e-27	2.21038020655991e-25	50.3325621746674
"695970"	"NC_035781.1"	24097677	24097677	"+"	4.7235320888121e-61	1.36900017968405e-57	51.5417615592394
"696182"	"NC_035781.1"	24128924	24128924	"+"	1.65905098327057e-55	3.32933598020785e-52	79.1666666666667
"696290"	"NC_035781.1"	24140829	24140829	"+"	1.83788262711071e-80	1.83114333862048e-76	-58.6319882705425
"696404"	"NC_035781.1"	24156219	24156219	"+"	9.10453701774663e-46	9.34277892442042e-43	53.2182287996241
"696498"	"NC_035781.1"	24168348	24168348	"+"	7.95356100002827e-33	2.78595533411695e-30	52.1082517820466
"699447"	"NC_035781.1"	24380177	24380177	"+"	2.16110980781486e-75	1.57097201460505e-71	82.1239837398374
"699460"	"NC_035781.1"	24380778	24380778	"+"	1.34771417353264e-38	7.77878440118964e-36	55.4765704337734
"699569"	"NC_035781.1"	24392777	24392777	"+"	1.5713492271749e-35	7.00441423394268e-33	58.1585081585082
"699606"	"NC_035781.1"	24395749	24395749	"+"	9.66767719216216e-38	5.18645631436907e-35	53.6351403306421
"699793"	"NC_035781.1"	24427457	24427457	"+"	2.98607167359076e-53	5.22273260154033e-50	-60.0225861095426
"699796"	"NC_035781.1"	24427965	24427965	"+"	1.17936339514312e-31	3.68671961898913e-29	-52.7647025463619
"699864"	"NC_035781.1"	24435260	24435260	"+"	6.84452793970554e-47	7.59061720901199e-44	57.1428571428571
"699910"	"NC_035781.1"	24442269	24442269	"+"	2.15082907075297e-41	1.56240606359056e-38	-57.3859649122807
"699920"	"NC_035781.1"	24443007	24443007	"+"	1.11052098606171e-71	6.40145079123815e-68	-59.0821206879007
"700673"	"NC_035781.1"	24518246	24518246	"+"	6.0125684489765e-78	5.01345750100297e-74	-56.8888888888889
"701156"	"NC_035781.1"	24580740	24580740	"+"	8.4385249013797e-47	9.29588022074599e-44	58.6309523809524
"702301"	"NC_035781.1"	24678306	24678306	"+"	4.48230611344697e-48	5.44745645323414e-45	-50.6406740241789
"702313"	"NC_035781.1"	24683046	24683046	"+"	2.24290925044072e-64	8.1903552218166e-61	-51.0646535036779
"702317"	"NC_035781.1"	24685514	24685514	"+"	5.50215013041239e-23	7.17541920824292e-21	-50.4718277599633
"703309"	"NC_035781.1"	25118156	25118156	"+"	1.41223071492222e-21	1.57445785403717e-19	51.4949321640771
"703310"	"NC_035781.1"	25118160	25118160	"+"	1.21076046931456e-28	2.85244691372013e-26	55.4736575481256
"703311"	"NC_035781.1"	25118164	25118164	"+"	1.68514229928315e-18	1.30365271858672e-16	50.1761666144692
"704676"	"NC_035781.1"	25637250	25637250	"+"	3.78925289720314e-46	3.97740528035531e-43	55.1181102362205
"704727"	"NC_035781.1"	25672807	25672807	"+"	3.3867763177694e-40	2.22352394696918e-37	-60.741910023678
"704728"	"NC_035781.1"	25672811	25672811	"+"	4.55738031544893e-46	4.75804950129968e-43	-64.1271311546589
"704737"	"NC_035781.1"	25673140	25673140	"+"	3.26754567922722e-50	4.63177968092924e-47	-50.2096036585366
"707399"	"NC_035781.1"	25923284	25923284	"+"	1.33520928907645e-68	6.33117486943186e-65	-55.7916898387225
"707416"	"NC_035781.1"	25924477	25924477	"+"	2.97871135749461e-75	2.14530690898207e-71	-59.2917911257012
"707417"	"NC_035781.1"	25924552	25924552	"+"	2.65380178693925e-70	1.39796301557714e-66	-56.3361440531482
"707419"	"NC_035781.1"	25924892	25924892	"+"	9.16879448293715e-39	5.35451189394417e-36	-63.9242725254178
"707441"	"NC_035781.1"	25927111	25927111	"+"	4.94431448225288e-16	2.79749566086261e-14	-51.2573099415205
"708014"	"NC_035781.1"	25980805	25980805	"+"	4.79510882131898e-33	1.71791318588997e-30	-66.3100733098018
"708044"	"NC_035781.1"	25986993	25986993	"+"	1.72435587234516e-30	4.84803722568147e-28	-53.4550709406201
"708048"	"NC_035781.1"	25987086	25987086	"+"	8.00571741477359e-88	1.41852336941849e-83	-59.7397355182697
"708049"	"NC_035781.1"	25987103	25987103	"+"	1.98701942434259e-105	1.19164714115197e-100	-65.0355551341614
"708051"	"NC_035781.1"	25987211	25987211	"+"	4.04892080929881e-93	9.71280873864222e-89	-63.0026373379721
"708066"	"NC_035781.1"	25989171	25989171	"+"	3.57383284930408e-62	1.12804441128867e-58	-58.7859424920128
"708069"	"NC_035781.1"	25989454	25989454	"+"	2.06373763090037e-61	6.1469079282346e-58	-58.7548638132296
"708109"	"NC_035781.1"	25998896	25998896	"+"	7.63317636061793e-64	2.69583619211257e-60	-58.8235294117647
"708356"	"NC_035781.1"	26024642	26024642	"+"	7.79769641749756e-72	4.57952789162264e-68	53.6323843154565
"708719"	"NC_035781.1"	26066203	26066203	"+"	8.61137427849062e-43	6.95179030950218e-40	51.079756226815
"710119"	"NC_035781.1"	26179663	26179663	"+"	3.342710473042e-35	1.44762094320932e-32	-51.3081837541831
"714844"	"NC_035781.1"	26552043	26552043	"+"	3.04392310883184e-118	3.6531573259819e-113	-82.19795221843
"715001"	"NC_035781.1"	26575179	26575179	"+"	8.45368229146944e-32	2.67889441399622e-29	-51.9335809482194
"715011"	"NC_035781.1"	26579177	26579177	"+"	5.6584680909556e-50	7.90594133396566e-47	-65.7663624766951
"715013"	"NC_035781.1"	26579417	26579417	"+"	7.91672655632177e-22	9.09269714630905e-20	59.3575418994413
"715180"	"NC_035781.1"	26608185	26608185	"+"	8.47370297211558e-80	8.0565350227854e-76	-57.9320876751707
"715828"	"NC_035781.1"	26662304	26662304	"+"	1.11060854665135e-48	1.41307953396337e-45	56.5270028424045
"715858"	"NC_035781.1"	26665574	26665574	"+"	3.08652752816133e-30	8.48726398821866e-28	-56.3721487288366
"715864"	"NC_035781.1"	26665865	26665865	"+"	2.02712552716289e-28	4.67058509428305e-26	56.6137566137566
"716086"	"NC_035781.1"	26708874	26708874	"+"	3.63941951873095e-30	9.94184679347702e-28	-59.2391304347826
"716126"	"NC_035781.1"	26711346	26711346	"+"	1.67142841502204e-47	1.95001399732139e-44	-51.5529609279609
"716263"	"NC_035781.1"	26727633	26727633	"+"	2.03345126413755e-87	3.50351595542256e-83	-73.691171005749
"716371"	"NC_035781.1"	26745364	26745364	"+"	9.22922548133608e-32	2.91399705908157e-29	-53.0278983498097
"716512"	"NC_035781.1"	26766336	26766336	"+"	8.45662335440907e-66	3.4116651616569e-62	-56.9717707442258
"716556"	"NC_035781.1"	26771124	26771124	"+"	4.27041059446239e-43	3.54091259716562e-40	53.4773067331671
"716571"	"NC_035781.1"	26773040	26773040	"+"	1.0978241933373e-69	5.62165786868074e-66	-54.5633713010463
"716634"	"NC_035781.1"	26775672	26775672	"+"	3.00489410135897e-25	5.00712284070178e-23	55.3634879477576
"716675"	"NC_035781.1"	26778048	26778048	"+"	1.24640148067644e-116	1.34032113167113e-111	73.6718705323955
"716688"	"NC_035781.1"	26781179	26781179	"+"	4.05199823841555e-29	1.00081168958669e-26	54.0320808613492
"716832"	"NC_035781.1"	26800795	26800795	"+"	1.16613725462576e-21	1.31329505344593e-19	53.7584905660377
"716863"	"NC_035781.1"	26806676	26806676	"+"	1.87133439441617e-55	3.73850015682391e-52	52.5381828033459
"716931"	"NC_035781.1"	26812474	26812474	"+"	6.72174982947048e-36	3.08899635584482e-33	57.2797337537222
"716933"	"NC_035781.1"	26812563	26812563	"+"	2.31654744234122e-49	3.0872674063031e-46	51.7181520495522
"717072"	"NC_035781.1"	26828269	26828269	"+"	1.40651672048253e-36	6.85352232512137e-34	57.9003181336161
"717116"	"NC_035781.1"	26832668	26832668	"+"	2.05925285662335e-40	1.37837019329868e-37	55.1458693590673
"717291"	"NC_035781.1"	26849053	26849053	"+"	2.08965844311858e-39	1.29196019856549e-36	-56.030701754386
"717416"	"NC_035781.1"	26862458	26862458	"+"	2.52607645022479e-48	3.13724679142764e-45	-50.6886984401011
"717427"	"NC_035781.1"	26864444	26864444	"+"	6.79196705013494e-39	4.01305480593116e-36	52.8299365185433
"717432"	"NC_035781.1"	26864964	26864964	"+"	2.726768451732e-43	2.29824033811377e-40	-62.2693831352575
"717433"	"NC_035781.1"	26865401	26865401	"+"	1.75201355881836e-63	6.05060245091862e-60	63.8728632478633
"718075"	"NC_035781.1"	26918896	26918896	"+"	7.1312468356398e-34	2.7360919009068e-31	58.1144781144781
"721586"	"NC_035781.1"	27512493	27512493	"+"	5.28333546409446e-32	1.7068477627421e-29	-60.7588756364651
"721587"	"NC_035781.1"	27512508	27512508	"+"	1.44781967872567e-40	9.81747879968796e-38	-64.3652141105452
"724315"	"NC_035781.1"	28545195	28545195	"+"	2.23930277608184e-36	1.0687659148087e-33	-58.6122448979592
"725436"	"NC_035781.1"	29139407	29139407	"+"	3.12915624522333e-85	4.51775218049914e-81	54.8446069469835
"725544"	"NC_035781.1"	29154866	29154866	"+"	1.01259408621855e-96	2.95121272919008e-92	60.9697890112274
"725546"	"NC_035781.1"	29154931	29154931	"+"	1.82468035864099e-83	2.24913323172905e-79	53.5337646224743
"725695"	"NC_035781.1"	29182179	29182179	"+"	3.99215275599466e-48	4.87074291811031e-45	54.3237560013398
"725804"	"NC_035781.1"	29211435	29211435	"+"	8.1299846283625e-80	7.77715994641752e-76	57.8903325540097
"725805"	"NC_035781.1"	29211503	29211503	"+"	6.20155432963759e-36	2.85878607659743e-33	50.3353973168215
"725912"	"NC_035781.1"	29250649	29250649	"+"	3.63639649261675e-24	5.40626664947739e-22	-58.3924874297545
"725948"	"NC_035781.1"	29257236	29257236	"+"	1.7027710603644e-78	1.47095018423549e-74	-51.2157640834111
"725954"	"NC_035781.1"	29257602	29257602	"+"	1.96748579341987e-60	5.51271254537118e-57	-55.607476635514
"726548"	"NC_035781.1"	29331886	29331886	"+"	2.42927644757198e-28	5.55773874982822e-26	52.2814662906947
"727471"	"NC_035781.1"	29401798	29401798	"+"	3.24569632181869e-67	1.43367954412083e-63	50.9643884096439
"728222"	"NC_035781.1"	29501377	29501377	"+"	2.52390186882568e-61	7.46759507767477e-58	-60.1466155110989
"728249"	"NC_035781.1"	29505637	29505637	"+"	1.17479894487028e-56	2.54242689120105e-53	72.6301476301476
"729135"	"NC_035781.1"	29600790	29600790	"+"	3.69802968274965e-86	5.68098001232255e-82	-53.4653055593875
"731204"	"NC_035781.1"	29723038	29723038	"+"	5.62707330964893e-63	1.88284932617751e-59	52.3829033928834
"731463"	"NC_035781.1"	29751779	29751779	"+"	1.79615697090402e-54	3.40715100048572e-51	72.3454599230997
"731465"	"NC_035781.1"	29751988	29751988	"+"	8.70190504863325e-117	9.6918172233007e-112	-74.8168438444314
"731531"	"NC_035781.1"	29758961	29758961	"+"	3.5831839095286e-53	6.21827505670228e-50	-66.875
"731559"	"NC_035781.1"	29762760	29762760	"+"	4.73072081380077e-65	1.81685469646485e-61	65.9986470488754
"731573"	"NC_035781.1"	29765122	29765122	"+"	6.29113821754419e-47	6.99681069689421e-44	-54.5602755453502
"731593"	"NC_035781.1"	29766717	29766717	"+"	4.82390328074308e-43	3.98185594799664e-40	51.826670008773
"731620"	"NC_035781.1"	29772141	29772141	"+"	4.68687064450723e-98	1.50681571010026e-93	61.0096797891189
"731649"	"NC_035781.1"	29775176	29775176	"+"	2.5388341495906e-50	3.62518858427219e-47	-50.982280431433
"731750"	"NC_035781.1"	29785399	29785399	"+"	3.99001895640829e-66	1.64155205755833e-62	54.3015873015873
"731789"	"NC_035781.1"	29792729	29792729	"+"	8.23051252433621e-49	1.0562567880067e-45	-55.4802259887006
"731801"	"NC_035781.1"	29793529	29793529	"+"	1.83189128083381e-49	2.45605954456287e-46	50.2695788833698
"731897"	"NC_035781.1"	29802915	29802915	"+"	3.75160988805406e-26	6.88650333173374e-24	59.4681997844053
"734254"	"NC_035781.1"	29982594	29982594	"+"	4.62842738165426e-43	3.82556473561125e-40	54.5425908626795
"734936"	"NC_035781.1"	30034197	30034197	"+"	3.93506553757164e-47	4.45753400417151e-44	54.9180327868852
"735277"	"NC_035781.1"	30058544	30058544	"+"	1.1677058577495e-33	4.39531345466054e-31	54.8999190096031
"735366"	"NC_035781.1"	30073955	30073955	"+"	2.7486146871136e-89	5.49462643042338e-85	-61.8619330372736
"735922"	"NC_035781.1"	30099167	30099167	"+"	3.61147270478247e-79	3.27397079255571e-75	55.5247428786818
"736753"	"NC_035781.1"	30176488	30176488	"+"	1.52397945197326e-39	9.52990671727812e-37	52.6672731783972
"736765"	"NC_035781.1"	30177391	30177391	"+"	3.89182075208941e-20	3.66458264721335e-18	51.4736037955852
"736767"	"NC_035781.1"	30178023	30178023	"+"	3.40289264377371e-68	1.56519142717024e-64	62.6827648185051
"736796"	"NC_035781.1"	30180730	30180730	"+"	6.01712803758297e-56	1.24186302013349e-52	61.3090006152764
"736870"	"NC_035781.1"	30189597	30189597	"+"	8.23099359637728e-37	4.09582578309113e-34	-50.449874299828
"737053"	"NC_035781.1"	30213054	30213054	"+"	1.62876779265745e-24	2.51452935474806e-22	-50.9433962264151
"737306"	"NC_035781.1"	30228757	30228757	"+"	9.06455932328786e-62	2.749808735854e-58	55.4695315558262
"737424"	"NC_035781.1"	30245363	30245363	"+"	2.80184771831558e-21	3.02068230879379e-19	63.6871508379888
"737515"	"NC_035781.1"	30254223	30254223	"+"	6.70645883201461e-47	7.44279144072827e-44	-51.6801948051948
"737754"	"NC_035781.1"	30284272	30284272	"+"	4.5998376209944e-54	8.46294863157529e-51	65.296803652968
"737755"	"NC_035781.1"	30284283	30284283	"+"	4.8393038175677e-32	1.5697398267998e-29	-56.9731649565904
"737828"	"NC_035781.1"	30295165	30295165	"+"	1.76708291642659e-47	2.05622692037503e-44	-69.1541523256485
"737905"	"NC_035781.1"	30303434	30303434	"+"	4.33358138011671e-37	2.20895256709907e-34	-51.0443986511802
"738356"	"NC_035781.1"	30350009	30350009	"+"	3.10529776240342e-26	5.7454414062124e-24	-54.4947265145941
"738430"	"NC_035781.1"	30357927	30357927	"+"	1.03178948053245e-66	4.43203704227381e-63	-52.0608499481739
"738434"	"NC_035781.1"	30358436	30358436	"+"	1.86339178633937e-129	3.87401969426798e-124	-79.4117647058823
"738437"	"NC_035781.1"	30358587	30358587	"+"	1.61314886681077e-71	9.13002054836925e-68	-56.9127056029802
"738514"	"NC_035781.1"	30363370	30363370	"+"	6.42424779127917e-24	9.28754458220702e-22	51.9732441471572
"740687"	"NC_035781.1"	30498372	30498372	"+"	1.2817194044782e-32	4.39963789556238e-30	53.5687155266374
"740913"	"NC_035781.1"	30536282	30536282	"+"	3.62866369800413e-28	8.16278585341523e-26	51.3127241316127
"741269"	"NC_035781.1"	30581056	30581056	"+"	2.07544404312261e-25	3.51832969821715e-23	52.5530839231547
"742250"	"NC_035781.1"	30658036	30658036	"+"	1.66524937664729e-28	3.86947563588328e-26	-60.1752905886764
"743051"	"NC_035781.1"	30708583	30708583	"+"	5.05780778510968e-33	1.80798811010966e-30	-59.5452905088416
"743087"	"NC_035781.1"	30712272	30712272	"+"	1.55149259170237e-47	1.81893414663943e-44	51.9083969465649
"743099"	"NC_035781.1"	30713543	30713543	"+"	1.16922321492338e-63	4.08314569982281e-60	-51.0414650487605
"743166"	"NC_035781.1"	30718431	30718431	"+"	3.14039624603948e-27	6.42864441860983e-25	-50.3311258278146
"743373"	"NC_035781.1"	30746861	30746861	"+"	1.04612576015247e-52	1.74458123304081e-49	-51.7446695902011
"743872"	"NC_035781.1"	30802610	30802610	"+"	1.23013392666114e-27	2.62573617094732e-25	71.6599190283401
"743874"	"NC_035781.1"	30802665	30802665	"+"	6.4639307657615e-32	2.07258016389919e-29	50.5084745762712
"743946"	"NC_035781.1"	30806605	30806605	"+"	3.65218900626165e-53	6.33098067585802e-50	-73.7179487179487
"745770"	"NC_035781.1"	30915366	30915366	"+"	1.44699291753072e-64	5.32132102174736e-61	58.4958922609446
"745796"	"NC_035781.1"	30917967	30917967	"+"	1.33105872062037e-27	2.8335973816397e-25	70.4545454545455
"745907"	"NC_035781.1"	30932924	30932924	"+"	1.57304796980926e-19	1.37716115928624e-17	-55.4112554112554
"745964"	"NC_035781.1"	30942987	30942987	"+"	1.17662425051269e-37	6.27987233828273e-35	62.8401268800035
"746001"	"NC_035781.1"	30947870	30947870	"+"	9.45986909975453e-65	3.52880577832995e-61	57.2944297082228
"746117"	"NC_035781.1"	30962238	30962238	"+"	5.40537461537943e-28	1.19619523946105e-25	-50.172895331826
"746245"	"NC_035781.1"	30975543	30975543	"+"	5.92383665250168e-39	3.52146758183264e-36	52.9947036285779
"746574"	"NC_035781.1"	31036535	31036535	"+"	6.97153164018531e-39	4.11525260490654e-36	55.0590338877221
"746647"	"NC_035781.1"	31043427	31043427	"+"	2.42647715612227e-62	7.76901851748054e-59	-53.6014721345952
"746729"	"NC_035781.1"	31056835	31056835	"+"	1.44225533467131e-20	1.43225359579074e-18	56.7249296400533
"747076"	"NC_035781.1"	31081059	31081059	"+"	1.6002537821868e-39	9.98721489205906e-37	56.6303516315387
"747247"	"NC_035781.1"	31104038	31104038	"+"	1.17805786930033e-47	1.39370264793539e-44	52.7140974967062
"747810"	"NC_035781.1"	31164581	31164581	"+"	1.87084021630492e-36	8.99099651588203e-34	-57.3684210526316
"747860"	"NC_035781.1"	31170703	31170703	"+"	1.2198583514907e-50	1.77267284788826e-47	-56.3793636082793
"747866"	"NC_035781.1"	31171163	31171163	"+"	1.6512935926767e-47	1.92796574869467e-44	-50.4160703332652
"747869"	"NC_035781.1"	31171672	31171672	"+"	6.47945032860533e-42	4.89612618917992e-39	-55.6366797044763
"748012"	"NC_035781.1"	31182176	31182176	"+"	1.32300034280835e-44	1.23453218743843e-41	-61.7543859649123
"748015"	"NC_035781.1"	31182232	31182232	"+"	6.20844103567765e-50	8.64337685586418e-47	-59.8275862068965
"748018"	"NC_035781.1"	31182258	31182258	"+"	6.67272910468766e-54	1.21264901100793e-50	-59.5254015255926
"748419"	"NC_035781.1"	31230701	31230701	"+"	5.01537174027589e-51	7.46922182639453e-48	61.3940050559769
"748729"	"NC_035781.1"	31252208	31252208	"+"	1.58557299175982e-33	5.90334924841614e-31	-50.5402828539647
"749382"	"NC_035781.1"	31310427	31310427	"+"	2.05248452403124e-63	7.0726182672996e-60	-52.1350533524447
"749399"	"NC_035781.1"	31312380	31312380	"+"	2.69561414195371e-77	2.20638683188932e-73	-54.6228550899023
"749402"	"NC_035781.1"	31312468	31312468	"+"	1.33064747740488e-95	3.64004766058845e-91	-57.340714870733
"749415"	"NC_035781.1"	31314208	31314208	"+"	1.91416875580075e-35	8.48043567569942e-33	56.9039536741214
"749459"	"NC_035781.1"	31319296	31319296	"+"	8.39898839445641e-73	5.23848715400417e-69	66.2215320910973
"749472"	"NC_035781.1"	31320575	31320575	"+"	7.26533710600312e-64	2.5717501157131e-60	53.7819619535276
"749580"	"NC_035781.1"	31339069	31339069	"+"	2.46585205132768e-45	2.43811526303724e-42	50.8133688257912
"749729"	"NC_035781.1"	31357925	31357925	"+"	2.44925733909192e-52	3.99062933813888e-49	-53.5918600849951
"751427"	"NC_035781.1"	31770581	31770581	"+"	9.20876617465557e-49	1.17743936616296e-45	57.9965232507605
"752115"	"NC_035781.1"	31902737	31902737	"+"	6.26918876769104e-18	4.5152560883581e-16	-58.6459517494
"752920"	"NC_035781.1"	32148168	32148168	"+"	1.81475910664951e-53	3.21737772993585e-50	-56.0276679841897
"756327"	"NC_035781.1"	32952053	32952053	"+"	1.95694378952877e-40	1.31298915335739e-37	53.7978468899522
"756399"	"NC_035781.1"	32960943	32960943	"+"	3.96298915973966e-46	4.15138446840195e-43	-62.5390391388132
"757682"	"NC_035781.1"	33063910	33063910	"+"	9.69635141922457e-49	1.23825928676332e-45	-54.018573442894
"758249"	"NC_035781.1"	33108824	33108824	"+"	1.08024229931052e-42	8.65560150771714e-40	-60.0597228858098
"758308"	"NC_035781.1"	33117239	33117239	"+"	3.64043048232893e-43	3.03793551306906e-40	63.855421686747
"759585"	"NC_035781.1"	33190466	33190466	"+"	5.7819365922702e-25	9.35659819346555e-23	61.0858585858586
"761877"	"NC_035781.1"	33555977	33555977	"+"	5.1355217780469e-39	3.06981811805128e-36	-50.7485578243751
"762371"	"NC_035781.1"	33595031	33595031	"+"	5.49872385269655e-30	1.47559547611372e-27	55.7630880840236
"762376"	"NC_035781.1"	33596814	33596814	"+"	5.82346640338536e-17	3.71679090406499e-15	50.5582473140931
"762378"	"NC_035781.1"	33597068	33597068	"+"	8.92055953608394e-84	1.13546804909118e-79	67.7083675547817
"762924"	"NC_035781.1"	33655534	33655534	"+"	1.26312692421728e-15	6.78358124407145e-14	52.1297278190173
"764139"	"NC_035781.1"	34092026	34092026	"+"	3.99578754999239e-24	5.91267097802953e-22	-55.836815920398
"766443"	"NC_035781.1"	35092812	35092812	"+"	3.81261352953089e-31	1.14061029831095e-28	51.0245646766169
"768515"	"NC_035781.1"	35362605	35362605	"+"	1.33315331050799e-35	5.98110894896717e-33	63.0542937486481
"769183"	"NC_035781.1"	35427794	35427794	"+"	4.21708214528441e-60	1.1556297275801e-56	53.2923322450529
"769304"	"NC_035781.1"	35445374	35445374	"+"	1.07169105010664e-58	2.67795900821034e-55	-61.6062544420753
"769967"	"NC_035781.1"	35481926	35481926	"+"	2.61714902054234e-39	1.60535770437483e-36	55.2746909811265
"770763"	"NC_035781.1"	35577834	35577834	"+"	2.53747694812678e-25	4.26187749593696e-23	57.5581395348837
"770764"	"NC_035781.1"	35578231	35578231	"+"	3.40657107235416e-40	2.23557852254992e-37	55.3582231440671
"770868"	"NC_035781.1"	35589777	35589777	"+"	6.42237990509016e-49	8.29674290507072e-46	50.427548879886
"770981"	"NC_035781.1"	35609888	35609888	"+"	2.979292987207e-33	1.08488939062821e-30	-73.4391534391534
"771042"	"NC_035781.1"	35615772	35615772	"+"	3.83386392100465e-88	6.87125952718072e-84	-71.9948569699822
"771615"	"NC_035781.1"	35706125	35706125	"+"	3.21469369861204e-65	1.24380833721883e-61	-73.3990518473926
"772435"	"NC_035781.1"	36136301	36136301	"+"	1.49692823753904e-34	6.10542068304913e-32	55.9517250426341
"773020"	"NC_035781.1"	36328978	36328978	"+"	1.35741062040609e-46	1.47085330139738e-43	66.0883247219919
"773211"	"NC_035781.1"	36394326	36394326	"+"	6.8547315056086e-24	9.87330145329228e-22	51.7285531370038
"773222"	"NC_035781.1"	36400967	36400967	"+"	6.21558952278982e-39	3.68646954665265e-36	-62.600019756989
"776561"	"NC_035781.1"	36723946	36723946	"+"	1.12538968816329e-30	3.21770721805972e-28	50.0514191690662
"776573"	"NC_035781.1"	36725994	36725994	"+"	1.01877406308194e-45	1.04166230105697e-42	50.3770321687997
"776611"	"NC_035781.1"	36734248	36734248	"+"	5.40935198808893e-50	7.57144831304923e-47	-61.7647058823529
"776612"	"NC_035781.1"	36734371	36734371	"+"	7.04823501723957e-141	3.6633467887416e-135	-73.1645778117186
"776662"	"NC_035781.1"	36741275	36741275	"+"	1.21349939267036e-48	1.53959535162177e-45	51.1230205101342
"776804"	"NC_035781.1"	36755103	36755103	"+"	7.06379279558608e-69	3.43124579704414e-65	65.4441215738632
"776877"	"NC_035781.1"	36758524	36758524	"+"	3.91258149650097e-37	2.0022110471841e-34	-51.1009145078546
"776893"	"NC_035781.1"	36758838	36758838	"+"	7.62374398602737e-56	1.55900449195394e-52	-56.3376316234022
"777174"	"NC_035781.1"	36791342	36791342	"+"	4.40235249937285e-53	7.58499232067354e-50	-52.3713925507715
"777274"	"NC_035781.1"	36806921	36806921	"+"	2.10571578646744e-48	2.6298447861139e-45	51.4639622439784
"777418"	"NC_035781.1"	36818700	36818700	"+"	9.29147949371382e-21	9.43925774566518e-19	53.2117367168913
"777419"	"NC_035781.1"	36818758	36818758	"+"	5.68523037513684e-19	4.66664556946532e-17	50.4222317966394
"777559"	"NC_035781.1"	36830814	36830814	"+"	1.18998601301766e-42	9.50806652993067e-40	58.6307592472421
"779277"	"NC_035781.1"	36936573	36936573	"+"	9.74050861276354e-39	5.67440838552529e-36	-56.9283569283569
"779296"	"NC_035781.1"	36939552	36939552	"+"	1.10753458340074e-18	8.76172428624978e-17	-53.8519924098672
"779304"	"NC_035781.1"	36940012	36940012	"+"	1.09931156851527e-27	2.35762881180656e-25	-51.342002434181
"783008"	"NC_035781.1"	37321974	37321974	"+"	7.74898742579061e-38	4.19028836644973e-35	51.0187817696218
"783087"	"NC_035781.1"	37326274	37326274	"+"	6.65251080110093e-44	5.88539171366672e-41	51.109709962169
"783147"	"NC_035781.1"	37332952	37332952	"+"	1.29920214599571e-140	5.78798764856121e-135	-70.8176625452494
"783660"	"NC_035781.1"	37384047	37384047	"+"	7.83360792240721e-71	4.24857112120589e-67	58.4823707151753
"783778"	"NC_035781.1"	37391665	37391665	"+"	3.73172089912567e-43	3.10995623925475e-40	59.6991054486311
"783788"	"NC_035781.1"	37392297	37392297	"+"	1.46731912582781e-57	3.37951844013956e-54	55.5995196755842
"783812"	"NC_035781.1"	37393885	37393885	"+"	2.82615406489442e-93	6.88548870266595e-89	-54.3891699456624
"784538"	"NC_035781.1"	37440520	37440520	"+"	8.56230067098891e-42	6.39409214745738e-39	71.5609936967
"784559"	"NC_035781.1"	37444580	37444580	"+"	2.384682282535e-62	7.6430480729409e-59	-58.4281568157737
"784592"	"NC_035781.1"	37451858	37451858	"+"	1.41540146702438e-35	6.33461764013459e-33	50.2214316828808
"784593"	"NC_035781.1"	37451870	37451870	"+"	1.62073977558029e-81	1.73092936413921e-77	67.789077212806
"784597"	"NC_035781.1"	37451992	37451992	"+"	2.20577442043302e-79	2.04117434716749e-75	60.644091877812
