FPKM.S12M,FPKM.S22F,FPKM.S23M,FPKM.S29F,FPKM.S31M,FPKM.S35F,FPKM.S36F,FPKM.S3F,FPKM.S41F,FPKM.S48M,FPKM.S50F,FPKM.S59M,FPKM.S77F,FPKM.S9M,exposed_sum_transcript_counts,exposed_median_transcript_counts,exposed_mean_transcript_counts,exposed_max_transcript_counts,exposed_min_transcript_counts,exposed_std_dev_transcript_counts
1,0,1,0,1,0,1,1,1,1,1,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,0,0,0,1,1,0,1,0,1,9,1,1.1875,9,0,2.67262646104771
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,0,0,0,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,1,1,1,1,0,1,1,0,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,0,1,0,0,1,0,0,1,1,9,1,1.1875,9,0,2.67262646104771
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,1,1,1,1,1,1,0,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,1,0,0.372800567539663
1,1,1,1,1,0,0,0,1,1,1,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,0,0,1,1,1,0,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,0,0,1,1,1,0,1,1,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,1,0,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
2,1,2,2,2,1,2,2,3,2,2,2,1,2,26,2,3.375,26,1,7.62196756880289
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,1,0,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,0,1,1,1,1,0,1,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,0,1,1,0,0,0,1,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,1,1,0,1,1,1,1,0,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,0,1,0,1,0,1,1,0,0,0,0,6,0,0.75,6,0,1.82664249567822
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,0,1,1,1,1,0,0,1,1,0,1,0,1,9,1,1.1875,9,0,2.67262646104771
1,0,1,1,1,1,0,0,1,1,0,1,0,1,9,1,1.1875,9,0,2.67262646104771
1,0,1,1,1,0,0,1,0,1,1,1,1,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,0,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,0,1,0,1,0,1,0,0,1,1,0,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,1,0,0,1,1,0,1,1,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,0,1,1,1,1,0,1,1,1,0,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,0,1,1,1,1,1,1,1,1,0,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,0,1,1,1,1,0,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,0,1,0,0,0,0,1,0,0,0,1,5,0,0.625,5,0,1.53733388300533
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,0,1,0,0,1,1,1,1,0,0,1,8,1,1.0625,8,0,2.38489110697014
1,0,1,1,1,0,1,1,1,0,1,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,0,0,1,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,1,1,0,1,1,0,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,2,1,1,1,1,1,1,1,1,1,1,15,1,1.9375,15,1,4.3887966461733
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,0,0,0,1,1,0,1,0,1,9,1,1.1875,9,0,2.67262646104771
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,0,0,0,0,0,0,1,1,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,0,1,1,1,0,0,1,1,1,0,1,0,1,9,1,1.1875,9,0,2.67262646104771
1,0,1,1,0,0,0,0,1,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,0,1,0,0,1,0,1,1,1,1,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,0,0,1,1,0,1,0,1,8,1,1.0625,8,0,2.38489110697014
1,0,0,1,1,0,1,0,1,1,0,0,0,1,7,1,0.9375,7,0,2.09745760365324
1,0,1,1,1,0,1,1,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,0,1,0,0,0,0,1,0,1,0,1,0,1,6,0,0.75,6,0,1.82664249567822
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,0,0,1,1,0,1,1,1,9,1,1.1875,9,0,2.67262646104771
1,1,1,1,1,1,1,0,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,1,1,1,1,1,1,0,1,12,1,1.5625,12,0,3.53690663095336
1,0,0,0,1,0,1,0,0,1,0,0,0,0,4,0,0.5,4,0,1.24780509049276
1,1,1,1,1,1,0,0,1,1,0,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,0,1,0,1,1,1,0,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,0,1,1,1,0,0,0,0,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,0,1,0,1,0,1,1,0,1,1,1,9,1,1.1875,9,0,2.67262646104771
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,0,1,0,1,1,0,1,1,1,0,1,1,10,1,1.3125,10,0,2.96057565748356
1,0,1,1,1,0,1,0,0,1,0,1,1,0,8,1,1.0625,8,0,2.38489110697014
1,1,1,1,0,0,1,1,1,1,1,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
3,1,1,1,2,3,3,3,2,1,1,2,4,1,28,2,3.625,28,1,8.24581787495337
1,1,1,0,1,0,1,0,1,1,1,0,1,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,1,0,0,1,0,1,0,1,6,0,0.75,6,0,1.82664249567822
1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0.25,2,0,0.666940733139361
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,1,1,0,0,0,0,0,0,1,0,1,0,0,4,0,0.5,4,0,1.24780509049276
1,0,1,1,1,0,1,1,1,1,0,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,0,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.25,2,0,0.666940733139361
1,1,1,1,1,1,0,1,1,1,1,1,0,1,12,1,1.5625,12,0,3.53690663095336
1,0,1,0,1,1,0,0,1,1,0,1,0,1,8,1,1.0625,8,0,2.38489110697014
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,0,1,0,1,1,1,0,1,0,1,9,1,1.1875,9,0,2.67262646104771
0,0,1,0,1,0,0,0,1,1,0,1,0,0,5,0,0.625,5,0,1.53733388300533
1,1,1,1,1,1,1,0,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,0,1,0,0,1,1,1,1,1,0,1,10,1,1.3125,10,0,2.96057565748356
0,0,1,0,1,0,0,1,1,1,0,1,0,0,6,0,0.75,6,0,1.82664249567822
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,0,1,0,1,1,1,1,0,1,0,1,9,1,1.1875,9,0,2.67262646104771
0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0.375,3,0,0.95785647937868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0.375,3,0,0.95785647937868
0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.25,2,0,0.666940733139361
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,0,1,1,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,0,0,1,0,1,0,1,0,1,9,1,1.1875,9,0,2.67262646104771
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,0,0,0,0,1,1,0,0,0,1,1,1,6,0,0.75,6,0,1.82664249567822
1,1,1,1,1,0,0,1,0,0,0,0,0,0,6,0,0.75,6,0,1.82664249567822
1,1,1,1,1,0,0,0,1,1,0,1,0,1,9,1,1.1875,9,0,2.67262646104771
0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0.375,3,0,0.95785647937868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0.375,3,0,0.95785647937868
1,0,1,1,1,0,0,0,1,0,1,1,0,1,8,1,1.0625,8,0,2.38489110697014
1,2,2,1,1,1,2,1,2,1,1,2,2,1,20,1,2.5625,20,1,5.87452755659193
1,0,1,1,1,0,0,0,0,1,0,1,0,0,6,0,0.75,6,0,1.82664249567822
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,1,1,1,0,1,0,1,1,1,1,0,0,8,1,1.0625,8,0,2.38489110697014
0,0,1,1,1,0,0,0,0,1,0,1,0,0,5,0,0.625,5,0,1.53733388300533
1,1,1,1,1,0,0,1,1,1,1,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,1,0,0,0,0,1,0,1,0,1,4,0,0.5,4,0,1.24780509049276
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,1,1,1,0,0,0,1,1,0,0,0,1,6,0,0.75,6,0,1.82664249567822
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,0,1,0,0,0,1,1,0,0,1,1,8,1,1.0625,8,0,2.38489110697014
1,0,1,0,1,0,0,0,1,1,0,1,1,1,8,1,1.0625,8,0,2.38489110697014
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.125,1,0,0.372800567539663
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,0,1,1,1,1,1,0,0,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,0,1,0,1,1,1,1,0,0,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,0,1,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,0,0,1,0,0,0,0,1,0,1,0,1,6,0,0.75,6,0,1.82664249567822
1,1,0,0,1,0,0,0,0,0,0,1,0,1,5,0,0.625,5,0,1.53733388300533
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,0,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
2,1,2,1,1,1,1,1,1,1,2,1,1,1,17,1,2.1875,17,1,4.9860207541211
1,1,1,1,1,1,1,1,1,0,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,0,1,0,1,1,1,1,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,3,1,3,1,3,3,3,3,1,3,3,3,1,32,3,4.1875,32,1,9.39922430737821
1,1,1,1,1,1,1,0,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
0,1,1,1,1,1,1,0,1,1,0,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,0,1,1,1,1,0,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,0,1,1,1,1,0,0,1,1,0,1,1,1,10,1,1.3125,10,0,2.96057565748356
1,0,1,0,1,0,0,0,1,1,1,0,1,1,8,1,1.0625,8,0,2.38489110697014
0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0.375,3,0,0.95785647937868
1,0,1,1,1,0,0,1,1,1,0,1,1,1,10,1,1.3125,10,0,2.96057565748356
1,0,1,0,1,0,0,1,0,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,0,1,1,1,0,1,1,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.125,1,0,0.372800567539663
0,0,0,1,1,0,1,0,1,1,1,1,1,1,9,1,1.1875,9,0,2.67262646104771
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,0,1,0,0,0,0,1,0,1,0,1,6,0,0.75,6,0,1.82664249567822
1,0,1,1,1,0,0,1,1,1,0,1,0,1,9,1,1.1875,9,0,2.67262646104771
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,0,1,0,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,0,1,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,0,1,1,1,0,0,1,0,1,0,1,1,1,9,1,1.1875,9,0,2.67262646104771
1,1,0,1,1,1,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,0,1,1,1,1,1,0,1,12,1,1.5625,12,0,3.53690663095336
1,0,1,1,1,1,0,1,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,1,0,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.25,2,0,0.666940733139361
0,0,0,0,1,0,0,0,1,0,1,0,0,1,4,0,0.5,4,0,1.24780509049276
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0.25,2,0,0.666940733139361
1,1,1,1,1,1,0,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,0,1,1,1,1,0,1,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,0,1,0,0,0,0,1,0,1,0,1,6,0,0.75,6,0,1.82664249567822
1,1,1,1,1,1,0,0,0,1,1,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,0,1,1,1,0,0,1,1,1,1,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,0,1,1,0,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,0,0,1,1,0,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,2,1,1,1,1,1,1,2,2,1,1,17,1,2.1875,17,1,4.9860207541211
1,0,1,1,1,1,0,1,1,1,1,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.125,1,0,0.372800567539663
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,0,1,0,1,1,1,1,1,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,0,1,0,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,0,1,0,0,0,0,0,1,1,0,0,0,1,5,0,0.625,5,0,1.53733388300533
1,0,1,0,1,0,0,0,0,1,0,0,0,1,5,0,0.625,5,0,1.53733388300533
1,0,1,0,1,0,0,0,0,1,0,1,0,1,6,0,0.75,6,0,1.82664249567822
1,1,1,1,1,0,1,0,1,1,0,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,0,1,1,1,0,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,0,1,1,0,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,1,0,1,1,1,0,0,1,9,1,1.1875,9,0,2.67262646104771
1,1,1,1,1,0,1,1,1,1,0,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0.25,2,0,0.666940733139361
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,0,1,0,1,1,1,1,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
2,1,1,1,1,1,1,1,1,1,1,1,1,2,16,1,2.0625,16,1,4.68802141349544
1,1,1,1,1,0,1,1,1,1,0,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,0,1,1,1,0,1,1,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,0,0,1,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,0,1,1,1,0,0,0,0,1,0,1,1,1,8,1,1.0625,8,0,2.38489110697014
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,0,0,0,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,0,1,1,1,0,0,0,0,1,0,0,0,1,6,0,0.75,6,0,1.82664249567822
1,1,0,1,0,0,1,1,1,1,1,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,1,1,0,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,0,0,1,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,0,1,1,1,1,0,1,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,1,1,0,1,1,1,0,1,11,1,1.4375,11,0,3.2486818345724
0,0,1,0,1,0,1,1,1,1,0,1,1,1,9,1,1.1875,9,0,2.67262646104771
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,1,1,1,1,1,1,0,0,0,0,0,6,0,0.75,6,0,1.82664249567822
0,0,1,0,1,0,0,1,1,1,0,0,0,1,6,0,0.75,6,0,1.82664249567822
1,1,1,1,1,0,0,1,0,1,0,1,0,1,9,1,1.1875,9,0,2.67262646104771
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,0,0,0,1,1,1,1,1,1,0,1,9,1,1.1875,9,0,2.67262646104771
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,0,0,1,1,1,1,1,1,11,1,1.4375,11,0,3.2486818345724
0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0.375,3,0,0.95785647937868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,0,0,0,1,0,0,1,0,1,1,8,1,1.0625,8,0,2.38489110697014
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.125,1,0,0.372800567539663
0,1,1,1,1,0,1,1,0,0,0,0,0,0,6,0,0.75,6,0,1.82664249567822
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,0,0,1,1,1,1,0,1,10,1,1.3125,10,0,2.96057565748356
