gene_ids,controls_FPKM_Coeff_of_Var,exposed_FPKM_Coeff_of_Var
gene-LOC111103137,1.2527792411832,1.45339518253686
gene-LOC111103138,NA,NA
gene-LOC111103139,0.494331806643791,0.450281271149909
gene-LOC111103140,0.637413124869593,1.22273014447351
gene-LOC111103141,1.50420539333589,NA
gene-LOC111103142,1.95505343522108,2.91681547239451
gene-LOC111103143,0.482578084602359,1.10517857620036
gene-LOC111103144,0.615261597434496,0.291655494635795
gene-LOC111103145,NA,NA
gene-LOC111103146,0.327881118564057,0.486811970667032
gene-LOC111103147,NA,NA
gene-LOC111103148,0.390005176479326,0.342304177269606
gene-LOC111103149,0.510128191363624,1.0165419464149
gene-LOC111103150,1.41712058772147,0.24324409218088
gene-LOC111103151,0.42578716391495,1.26723058783084
gene-LOC111103152,0.278040180085154,0.715236439437214
gene-LOC111103153,0.650157225976282,1.15248210821305
gene-LOC111103154,0.535895459396043,1.74277432084003
gene-LOC111103155,0.416206692777771,0.738077306303059
gene-LOC111103156,0.267679075297707,0.377327146981763
gene-LOC111103157,0.349369318564562,0.858719317738543
gene-LOC111103158,0.243499300519019,2.17361452042909
gene-LOC111103159,0.658039258221328,1.78002458519575
gene-LOC111103160,0.742434887333564,0.925396927650849
gene-LOC111103161,2.125,NA
gene-LOC111103162,0.408870689237958,1.48782108269623
gene-LOC111103163,0.626023743484673,0.755088096483081
gene-LOC111103164,0.732977025006245,2.21689020479119
gene-LOC111103165,0.611650979145513,1.14997533142656
gene-LOC111103166,0.779908888386987,0.803791979565467
gene-LOC111103167,0.254144723919704,0.440932420945319
gene-LOC111103168,0.598373137206152,2.00392389972049
gene-LOC111103169,0.550495291630826,2.33247366122632
gene-LOC111103170,1.06501435713555,0.423308018149995
gene-LOC111103171,0.4833816450663,0.438047132787559
gene-LOC111103172,1.21448197619089,1.43938366666808
gene-LOC111103173,0.703105179372063,NA
gene-LOC111103174,0.895725056698663,1.81916119995782
gene-LOC111103175,0.926260645804878,1.94299382332269
gene-LOC111103176,1.20877819055944,1.51509746478575
gene-LOC111103177,0.693417955296977,0.850704612906299
gene-LOC111103178,1.70579798519443,2.20922041214074
gene-LOC111103179,NA,1.29320880872686
gene-LOC111103180,0.794008404224329,1.01018597080196
gene-LOC111103181,0.556142584656518,0.564527617375313
gene-LOC111103182,0.648086292499549,1.48505839687945
gene-LOC111103183,1.06414239561158,NA
gene-LOC111103184,0.526940139314703,1.28118438906748
gene-LOC111103185,2.125,2.91681547239451
gene-LOC111103186,2.06026798715091,1.36489462420595
gene-LOC111103187,2.125,NA
gene-LOC111103188,0.500978971515319,0.63198128352367
gene-LOC111103189,0.962190903847857,0.636291035136018
gene-LOC111103190,0.983134210599777,0.797171329306546
gene-LOC111103191,0.490005668055659,0.576619486556098
gene-LOC111103192,0.585035456247145,2.39080650210101
gene-LOC111103193,0.390858880441856,0.535936539260738
gene-LOC111103194,0.621707066317118,0.914857972117853
gene-LOC111103195,0.412179191904331,1.09082318509261
gene-LOC111103196,NA,NA
gene-LOC111103197,1.0512422214352,0.750128049255217
gene-LOC111103198,0.662911002688134,0.694623690510122
gene-LOC111103199,0.597269086612822,0.823678698073559
gene-LOC111103200,0.61587634426262,2.77536054157082
gene-LOC111103201,1.02323744370077,1.9213644107462
gene-LOC111103202,1.98909182081107,1.93198580346084
gene-LOC111103203,0.860724989369853,0.524367461894768
gene-LOC111103204,0.289019508287186,0.3076786403582
gene-LOC111103205,1.3966631503405,1.47417259504381
gene-LOC111103206,0.809052081350182,1.40096688457293
gene-LOC111103207,0.590958600747353,1.30817429980399
gene-LOC111103208,0.708502084278897,1.37222789265551
gene-LOC111103209,1.22992448972275,0.776672279198424
gene-LOC111103210,0.751367896350905,0.896768448901255
gene-LOC111103211,0.893519768413223,2.03962420052101
gene-LOC111103212,0.407301008958342,0.773609662508116
gene-LOC111103213,0.51956972256885,0.488525614971897
gene-LOC111103214,0.786871808186317,1.10022560521883
gene-LOC111103215,1.00386043323343,1.15181830548594
gene-LOC111103216,1.48995153582831,0.982098675224552
gene-LOC111103217,0.688526462296079,0.418589324540034
gene-LOC111103218,0.728011663349615,0.566139308353317
gene-LOC111103219,NA,2.68884918292335
gene-LOC111103220,0.920193501494519,0.278979175456179
gene-LOC111103221,0.870666741001788,1.17827207299815
gene-LOC111103222,2.125,NA
gene-LOC111103223,0.543054642950725,0.449340086999971
gene-LOC111103224,0.316906078210323,0.483524014977137
gene-LOC111103225,0.376595037451024,0.341418637807229
gene-LOC111103226,0.198403830716603,0.300476301710368
gene-LOC111103227,0.580849155823538,0.826950589584508
gene-LOC111103228,0.758717824726576,0.333988464324502
gene-LOC111103229,0.583380504294058,0.590993094177692
gene-LOC111103230,0.489770104621934,1.55391103245663
gene-LOC111103231,0.427513407465114,0.678667748503271
gene-LOC111103232,0.491181994921026,0.78009258200473
gene-LOC111103233,2.125,2.91681547239451
gene-LOC111103234,1.01448785752524,0.236711020121325
gene-LOC111103235,0.13717183795216,0.305176646314049
gene-LOC111103236,0.966728109671634,1.75158048587086
gene-LOC111103237,0.818559406103082,2.91681547239451
gene-LOC111103238,0.440022386827084,1.07654531356513
gene-LOC111103239,0.568807995136362,1.30664634053421
gene-LOC111103240,1.01289808344636,1.66836415378202
gene-LOC111103241,2.125,NA
gene-LOC111103242,2.125,2.91681547239451
gene-LOC111103243,NA,NA
gene-LOC111103244,0.167085639570681,0.269230160454176
gene-LOC111103245,0.588395951868843,1.65371863253742
gene-LOC111103246,0.267854261168943,0.276087208774415
gene-LOC111103247,0.373953431678305,0.587934939871497
gene-LOC111103248,0.52699954057592,0.420887664424198
gene-LOC111103249,1.33011022749659,NA
gene-LOC111103250,1.10829427177051,0.253953997025981
gene-LOC111103251,1.07780927901336,2.13368752211827
gene-LOC111103252,1.11454149916906,2.13388190846646
gene-LOC111103253,1.18561577278994,1.73119544777414
gene-LOC111103254,0.91714616997598,NA
gene-LOC111103255,1.88481534440868,2.69942377369154
gene-LOC111103256,1.2032882060124,1.5625485664042
gene-LOC111103257,0.829334951699951,1.00497848182642
gene-LOC111103258,2.125,2.91681547239451
gene-LOC111103259,2.125,2.91681547239451
gene-LOC111103260,0.339330737712523,0.158620291531353
gene-LOC111103261,1.12198130396383,1.11807569508799
gene-LOC111103262,1.02955089498216,0.710204205826333
gene-LOC111103263,0.963956413293607,1.24163419168433
gene-LOC111103264,0.865246248549,0.90274061897945
gene-LOC111103265,0.504872214528979,1.67340581462944
gene-LOC111103266,1.19750703146469,2.1549615345475
gene-LOC111103267,2.125,NA
gene-LOC111103268,0.596314252909876,1.73447217853744
gene-LOC111103269,0.71714086296798,1.30082404733981
gene-LOC111103270,0.598305282061647,0.933113942318984
gene-LOC111103271,0.339799038986511,NA
gene-LOC111103272,0.161130589863224,0.422827442242046
gene-LOC111103273,0.189883702850328,0.313079127386838
gene-LOC111103274,0.553819940152972,1.05698557917905
gene-LOC111103275,1.68363644984438,0.68654352112025
gene-LOC111103276,0.891012541540318,1.90951723972662
gene-LOC111103277,0.131722459497674,0.39132728454156
gene-LOC111103278,0.94357609001606,2.91681547239451
gene-LOC111103279,0.323272893291654,0.55948667475053
gene-LOC111103280,NA,2.91681547239451
gene-LOC111103281,0.99363539153891,NA
gene-LOC111103282,1.41078194547575,1.49674866701704
gene-LOC111103283,1.23427766463443,NA
gene-LOC111103284,0.283807562819866,0.19683735792162
gene-LOC111103285,0.793670325374154,0.573757484043188
gene-LOC111103286,0.478288674341945,0.528955842808297
gene-LOC111103287,0.148585990880573,0.496010968699942
gene-LOC111103288,0.506565123547828,0.393201643907168
gene-LOC111103289,0.338409916631228,0.379000538934406
gene-LOC111103290,2.125,2.01944246786079
gene-LOC111103291,2.125,1.52024058928905
gene-LOC111103292,0.750456025434044,0.457902102105537
gene-LOC111103293,0.459520800939439,0.261820436029493
gene-LOC111103294,0.332741540116523,0.421973835120663
gene-LOC111103295,NA,NA
gene-LOC111103296,2.125,2.16523120935162
gene-LOC111103297,0.156630723075235,0.335691808832433
gene-LOC111103298,0.806019107769611,0.804443025827616
gene-LOC111103299,0.488848365434691,0.60843516040285
gene-LOC111103300,NA,NA
gene-LOC111103301,1.89834454366757,2.91681547239451
gene-LOC111103302,2.125,NA
gene-LOC111103303,1.45201130031364,1.99172913983411
gene-LOC111103304,0.373243860902053,0.678323895339837
gene-LOC111103305,1.38476270698468,0.601856421088694
gene-LOC111103306,0.368867509768042,0.889300624808808
gene-LOC111103307,0.534216203867928,0.347556743560114
gene-LOC111103308,NA,NA
gene-LOC111103309,0.116529397347486,0.41268423030078
gene-LOC111103310,0.316954028860994,0.352778481735232
gene-LOC111103311,0.237044813510831,0.652054659308173
gene-LOC111103312,0.330380257961243,0.504310590607826
gene-LOC111103313,0.472826897794255,0.366261741206105
gene-LOC111103314,0.438943333994526,0.274204292258356
gene-LOC111103315,0.164218373553812,0.705455984121118
gene-LOC111103316,0.85449334928633,1.13691228329058
gene-LOC111103317,0.865740492348478,1.11601288724268
gene-LOC111103318,0.733871837989265,1.76758649986652
gene-LOC111103319,1.49092353765069,NA
gene-LOC111103320,0.504763019246949,0.468427897280958
gene-LOC111103321,0.785287329087304,1.39807596261786
gene-LOC111103322,0.412813101076585,0.275277272045316
gene-LOC111103323,0.592489987499988,0.632792145419469
gene-LOC111103324,2.125,NA
gene-LOC111103325,0.262067760367924,0.244468803618725
gene-LOC111103326,0.322726238304571,0.199176442234635
gene-LOC111103327,1.31517074344971,2.91681547239451
gene-LOC111103328,0.834976264618332,2.40456421805116
gene-LOC111103329,0.368699377782964,2.56032298278464
gene-LOC111103330,0.544791886165762,1.59945335491909
gene-LOC111103331,0.88309485183532,2.69388867352287
gene-LOC111103332,0.538623864751078,1.06288882627995
gene-LOC111103333,1.0078728005475,2.47600583530714
gene-LOC111103334,0.650957574747425,1.93086159907826
gene-LOC111103335,1.69243284460852,2.91681547239451
gene-LOC111103336,1.22857474095645,NA
gene-LOC111103337,0.215366149985788,0.249228501393194
gene-LOC111103338,0.441035882271807,0.257338510961592
gene-LOC111103339,0.207740463135131,0.482453102268636
gene-LOC111103340,0.578131728326565,0.469023252769113
gene-LOC111103341,2.125,2.91681547239451
gene-LOC111103342,0.528121198484716,0.557235744933309
gene-LOC111103343,0.434113400504863,0.727797953735173
gene-LOC111103344,0.49317753064927,0.338319782622171
gene-LOC111103345,0.481444849581072,0.406575119493221
gene-LOC111103346,0.346836527938398,0.307745561227198
gene-LOC111103347,0.421918914866694,0.974458654620419
gene-LOC111103348,0.437188809651995,0.28701355525812
gene-LOC111103349,0.2862297158401,0.222843263349896
gene-LOC111103350,2.125,2.91681547239451
gene-LOC111103351,0.26536095590227,0.478375378140593
gene-LOC111103352,0.739830933005561,0.911205976991414
gene-LOC111103353,2.125,1.45488481232414
gene-LOC111103354,0.320072278209145,0.378259968488897
gene-LOC111103355,0.750393609028285,1.05262140748923
gene-LOC111103356,0.420754899128118,0.252370676587755
gene-LOC111103357,0.573256463089026,0.85234093951872
gene-LOC111103358,0.368238535056699,0.93429638192935
gene-LOC111103359,0.596531671651118,0.778100683454647
gene-LOC111103360,0.769481474364844,0.699858086974219
gene-LOC111103361,1.63632736201926,2.01155722693331
gene-LOC111103362,0.673556399646295,0.561450365381896
gene-LOC111103363,0.488781279661166,1.18285810649889
gene-LOC111103364,0.345548395354339,0.744319799165995
gene-LOC111103365,NA,NA
gene-LOC111103366,0.365972078767066,0.974033655986717
gene-LOC111103367,0.159923220595906,0.150704949995767
gene-LOC111103368,2.125,NA
gene-LOC111103369,2.125,NA
gene-LOC111103370,0.131162693983864,0.244018448732656
gene-LOC111103371,2.125,0.989449096089831
gene-LOC111103372,0.123083329838122,0.384361035129188
gene-LOC111103373,0.294503016966421,0.566370907392405
gene-LOC111103374,0.151559859590686,0.296350148953368
gene-LOC111103375,1.28975883198659,0.292495960361813
gene-LOC111103376,1.31776547083453,1.60184610557362
gene-LOC111103377,0.427208370754859,0.22562541484144
gene-LOC111103378,0.955415408066706,0.309023514121189
gene-LOC111103379,0.297460445420687,0.508094579044198
gene-LOC111103380,0.857219671061689,0.801269585207565
gene-LOC111103381,1.01711954477325,0.686007789598855
gene-LOC111103382,0.644121921765241,1.34216413984889
gene-LOC111103383,1.53557859336223,1.34844659502392
gene-LOC111103384,1.24306967260982,2.91681547239451
gene-LOC111103385,NA,2.91681547239451
gene-LOC111103386,NA,2.91681547239451
gene-LOC111103387,0.420896509194437,0.207243325287569
gene-LOC111103388,0.42193516167819,0.490298807928173
gene-LOC111103389,0.153232354631034,0.129099944469979
gene-LOC111103390,0.360651743682515,0.252433156746119
gene-LOC111103391,0.55662496344248,1.09550515603514
gene-LOC111103392,0.726924826001452,0.656567343592288
gene-LOC111103393,0.270159632490217,0.240772895943295
gene-LOC111103394,0.706777739137135,0.267394571659721
gene-LOC111103395,1.2486959366478,0.225698533299061
gene-LOC111103396,0.140861884682745,0.297837294587588
gene-LOC111103397,0.173790294616469,1.24670087155594
gene-LOC111103398,0.765777089361039,0.469554084767744
gene-LOC111103399,0.104342453955852,0.313479426458692
gene-LOC111103400,0.326920959886938,0.195399087345328
gene-LOC111103401,0.433349965623981,2.45556392697559
gene-LOC111103402,0.587846307256524,0.698478556559366
gene-LOC111103403,0.286459482522104,0.513233885272352
gene-LOC111103404,0.681595827165678,0.345666581524796
gene-LOC111103405,0.769560122340706,0.870995191775379
gene-LOC111103406,1.51607454024043,1.23756912320345
gene-LOC111103407,0.515459917523637,0.241614572474488
gene-LOC111103408,1.04866575262409,1.25524060298725
gene-LOC111103409,0.595651787057308,0.93431651237119
gene-LOC111103410,1.41086639028858,2.13107751349361
gene-LOC111103411,0.493193612741658,0.281771112729787
gene-LOC111103412,1.75546701584019,0.451264656621715
gene-LOC111103413,2.125,2.91681547239451
gene-LOC111103414,0.835280565132623,0.298026479260528
gene-LOC111103415,0.736973092785513,0.580670340790417
gene-LOC111103416,0.757420458259832,0.510545412013669
gene-LOC111103417,1.08108035856173,1.98083626284869
gene-LOC111103418,0.348281400522245,0.414378546423706
gene-LOC111103419,0.481851207790425,1.45671145828262
gene-LOC111103420,0.271094621847791,0.333160422548159
gene-LOC111103421,0.972574082737685,0.311101829584796
gene-LOC111103422,0.370842363533259,0.128322600010108
gene-LOC111103423,0.744560395348224,0.551801399442362
gene-LOC111103424,0.895234763213047,0.60929665353084
gene-LOC111103425,2.125,2.14494518752289
gene-LOC111103426,NA,2.91681547239451
gene-LOC111103427,0.105461220247739,0.899357494558202
gene-LOC111103428,0.729900395474785,0.973864168346012
gene-LOC111103429,0.407627787846658,0.141602567608975
gene-LOC111103430,0.255528522889957,0.908098998048068
gene-LOC111103431,0.625123250216786,0.459597032768301
gene-LOC111103432,1.25656380063315,NA
gene-LOC111103433,NA,NA
gene-LOC111103434,0.652083487293944,0.217368274007302
gene-LOC111103435,1.3195662314805,NA
gene-LOC111103436,0.441021937319757,0.29331026680546
gene-LOC111103437,0.536374801295464,0.838088749188588
gene-LOC111103438,1.04500792939705,1.30600257786016
gene-LOC111103439,0.465673397969323,0.265813365268927
gene-LOC111103440,1.36642676766497,NA
gene-LOC111103441,0.429294088313467,0.561686446419888
gene-LOC111103442,1.79738260198011,0.996088606207293
gene-LOC111103443,1.26971437772169,0.959015244645201
gene-LOC111103444,0.440152695638319,0.347093898673533
gene-LOC111103445,0.118869697066563,0.323061649304328
gene-LOC111103446,0.795189238763148,NA
gene-LOC111103447,1.14997618111212,2.52813595420697
gene-LOC111103448,0.419137883249119,0.18131801639622
gene-LOC111103449,0.392885011832206,0.774813771168532
gene-LOC111103450,0.383775963837944,0.475829511355801
gene-LOC111103451,0.329729271475914,0.348355653748813
gene-LOC111103452,0.181757253452686,0.333259628923298
gene-LOC111103453,0.24543051542505,0.114631960511855
gene-LOC111103454,2.125,2.91681547239451
gene-LOC111103455,1.37631359581532,0.732482425849012
gene-LOC111103456,2.125,NA
gene-LOC111103457,0.641481502550152,0.778347395066757
gene-LOC111103458,NA,2.91681547239451
gene-LOC111103459,0.500072681689221,0.503737938169682
gene-LOC111103460,NA,2.08122494538577
gene-LOC111103461,0.587094694402191,1.29119876379025
gene-LOC111103462,NA,2.91681547239451
gene-LOC111103463,0.386273910713812,0.758035199285036
gene-LOC111103464,1.06905882048862,1.32825333060211
gene-LOC111103465,0.404603830700453,0.612512414926853
gene-LOC111103466,0.466122909065269,0.283690240790687
gene-LOC111103467,0.525486214209998,0.977227678173271
gene-LOC111103468,1.24012277127751,2.04423450664946
gene-LOC111103469,0.576135105881247,1.85816470198592
gene-LOC111103470,0.722048076405273,2.91681547239451
gene-LOC111103471,0.86912744193528,1.91110259683933
gene-LOC111103472,0.734764524983322,1.91355511586519
gene-LOC111103473,1.09003327383765,2.11706904298238
gene-LOC111103474,1.1769040320193,0.306191999806998
gene-LOC111103475,1.24524006957178,1.52342971492768
gene-LOC111103476,0.979714283608385,2.32699665950242
gene-LOC111103477,1.02837676203817,NA
gene-LOC111103478,NA,NA
gene-LOC111103479,0.0759360727197056,0.47353991300622
gene-LOC111103480,0.245557545182996,0.386259033958254
gene-LOC111103481,0.730436526736185,0.973947876693275
gene-LOC111103482,0.281434330502163,0.379967736323629
gene-LOC111103483,2.125,2.91681547239451
gene-LOC111103484,0.179527137419566,0.238667783460141
gene-LOC111103485,0.185220800879651,0.32618562696297
gene-LOC111103486,0.351785764398142,0.672551915853378
gene-LOC111103487,1.09920007722956,2.07271999851609
gene-LOC111103488,0.770036951524075,1.95425943980198
gene-LOC111103489,0.373860335514538,0.182536980825287
gene-LOC111103490,0.235877784888622,0.603219650566871
gene-LOC111103491,0.531903352218166,1.05941058433653
gene-LOC111103492,0.359460400870103,0.592278124893192
gene-LOC111103493,0.566345484529652,0.705473480963176
gene-LOC111103494,0.504852121877022,0.81060030858301
gene-LOC111103495,0.423218498640161,0.455942437692035
gene-LOC111103496,1.227926198524,0.380398777096741
gene-LOC111103497,0.379391900231929,0.300117313940447
gene-LOC111103498,0.495330939275086,0.418216177750188
gene-LOC111103499,0.206656882713069,0.230477214363976
gene-LOC111103500,0.415433056987006,0.35258419565034
gene-LOC111103501,0.799582045279503,1.38588879602163
gene-LOC111103502,0.272173735463162,0.253126364381943
gene-LOC111103503,0.739968836974453,0.408958456184716
gene-LOC111103504,0.897727946906979,NA
gene-LOC111103505,NA,NA
gene-LOC111103506,2.125,NA
gene-LOC111103507,2.125,1.99326279756437
gene-LOC111103508,0.575266523745463,1.58897106623881
gene-LOC111103509,0.212982940754011,0.298537703913664
gene-LOC111103510,0.504237108084654,0.498534544310976
gene-LOC111103511,1.43601371868752,1.43870389602548
gene-LOC111103512,0.386397574936757,0.36697011588623
gene-LOC111103513,0.519770632064477,0.361864954092341
gene-LOC111103514,0.101403918544602,0.356975124508221
gene-LOC111103515,0.545030303267692,0.422068224509155
gene-LOC111103516,0.322918492537279,0.320871488021903
gene-LOC111103517,0.507158869761324,1.09997442574776
gene-LOC111103518,0.99169618666317,0.286503978286312
gene-LOC111103519,0.641023813600911,0.837586978088849
gene-LOC111103520,0.436345252647683,1.46732878700527
gene-LOC111103521,0.547289882122686,1.21057555200939
gene-LOC111103522,0.537911684143188,1.74799296162788
gene-LOC111103523,0.713788747896371,NA
gene-LOC111103524,0.79970575973661,2.91681547239451
gene-LOC111103525,1.73134619356891,1.49321376658756
gene-LOC111103526,0.995534370066799,0.692653869925235
gene-LOC111103527,0.908514774878596,0.65674615167242
gene-LOC111103528,1.39952728205862,2.53117246217692
gene-LOC111103529,0.427794623301614,0.827429501518512
gene-LOC111103530,0.711123954105046,0.540505891499858
gene-LOC111103531,1.77321101270429,1.00017073675189
gene-LOC111103532,2.125,2.91681547239451
gene-LOC111103533,1.29256242120333,2.91681547239451
gene-LOC111103534,0.423324841528834,0.289764230837388
gene-LOC111103535,0.261726795310212,0.548672451177681
gene-LOC111103536,NA,1.92816388231813
gene-LOC111103537,1.42139167600349,2.91681547239451
gene-LOC111103538,0.836971590136756,1.06920670786684
gene-LOC111103539,0.654375432635118,0.186201646981326
gene-LOC111103540,0.383187530842381,2.91681547239451
gene-LOC111103541,2.125,2.41975773895114
gene-LOC111103542,0.541356525056212,1.78937146721264
gene-LOC111103543,2.125,2.17733634106304
gene-LOC111103544,1.2597293799146,2.48511834559915
gene-LOC111103545,0.633465586845243,2.0320826229608
gene-LOC111103546,0.790353648622576,2.16923132712326
gene-LOC111103547,1.02870655678156,2.37669013628397
gene-LOC111103548,0.305608607987624,1.99880063706671
gene-LOC111103549,1.50334228543421,2.40833713669121
gene-LOC111103550,1.23060274794086,2.91681547239451
gene-LOC111103551,1.55197405529434,NA
gene-LOC111103552,0.212025352758903,0.296103549109718
gene-LOC111103553,1.30820856068935,2.91681547239451
gene-LOC111103554,0.72432394633842,0.788592283102739
gene-LOC111103555,0.286529644018513,0.307662925943086
gene-LOC111103556,0.207795163376424,0.939043079032718
gene-LOC111103557,0.386881599841135,0.258468251237724
gene-LOC111103558,0.0963062265882625,0.32870536682555
gene-LOC111103559,0.517965333820105,0.768728601854631
gene-LOC111103560,0.83851438377729,0.331539136340729
gene-LOC111103561,0.498006091346618,1.26161350405857
gene-LOC111103562,0.344866778713275,1.15665752078298
gene-LOC111103563,0.533066713989638,0.406185406476435
gene-LOC111103564,0.223278407194815,0.437168367863655
gene-LOC111103565,NA,2.56811966760317
gene-LOC111103566,NA,1.9098077051089
gene-LOC111103567,0.242764711807465,0.208843114738885
gene-LOC111103568,0.333667280844146,0.183372239154751
gene-LOC111103569,2.125,2.91681547239451
gene-LOC111103570,1.21051502976245,0.662713913085091
gene-LOC111103571,0.54520075919186,0.690294383054339
gene-LOC111103572,1.59402898134518,1.8556416386071
gene-LOC111103573,0.726637415340932,1.35189661081623
gene-LOC111103574,2.00044480661466,1.50013878234157
gene-LOC111103575,NA,2.91681547239451
gene-LOC111103576,NA,NA
gene-LOC111103577,1.48973009113483,2.91681547239451
gene-LOC111103578,0.232014759922709,0.438452022796464
gene-LOC111103579,0.15719300676156,0.623147374298952
gene-LOC111103580,0.288783876256884,0.904784582205799
gene-LOC111103581,0.475263256359073,0.72236408894447
gene-LOC111103582,0.566196260873644,0.971926430614997
gene-LOC111103583,0.917323586592174,0.911704576876617
gene-LOC111103584,0.226196123146092,0.317804256066487
gene-LOC111103585,0.176334869817157,1.57389063891049
gene-LOC111103586,2.125,NA
gene-LOC111103587,0.19408267625727,0.373318898575581
gene-LOC111103588,0.570533285565938,0.988912852451535
gene-LOC111103589,0.220433181786044,0.252032499969596
gene-LOC111103590,0.331561443239449,0.513150663886917
gene-LOC111103591,2.125,2.91681547239451
gene-LOC111103592,0.307706987091214,0.444242399300721
gene-LOC111103593,0.326672522136709,0.499677759527812
gene-LOC111103594,1.30082306240995,0.149688885042342
gene-LOC111103595,0.46320305794085,1.97534962561245
gene-LOC111103596,0.283995325309668,0.242669509589573
gene-LOC111103597,1.79018710386936,2.91681547239451
gene-LOC111103598,0.534569546423696,1.70259420348265
gene-LOC111103599,0.603543410565381,0.507840567460327
gene-LOC111103600,2.125,2.91681547239451
gene-LOC111103601,0.506735005884673,0.995543397968059
gene-LOC111103602,0.663590166064389,0.844893307968019
gene-LOC111103603,0.530674113313867,0.583886725879163
gene-LOC111103604,1.6342034962557,0.832862783538949
gene-LOC111103605,0.450819549420969,0.222999835784369
gene-LOC111103606,1.69739150960321,1.58518395152039
gene-LOC111103607,0.528110504686813,1.40322913172628
gene-LOC111103608,0.227523473379134,1.21021214737407
gene-LOC111103609,0.516065815876806,0.745138187266492
gene-LOC111103610,0.470002118412677,1.61530347151246
gene-LOC111103611,0.0696952714643191,0.153490117805707
gene-LOC111103612,0.335523791552252,0.661011605761733
gene-LOC111103613,0.374558362555224,1.74186076525336
gene-LOC111103614,0.952446488893135,0.286519123248232
gene-LOC111103615,0.455641166347022,1.64294376522384
gene-LOC111103616,0.980753900127502,1.18165429572511
gene-LOC111103617,0.489764579123921,1.68640536112647
gene-LOC111103618,1.31911718932329,0.241642245151021
gene-LOC111103619,0.557143916047531,0.775334383403202
gene-LOC111103620,0.239414376523421,0.209028682410274
gene-LOC111103621,0.755539561948054,1.32915370026744
gene-LOC111103622,0.530401152716254,0.947884458225842
gene-LOC111103623,0.17142846967887,0.260904331020383
gene-LOC111103624,0.278936934245569,0.997928112041418
gene-LOC111103625,0.347207179904818,0.405511488545298
gene-LOC111103626,0.662259873942566,0.524515819878447
gene-LOC111103627,2.125,2.18070125465433
gene-LOC111103628,0.721022689371623,0.491160908434453
gene-LOC111103629,0.296272075370872,0.452463620570017
gene-LOC111103630,0.774324433774481,0.38823826172465
gene-LOC111103631,NA,2.42712593551467
gene-LOC111103632,0.247235020032445,1.24993629472343
gene-LOC111103633,0.578360385653669,1.14649818904118
gene-LOC111103634,NA,1.98848916542112
gene-LOC111103635,0.121651916244254,0.284977543843092
gene-LOC111103636,0.648283991157756,0.696123234310828
gene-LOC111103637,0.566543586865709,0.616531142090136
gene-LOC111103638,0.454407966157539,1.08593048835701
gene-LOC111103639,NA,NA
gene-LOC111103640,NA,NA
gene-LOC111103641,0.941334863363841,0.64718750533059
gene-LOC111103642,0.144181906730574,1.44150243650151
gene-LOC111103643,1.21571253788591,NA
gene-LOC111103644,0.617753079936332,0.468797073723266
gene-LOC111103645,1.4542722170864,0.592060054133163
gene-LOC111103646,0.40391034451196,0.832814011349236
gene-LOC111103647,0.298102610482405,0.181303228804192
gene-LOC111103648,0.978444868767589,1.64720837387447
gene-LOC111103649,0.865668343343593,1.2853198484558
gene-LOC111103650,1.2570249485809,2.0304401964031
gene-LOC111103651,0.702704803406477,0.923492348584025
gene-LOC111103652,0.529747579874584,0.673560437700124
gene-LOC111103653,0.571783145523112,0.870179278736816
gene-LOC111103654,1.7386160067024,1.39483489063546
gene-LOC111103655,0.380775599774324,0.215073786194444
gene-LOC111103656,0.429259127573781,0.644161695664554
gene-LOC111103657,1.72646411773665,1.81418095616418
gene-LOC111103658,1.01918531707487,0.90970092359085
gene-LOC111103659,0.191588574461857,0.342568033959778
gene-LOC111103660,0.603473220255742,1.1388305552204
gene-LOC111103661,0.809448817056827,0.581989629469565
gene-LOC111103662,0.415209024997384,0.50938194097442
gene-LOC111103663,0.406996227800566,0.468755992072734
gene-LOC111103664,2.125,1.72614129818638
gene-LOC111103665,1.08058624064281,2.91681547239451
gene-LOC111103666,0.651789431952789,0.632325321120902
gene-LOC111103667,0.10249182026925,0.231432587398584
gene-LOC111103668,0.798145434988161,0.217083972062519
gene-LOC111103669,0.961027258712256,1.95019855836667
gene-LOC111103670,1.85941493941557,2.91681547239451
gene-LOC111103671,0.589373759807909,1.06767670947295
gene-LOC111103672,0.408348069962811,2.15970526390821
gene-LOC111103673,0.354415865263255,1.07136513210091
gene-LOC111103674,NA,2.91681547239451
gene-LOC111103675,1.27664966969059,2.91681547239451
gene-LOC111103676,0.420593367561937,0.347465843257794
gene-LOC111103677,0.459460720160572,0.694747717734821
gene-LOC111103678,2.125,NA
gene-LOC111103679,2.125,NA
gene-LOC111103680,0.775077934869961,0.81772938270571
gene-LOC111103681,0.41622642912093,0.505745587040866
gene-LOC111103682,0.577266021331875,0.722644751404841
gene-LOC111103683,0.489873009034421,0.663068567199137
gene-LOC111103684,0.272498577462162,0.489871324203953
gene-LOC111103685,0.369841408630266,2.55084486724862
gene-LOC111103686,2.125,1.91709631930843
gene-LOC111103687,0.589900453239572,0.474701632063114
gene-LOC111103688,0.628774280975512,2.15542821802826
gene-LOC111103689,0.93490536374673,2.91681547239451
gene-LOC111103690,0.582455020368698,0.638203492639526
gene-LOC111103691,0.511282332202291,0.51882649237603
gene-LOC111103692,0.670867458980902,0.406087319290976
gene-LOC111103693,0.699953288772071,1.29798269453461
gene-LOC111103694,1.19655254979039,NA
