FPKM.S13M,FPKM.S16F,FPKM.S19F,FPKM.S39F,FPKM.S44F,FPKM.S52F,FPKM.S53F,FPKM.S54F,FPKM.S64M,FPKM.S6M,FPKM.S76F,FPKM.S7M,controls_sum_transcript_counts,controls_median_transcript_counts,controls_mean_transcript_counts,controls_max_transcript_counts,controls_min_transcript_counts,controls_std_dev_transcript_counts
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
2,2,2,2,2,2,2,2,2,2,2,2,24,2,3.57142857142857,24,2,7.28142895887018
1,0,1,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,2,2,1,1,1,1,1,1,14,1,2.07142857142857,14,1,4.26785494532484
1,0,0,0,0,1,0,1,0,1,0,1,5,0,0.714285714285714,5,0,1.60047636966121
2,4,3,4,4,4,4,3,4,2,4,2,40,4,6,40,2,12.1785129006208
2,2,1,2,2,2,1,1,2,2,2,2,21,2,3.14285714285714,21,1,6.39657067861981
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,0,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,0,0,1,1,0,1,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,0,0,1,1,0,1,1,0,1,8,1,1.21428571428571,8,0,2.4755254574567
1,1,0,1,1,2,2,0,1,1,0,1,11,1,1.64285714285714,11,0,3.40925933593909
1,1,0,0,1,1,0,0,1,1,1,1,8,1,1.21428571428571,8,0,2.4755254574567
1,2,2,1,1,1,1,1,1,1,2,1,15,1,2.21428571428571,15,1,4.57868548213324
1,1,1,1,2,1,1,2,2,2,1,1,16,1,2.35714285714286,16,1,4.88815482805621
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,2,2,1,1,2,2,3,2,19,2,2.85714285714286,19,1,5.79736093041506
1,1,0,0,1,1,2,1,1,1,2,0,11,1,1.64285714285714,11,0,3.40925933593909
1,0,0,0,1,0,0,0,1,1,0,0,4,0,0.571428571428571,4,0,1.29975988178591
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
4,8,5,2,4,3,5,7,2,3,3,5,51,4,7.57142857142857,51,2,15.616910871298
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,1,1,1,0,1,0,0,1,1,7,1,1.07142857142857,7,0,2.17710723630402
1,1,2,2,2,1,2,2,1,1,2,2,19,2,2.85714285714286,19,1,5.78657012033061
2,4,4,3,3,4,4,4,3,4,2,3,40,4,6,40,2,12.1733798293895
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,2,1,1,2,1,1,1,14,1,2.07142857142857,14,1,4.26785494532484
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,2,0,1,1,3,1,1,1,1,1,2,15,1,2.21428571428571,15,0,4.63789327406406
1,0,0,0,0,0,0,0,0,1,0,2,4,0,0.571428571428571,4,0,1.34698765781284
1,1,0,0,1,1,0,1,1,1,0,1,8,1,1.21428571428571,8,0,2.4755254574567
0,0,1,0,1,1,0,1,1,1,1,1,8,1,1.21428571428571,8,0,2.4755254574567
2,2,2,2,2,2,2,1,1,1,2,1,20,2,3,20,1,6.0918219046232
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,1,1,1,0,0,1,1,0,1,7,1,1.07142857142857,7,0,2.17710723630402
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,2,2,2,1,2,2,2,1,1,2,1,19,2,2.85714285714286,19,1,5.78657012033061
0,4,1,4,0,9,4,1,1,0,0,0,24,1,3.5,24,0,7.71767452021657
1,0,0,1,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,0,1,1,1,1,0,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
3,0,1,0,1,1,0,1,2,2,0,1,12,1,1.78571428571429,12,0,3.7558178160005
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,2,2,2,1,2,2,1,2,2,2,2,21,2,3.14285714285714,21,1,6.39657067861981
1,1,0,1,0,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,0,0,0,0,1,1,1,1,1,0,1,7,1,1.07142857142857,7,0,2.17710723630402
1,0,0,0,1,1,0,1,1,1,0,1,7,1,1.07142857142857,7,0,2.17710723630402
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
2,3,1,1,2,5,2,3,1,2,1,2,25,2,3.71428571428571,25,1,7.6771495654429
0,0,0,0,0,1,0,1,0,1,0,0,3,0,0.428571428571429,3,0,0.998573412195527
1,0,0,0,0,0,0,0,0,1,0,1,3,0,0.428571428571429,3,0,0.998573412195527
2,1,1,1,1,2,1,2,1,2,2,1,17,1,2.5,17,1,5.19650617921197
2,2,0,0,1,0,1,1,2,3,0,2,14,1,2.07142857142857,14,0,4.37174677536876
1,1,1,0,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,1,1,0,1,1,1,1,1,8,1,1.21428571428571,8,0,2.4755254574567
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,1,1,1,1,0,0,1,0,1,1,1,8,1,1.21428571428571,8,0,2.4755254574567
1,1,2,1,1,1,1,2,1,1,2,1,15,1,2.21428571428571,15,1,4.57868548213324
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,2,1,1,1,1,1,1,1,13,1,1.92857142857143,13,1,3.95534232313175
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,2,1,2,1,1,2,1,15,1,2.21428571428571,15,1,4.57868548213324
1,2,1,1,1,1,1,2,2,1,1,1,15,1,2.21428571428571,15,1,4.57868548213324
1,2,1,2,1,2,1,1,2,1,1,1,16,1,2.35714285714286,16,1,4.88815482805621
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,0,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,0,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,1,3,1,1,1,4,1,0,1,1,1,15,1,2.21428571428571,15,0,4.6914873997069
1,2,2,2,2,2,2,2,2,1,2,1,21,2,3.14285714285714,21,1,6.39657067861981
1,1,2,1,2,2,1,1,2,2,1,2,18,2,2.71428571428571,18,1,5.48073128023501
2,4,3,3,4,3,4,4,2,1,3,2,35,3,5.21428571428571,35,1,10.7029246488245
2,5,4,5,4,4,5,5,3,3,5,2,47,4,7,47,2,14.3416813355133
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
2,2,2,1,2,2,1,1,1,2,1,1,18,2,2.71428571428571,18,1,5.48073128023501
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,1,1,1,0,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,0,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
2,1,2,2,2,2,2,2,1,1,2,1,20,2,3,20,1,6.0918219046232
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,0,1,11,1,1.64285714285714,11,0,3.37239517549291
0,1,0,0,1,1,1,1,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,0,1,1,1,0,1,1,1,0,1,9,1,1.35714285714286,9,0,2.77427082878593
1,2,2,1,3,3,1,0,2,1,1,2,19,2,2.85714285714286,19,0,5.85281147491224
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,2,2,1,1,2,2,2,1,2,2,2,20,2,3,20,1,6.0918219046232
2,1,1,1,1,1,0,1,1,1,1,1,12,1,1.78571428571429,12,0,3.68865388278526
1,0,1,0,1,0,1,1,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,0,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
2,1,2,1,1,1,0,1,2,1,2,1,15,1,2.21428571428571,15,0,4.624397692847
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
2,2,1,1,2,2,2,2,2,2,2,1,21,2,3.14285714285714,21,1,6.39657067861981
1,0,1,1,1,1,0,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,0,1,1,2,1,2,2,1,2,15,1,2.21428571428571,15,0,4.624397692847
1,1,0,1,1,1,1,0,1,1,0,1,9,1,1.35714285714286,9,0,2.77427082878593
1,0,3,1,0,1,0,1,1,2,1,2,13,1,1.92857142857143,13,0,4.048976127748
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,0,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,0,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,0,0,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,0,0,0,0,1,0,1,1,1,1,1,7,1,1.07142857142857,7,0,2.17710723630402
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,1,1,1,1,0,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
2,2,1,0,1,2,0,1,2,2,1,1,15,1,2.21428571428571,15,0,4.63789327406406
1,1,1,0,1,1,0,0,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,0,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,0,1,1,0,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,0,0,0,1,0,0,1,1,0,1,4,0,0.571428571428571,4,0,1.29975988178591
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,1,0,1,0,0,0,1,0,1,5,0,0.714285714285714,5,0,1.60047636966121
1,1,0,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,0,1,1,0,1,0,1,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,1,0,1,0,0,1,1,0,1,8,1,1.21428571428571,8,0,2.4755254574567
1,0,1,0,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
2,2,2,2,2,2,2,2,1,2,1,2,22,2,3.28571428571429,22,1,6.70088507171237
1,0,0,1,1,1,0,1,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,2,1,1,1,2,1,1,1,1,0,1,13,1,1.92857142857143,13,0,4.00240024024
1,1,1,0,1,1,0,1,1,0,1,1,9,1,1.35714285714286,9,0,2.77427082878593
2,1,0,0,2,3,0,1,3,2,1,2,17,2,2.57142857142857,17,0,5.26755625119883
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,3,3,2,3,3,3,2,3,3,2,29,3,4.35714285714286,29,1,8.84979957857987
0,1,1,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
2,5,3,5,2,5,4,2,1,1,1,3,34,3,5.07142857142857,34,1,10.4463558497792
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
2,1,0,2,2,2,1,2,1,1,2,2,18,2,2.71428571428571,18,0,5.52596729322662
1,1,1,1,1,1,1,1,1,1,0,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,0,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,2,1,2,2,3,1,1,1,1,17,1,2.5,17,1,5.20851960451223
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,1,1,1,0,0,1,1,0,1,7,1,1.07142857142857,7,0,2.17710723630402
1,0,0,1,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
2,1,2,2,1,3,1,2,2,3,2,2,23,2,3.42857142857143,23,1,7.0226438761199
2,2,1,2,2,2,2,1,2,1,1,1,19,2,2.85714285714286,19,1,5.78657012033061
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,1,0,1,0,1,0,1,0,0,6,1,0.928571428571429,6,0,1.87917202911442
1,0,0,0,0,1,1,1,0,1,0,0,5,0,0.714285714285714,5,0,1.60047636966121
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,0,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,0,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,0,0,1,1,0,1,1,0,1,1,8,1,1.21428571428571,8,0,2.4755254574567
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,0,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,0,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
0,1,1,1,0,1,0,1,0,1,0,0,6,1,0.928571428571429,6,0,1.87917202911442
1,3,3,2,3,2,3,3,2,1,2,1,26,2,3.85714285714286,26,1,7.9541849125507
1,1,1,1,2,1,1,1,1,2,1,1,14,1,2.07142857142857,14,1,4.26785494532484
1,2,1,2,2,1,2,2,1,1,2,1,18,2,2.71428571428571,18,1,5.48073128023501
1,1,1,2,3,2,3,1,1,1,1,1,18,1,2.64285714285714,18,1,5.52659183284914
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,0,1,1,0,0,1,1,0,1,7,1,1.07142857142857,7,0,2.17710723630402
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,1,1,1,0,1,1,2,1,1,11,1,1.64285714285714,11,0,3.39087735249859
1,2,2,2,2,2,1,2,2,1,1,1,19,2,2.85714285714286,19,1,5.78657012033061
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,0,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,0,1,1,0,1,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,0,1,1,0,1,0,1,2,1,1,2,11,1,1.64285714285714,11,0,3.40925933593909
1,1,1,0,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,0,0,0,0,0,0,1,0,0,3,0,0.428571428571429,3,0,0.998573412195527
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
2,1,1,1,1,1,1,2,1,2,1,1,15,1,2.21428571428571,15,1,4.57868548213324
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,4,4,3,2,1,4,2,3,2,4,1,31,3,4.64285714285714,31,1,9.49616479734547
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,0,0,1,0,0,1,1,0,1,6,1,0.928571428571429,6,0,1.87917202911442
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
3,4,1,3,4,2,3,2,1,4,5,3,35,3,5.21428571428571,35,1,10.7204289111218
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,3,4,6,3,5,5,4,2,2,4,2,41,4,6.14285714285714,41,1,12.5579807752863
1,0,0,0,1,1,1,1,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,1,1,1,1,1,1,1,0,1,9,1,1.35714285714286,9,0,2.77427082878593
4,1,2,3,2,4,2,2,4,4,3,4,35,3,5.21428571428571,35,1,10.708762582036
1,1,3,2,1,1,2,3,1,1,2,1,19,1,2.78571428571429,19,1,5.83203910069444
3,5,5,5,5,5,5,5,3,4,5,4,54,5,8.07142857142857,54,3,16.4238529943151
1,0,0,0,1,1,0,1,1,1,0,1,7,1,1.07142857142857,7,0,2.17710723630402
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,0,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
0,1,0,0,0,1,0,0,1,1,1,1,6,1,0.928571428571429,6,0,1.87917202911442
1,0,1,0,0,0,1,1,1,1,0,1,7,1,1.07142857142857,7,0,2.17710723630402
2,0,0,0,2,0,1,1,2,3,1,2,14,1,2.07142857142857,14,0,4.37174677536876
0,0,0,0,0,0,0,1,1,0,0,1,3,0,0.428571428571429,3,0,0.998573412195527
1,0,1,1,1,1,0,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,0,11,1,1.64285714285714,11,0,3.37239517549291
2,0,1,1,1,2,1,1,1,2,1,2,15,1,2.21428571428571,15,0,4.624397692847
1,1,1,1,1,1,0,0,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,1,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,0,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,0,0,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,0,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,1,1,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
0,1,0,1,0,1,1,1,1,1,1,0,8,1,1.21428571428571,8,0,2.4755254574567
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,1,1,0,1,1,1,1,1,8,1,1.21428571428571,8,0,2.4755254574567
0,0,1,1,1,1,0,1,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,0,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,0,0,0,0,0,0,0,1,1,0,1,4,0,0.571428571428571,4,0,1.29975988178591
2,2,3,2,2,2,2,2,1,2,2,1,23,2,3.42857142857143,23,1,7.01373844756164
1,1,1,0,1,1,0,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0,1,1,1,1,1,8,1,1.21428571428571,8,0,2.4755254574567
1,2,2,2,2,2,1,2,2,1,1,2,20,2,3,20,1,6.0918219046232
2,2,1,1,2,2,1,2,1,1,1,2,18,2,2.71428571428571,18,1,5.48073128023501
1,0,0,0,1,1,1,1,0,1,0,1,7,1,1.07142857142857,7,0,2.17710723630402
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,1,0,1,0,1,1,1,0,0,6,1,0.928571428571429,6,0,1.87917202911442
1,2,2,2,2,2,2,2,1,1,2,1,20,2,3,20,1,6.0918219046232
1,1,0,0,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,0,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,0,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,0,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,0,0,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,0,0,1,1,1,1,1,1,0,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,0,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,0,1,0,1,1,1,0,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,0,1,0,0,1,1,0,1,5,0,0.714285714285714,5,0,1.60047636966121
