gene_ids,Treatment1_FPKM_Coeff_of_Var,Treatment2_FPKM_Coeff_of_Var,Treatment3_FPKM_Coeff_of_Var,Treatment4_FPKM_Coeff_of_Var
gene-LOC111101492,0.672898378997728,1.38160341711915,0.725780691028798,2.36719227596135
gene-LOC111101493,0.351451362394135,1.70310034648306,0.427162402912526,0.813033274080352
gene-LOC111101494,2.125,NA,NA,NA
gene-LOC111101495,0.287427903339463,1.51674964324224,0.57365868055952,0.639710059559065
gene-LOC111101496,NA,2.91681547239451,1.66856067106997,1.6513880837215
gene-LOC111101497,2.04817243972039,1.90404670504629,0.815070655456068,1.46753755166237
gene-LOC111101498,2.125,2.91681547239451,1.61387807367028,NA
gene-LOC111101499,1.53909455152235,2.91681547239451,1.27486864431199,NA
gene-LOC111101500,NA,NA,1.78800767655154,2.91681547239451
gene-LOC111101501,0.578642400761899,0.930525197214594,0.445926469754365,0.912541414039645
gene-LOC111101502,0.383992038306484,0.785925550922827,0.618534083788511,0.792994485023123
gene-LOC111101503,1.74266056560009,2.40871931294976,NA,1.91791078424254
gene-LOC111101504,1.5347851787562,1.81339619986555,0.50510391445843,1.88168194157354
gene-LOC111101505,0.444520660136692,1.56308815009285,0.46401095256085,0.789099615212593
gene-LOC111101506,0.551862802266355,2.56454391868239,0.623374994700857,1.5630980290292
gene-LOC111101507,1.64901933762958,0.36851219358407,1.89665895381433,0.311914766980887
gene-LOC111101508,NA,NA,NA,NA
gene-LOC111101509,0.610161844488159,1.09633643178778,0.55589216131545,0.351180719462834
gene-LOC111101510,0.487578166234667,0.678626097098891,0.550720052182817,0.255610917445376
gene-LOC111101511,0.155469934627705,0.530487222551367,0.173521858671698,0.213512121452617
gene-LOC111101512,0.28971442831632,0.617238149239248,0.389287476855068,0.336815998604795
gene-LOC111101513,NA,2.91681547239451,NA,1.93292692629525
gene-LOC111101514,0.503170559000925,0.885856857146327,0.453484323033945,0.955862075643104
gene-LOC111101515,0.312161452056402,1.00892879025745,0.768504589108308,2.35769824030589
gene-LOC111101516,0.860276121758376,1.73217322152206,1.24960264645741,2.40583206453629
gene-LOC111101517,0.483036803851084,0.644544461725945,0.42928315293878,0.881099690411449
gene-LOC111101518,0.457714045023617,0.42858158549121,0.301142588875898,0.37567596112963
gene-LOC111101519,1.0834719359654,1.96518329862362,0.67105940465074,2.44672798244705
gene-LOC111101520,0.713019693579218,1.01499588444548,0.934816800252381,0.812826652338128
gene-LOC111101521,0.456642748829655,0.735140089149603,0.587066222500527,0.594179873101261
gene-LOC111101522,0.999109403282947,1.56438839106524,0.652719059672354,1.66386817343763
gene-LOC111101523,0.715770569180241,1.41030635745635,0.358097292550076,1.87431315289937
gene-LOC111101524,0.631385848974056,1.70678900742326,0.45935805450865,1.67666309893424
gene-LOC111101525,NA,NA,NA,NA
gene-LOC111101526,0.559996553418326,2.39862249500418,0.895757937428312,1.02991507305471
gene-LOC111101527,0.492761846289555,0.753549266644378,0.408675127912779,0.596783080420716
gene-LOC111101528,0.767519028677751,0.803776901150563,0.488596999852243,1.1204325506576
gene-LOC111101529,0.43839467473919,0.829378377516147,0.403827915431896,0.628234558826401
gene-LOC111101530,0.928158831197209,0.36204267022707,1.0636184461119,0.288779349208194
gene-LOC111101531,0.394688758446059,2.43971649905778,0.41987568801883,1.02076712605133
gene-LOC111101532,0.174240338437014,0.567610563146426,0.678289121744582,0.463224338619857
gene-LOC111101533,0.706044545512639,0.381427207733008,0.432405422501072,0.221050605737856
gene-LOC111101534,1.42165383326049,2.91681547239451,1.65816340423204,NA
gene-LOC111101535,NA,NA,NA,NA
gene-LOC111101536,NA,1.24971368774841,1.00203190500612,1.43142110993119
gene-LOC111101537,NA,2.91681547239451,1.39012950924385,2.48382721030145
gene-LOC111101538,NA,NA,NA,2.91681547239451
gene-LOC111101539,1.23920875330458,0.97130079588093,0.561885820365141,2.30415758777937
gene-LOC111101540,0.307404183563194,1.24533186716622,0.224434352009097,1.56501650449926
gene-LOC111101541,0.185679276143538,0.405758758665012,0.288159301034439,0.268084156379028
gene-LOC111101542,0.280769997867286,0.229000256894892,0.255186720942642,0.164432145155815
gene-LOC111101543,0.767601567058022,0.82370811083968,0.496386923178615,0.806411199114581
gene-LOC111101544,0.530902860483807,1.38572988699256,0.436477670539435,2.4765066009502
gene-LOC111101545,1.33393241547573,1.05187311626171,0.971250503059432,0.724875535047116
gene-LOC111101546,0.836140430637005,1.24663423850656,0.517906654794323,1.11745453976102
gene-LOC111101547,0.826877730830488,0.863621982166964,0.430567801404294,0.463491405960738
gene-LOC111101548,0.322575071583902,0.527211824102986,0.344181750576208,0.334280076190451
gene-LOC111101549,0.255924618147585,1.02668643470287,0.234683676194382,0.414577379276503
gene-LOC111101550,0.634268960575138,0.795318152681652,0.341502347763919,0.625344414942698
gene-LOC111101551,0.431206300839227,0.687554074398865,0.446395226642375,0.883943065253542
gene-LOC111101552,0.448247210555355,0.775240928242914,0.609340948031168,0.564094491792425
gene-LOC111101553,0.923842384625352,0.82455656993281,0.63138796476692,0.441590334033173
gene-LOC111101554,0.529204109497841,1.09167104381357,0.741065241359024,0.858011343147576
gene-LOC111101555,NA,NA,NA,NA
gene-LOC111101556,0.725897354300355,0.979436471078871,0.30170106709416,0.944352744495432
gene-LOC111101557,1.24401424970976,0.579675238452046,0.604552455535825,0.431995322433373
gene-LOC111101558,0.999910581681044,0.964868847112087,0.998676987506006,2.91681547239451
gene-LOC111101559,0.439131077223989,0.951031512054247,0.840555417915829,0.857821177070661
gene-LOC111101560,0.809004613088628,1.1841031630343,0.440831884123849,0.819924301406461
gene-LOC111101561,0.482136724430424,2.2384075685574,1.32494770065148,2.39407904527799
gene-LOC111101562,2.125,1.68596051042768,1.76812679101595,1.68813639822373
gene-LOC111101563,0.703431471809389,1.23094262928965,0.533153364045407,1.03335875231539
gene-LOC111101564,0.533544787105879,1.42555168249323,0.687671691697201,0.631168274168881
gene-LOC111101565,0.978531312130805,1.60359776623149,0.756791552116018,0.838847056445098
gene-LOC111101566,0.519986465924483,0.717582900175244,0.494846551777912,1.77830074599554
gene-LOC111101567,0.299614835112453,1.91344382601459,0.636853120274934,2.91681547239451
gene-LOC111101568,0.244847698293905,0.475050834636064,0.334666595122003,0.352280364256981
gene-LOC111101569,0.527673297637016,0.91723369557504,0.574002171416103,1.11276436343649
gene-LOC111101570,0.948445905735218,1.1675780850748,0.53895345630405,1.20644076841118
gene-LOC111101571,2.125,1.8157509768505,1.8483607489624,2.91681547239451
gene-LOC111101572,0.840686231936295,1.94634523048079,0.658338290663116,1.63431541490546
gene-LOC111101573,2.125,1.66029535624639,1.64665534098628,2.91681547239451
gene-LOC111101574,1.29415037355447,2.34792389172221,1.63746034061535,1.82146123590886
gene-LOC111101575,0.573673037196958,1.36977329613562,0.465133322201099,0.986334940354427
gene-LOC111101576,0.286991700353758,1.98314808846239,0.715022197846998,1.25375943570151
gene-LOC111101577,0.715157570423023,2.57423591869204,1.05446742463622,1.73239047656546
gene-LOC111101578,0.831927438977873,1.87409544027777,1.04767956553403,2.64653851589915
gene-LOC111101579,0.396506698367154,1.42490816341622,0.457251459329605,0.815434905206402
gene-LOC111101580,0.623145643355621,1.94021558165307,0.92870768799981,2.91681547239451
gene-LOC111101581,0.192941725592815,1.34062932382771,0.528618773909076,0.949220418388762
gene-LOC111101582,NA,NA,NA,NA
gene-LOC111101583,0.232718947350543,1.0402836642571,0.57446184896658,1.19288160779837
gene-LOC111101584,1.72772709291141,1.83421953157125,1.62759762965992,2.91681547239451
gene-LOC111101585,0.651650735988232,1.83184828672237,0.597592668831669,2.057419452118
gene-LOC111101586,0.832477953713729,2.0488386573124,1.08759081981586,1.78137149227889
gene-LOC111101587,0.094786194854199,1.73961432272619,0.479281221306712,1.05509705887427
gene-LOC111101588,0.4094505781093,0.815194827082757,0.303620696657132,0.294550398892614
gene-LOC111101589,0.412951534375331,0.973750803131638,0.501709319884981,0.76091682399351
gene-LOC111101590,0.236702196259654,0.385927877988357,0.1253968074467,0.278138975925575
gene-LOC111101591,0.592190304033102,0.768090752594013,0.339418846963063,2.26036751993934
gene-LOC111101592,0.637928600153367,1.08782666697171,0.622028749801812,1.06073457164156
gene-LOC111101593,0.520690385135734,0.576087939398342,0.425664440675192,0.796721126073305
gene-LOC111101594,0.473777725447101,0.656103000096061,0.422738892963851,0.258202871914709
gene-LOC111101595,1.27007021475471,1.20732036002919,1.3828854533329,0.681849496974318
gene-LOC111101596,0.552201653062232,2.91681547239451,0.772111682447809,1.64293739698757
gene-LOC111101597,2.125,NA,2.55155181539914,NA
gene-LOC111101598,0.437424879246282,0.553888264677405,0.479497235519007,0.431295844139033
gene-LOC111101599,1.43322617596934,2.56041269213302,1.61049272765541,1.97629107364421
gene-LOC111101600,0.595263337189469,1.34706832973258,0.59424579594083,0.841115949923094
gene-LOC111101601,0.479324111093648,1.42892537140448,0.62891979119096,2.47100129746053
gene-LOC111101602,0.44128679200809,0.862712431589399,0.482219926988736,1.09277268370829
gene-LOC111101603,1.28232522595426,0.482415696129544,1.74544341136024,0.451935424542172
gene-LOC111101604,0.557362595961941,1.20505662727692,0.482635777021061,0.829439596621162
gene-LOC111101605,0.588501091326964,0.8347007504627,0.584296160301929,0.537145310149896
gene-LOC111101606,0.39801376275329,0.857876670120258,0.205818811200289,0.518798677852907
gene-LOC111101607,0.481717455210358,1.10957999361793,0.513585572878529,0.891364585856019
gene-LOC111101608,0.444424556519633,1.61092410728674,0.472268089522023,0.711315240002555
gene-LOC111101609,0.344496817508306,0.773945853640495,0.326012288549474,0.931954814950365
gene-LOC111101610,0.434070886031091,1.46648590305276,0.465497893607988,1.16699101272959
gene-LOC111101611,0.613715531729011,0.604813498963503,0.326003675549821,0.490307201723655
gene-LOC111101612,0.213507938032178,1.17106506632633,0.595507120312782,1.45284704534435
gene-LOC111101613,1.49903900767454,2.26420464288782,1.19355978609719,1.92109794613475
gene-LOC111101614,1.10699381912516,1.60947474986603,1.03376522969265,1.5988869968194
gene-LOC111101615,1.07814460993484,1.51636819385339,0.752803411645255,2.91681547239451
gene-LOC111101616,0.852169145025206,0.754823190253991,0.834595839964699,0.749439766010203
gene-LOC111101617,0.276185228988345,0.711005709334984,0.57196350954841,0.666809663936999
gene-LOC111101618,0.427354956600941,1.91871181333077,0.470019832508262,1.71694002710146
gene-LOC111101619,0.806044032039569,0.720458472974171,0.530770642762076,0.889265693894483
gene-LOC111101620,0.627761203493547,1.19067947578941,0.521840450570461,1.07327089690409
gene-LOC111101621,0.969994633697988,0.980474626229943,0.685744787425804,2.6579052477171
gene-LOC111101622,0.937647385694978,1.75118181714492,1.22113768390463,2.91681547239451
gene-LOC111101623,2.125,1.41788147796745,0.543102711035789,1.32471750655486
gene-LOC111101624,0.591170908588677,1.42735475532486,0.509750443485042,0.61674240414729
gene-LOC111101625,2.125,2.91681547239451,1.48259213295219,2.91681547239451
gene-LOC111101626,0.804540652297979,1.26105698166884,0.529305910991398,1.28854040440011
gene-LOC111101627,NA,2.91681547239451,NA,NA
gene-LOC111101628,0.313252240870499,1.3853869047504,0.755903438733083,2.32389386307248
gene-LOC111101629,0.358741155276153,0.911759374145182,0.113009432978731,0.734110951420051
gene-LOC111101630,0.269633634301504,0.269444236958006,0.263301617434938,0.176008358055636
gene-LOC111101631,0.594206788944789,1.60054768794711,0.475195732471699,0.75145054287284
gene-LOC111101632,0.64375860884523,0.90088470914982,0.524812361519721,1.4866710534667
gene-LOC111101633,0.956897381711552,1.56312920340141,0.78841876260159,1.48277384197278
gene-LOC111101634,0.314521274222544,0.671042784650019,0.582393240388519,0.652076546159231
gene-LOC111101635,0.529084909610074,0.799749383112036,0.616106632137473,0.775961351230524
gene-LOC111101636,0.947939817960647,1.84396146311695,0.624057105829419,1.82248101180037
gene-LOC111101637,0.880746664023563,1.53336801892355,0.634570832885105,1.01007911357371
gene-LOC111101638,0.460620300671648,0.919549568418478,0.679534964988139,0.549588037337413
gene-LOC111101639,1.32757928639818,2.53896699862038,0.50042148602985,1.10543183698475
gene-LOC111101640,0.492077085662551,1.15793284380142,0.477563630660023,0.930194037394679
gene-LOC111101641,1.56797506772934,2.91681547239451,1.39999150651595,1.94565004882914
gene-LOC111101642,1.14246161193003,0.477555429855253,1.61172039810109,0.399211751902962
gene-LOC111101643,1.31225298938445,1.55284090758358,1.50728353001245,1.33418123598516
gene-LOC111101644,0.958678621398022,1.44239361814994,0.695721169821772,1.68755773473924
gene-LOC111101645,2.125,2.91681547239451,2.55155181539914,NA
gene-LOC111101646,NA,1.99971021237451,2.55155181539914,2.91681547239451
gene-LOC111101647,0.343270709558482,0.380755179147901,0.581844433551737,0.503478948510007
gene-LOC111101648,0.343450129805107,0.399778624506151,0.388260840165801,0.373903128004917
gene-LOC111101649,NA,2.12760980854092,1.45305817756275,1.96693209066022
gene-LOC111101650,0.677137107374108,0.572656866347956,0.533345910597091,0.558309559798404
gene-LOC111101651,0.368833306627636,1.54668564420662,1.42076688017831,1.66276949871118
gene-LOC111101652,0.350604313046016,0.850520640524259,0.54868340276679,0.479572985581475
gene-LOC111101653,0.655599178287953,0.848325435054191,0.462572230621165,1.25806439774745
gene-LOC111101654,0.33565858135554,0.469667891858861,0.198584054599482,0.281395363126194
gene-LOC111101655,0.614085134745651,0.623678835533365,0.498882829174059,0.567426361319724
gene-LOC111101656,0.788400755447818,1.08886168554532,0.640716183401641,1.41478828326589
gene-LOC111101657,2.125,2.14154645901955,2.09383982504364,2.91681547239451
gene-LOC111101658,0.211289393215819,0.916162129258173,0.666763706244539,0.707585899473475
gene-LOC111101659,1.44877914417186,0.794883634289198,0.541014269603664,0.815922392593913
gene-LOC111101660,0.411666150352741,0.780297255989011,0.308002846111672,0.780190181074544
gene-LOC111101661,0.742314663229218,1.19028190991903,0.775253150056805,1.4543330400232
gene-LOC111101662,0.291587781414913,0.964960013294471,0.449054304172169,1.15779978639507
gene-LOC111101663,0.568277454850611,0.847327561548727,0.387237295702139,1.12454676160728
gene-LOC111101664,0.710013495285302,0.562794918395544,0.524750220354269,1.4265113950734
gene-LOC111101665,0.470652248436401,1.25317428590109,0.652672745986432,1.03303501392264
gene-LOC111101666,1.93140389458119,1.95913038409604,1.47183960895661,1.70694970740617
gene-LOC111101667,0.499891752740402,0.775652669508597,0.690400818618462,0.664502171927995
gene-LOC111101668,0.74016353960256,1.60960662438361,0.945775209096626,2.51799714718787
gene-LOC111101669,0.522914979944538,0.947918869455795,0.413886580709848,1.76239597993643
gene-LOC111101670,2.125,2.91681547239451,1.14985726989847,NA
gene-LOC111101671,0.507702979705833,1.26105863702295,0.545464770506933,2.80417557017194
gene-LOC111101672,0.388455317220939,0.794536793101537,0.655579465684691,0.979197508066552
gene-LOC111101673,0.426091061569748,0.982071281393776,0.506167723397616,1.08377552857017
gene-LOC111101674,2.125,2.07094436651524,1.64800310351822,1.96926848568861
gene-LOC111101675,1.94105604115854,2.91681547239451,1.0694386867754,NA
gene-LOC111101676,NA,2.80386659624752,NA,2.91681547239451
gene-LOC111101677,2.125,2.91681547239451,1.6375181935881,1.66977776148194
gene-LOC111101678,0.148961677503274,0.573360019492531,0.615689132101578,1.47982978322078
gene-LOC111101679,0.714673124155138,0.380121852001537,0.584133711026205,0.432702449951442
gene-LOC111101680,0.735547148463117,0.716871892186126,0.388803633757921,0.427383512234414
gene-LOC111101681,0.406167704042742,0.369767665129461,0.413078589403785,0.652848137124068
gene-LOC111101682,2.125,1.26212849122275,1.19084373427326,1.3583514084597
gene-LOC111101683,1.10285802012029,1.31204234000575,0.981723941114566,0.939199662207383
gene-LOC111101684,1.2404801215634,1.28828824306696,1.07625818585462,1.8628427982626
gene-LOC111101685,NA,NA,2.55155181539914,2.44215649442155
gene-LOC111101686,1.32059507946724,1.37962108019355,0.681029993451227,1.70022928843249
gene-LOC111101687,0.463679158774708,1.7005701207595,0.677576646010735,1.99632410474813
gene-LOC111101688,0.733421515995434,1.58930667778498,1.18265453195125,2.45293737741789
gene-LOC111101689,0.300467975064062,1.04780693046313,0.536095305789485,0.9884982056743
gene-LOC111101690,0.403781310674426,0.843627422587208,0.525347417199469,1.29980048828255
gene-LOC111101691,0.507293099755366,2.66283854399161,0.333153093443613,1.38748606690348
gene-LOC111101692,NA,2.91681547239451,2.55155181539914,NA
gene-LOC111101693,0.820034855909519,2.28926656861034,1.31846635102138,2.09132690052744
gene-LOC111101694,1.28930878323436,2.38974245339787,1.48249933563716,1.35502491945845
gene-LOC111101695,NA,NA,NA,NA
gene-LOC111101696,0.538567874785187,1.29213912203761,0.444305572670239,0.966068659007205
gene-LOC111101697,1.21791923519665,2.91681547239451,1.76326560505835,NA
gene-LOC111101698,0.533123210422637,1.42548811243834,0.432322464320701,2.46305948123838
gene-LOC111101699,0.725683505765398,0.561745858188658,0.721394398042672,0.532350898765104
gene-LOC111101700,0.645007425811333,2.18470241210119,0.60662985252228,1.32664551537243
gene-LOC111101701,0.679768946662526,1.40048999621973,1.47099998175605,0.743349943436708
gene-LOC111101702,1.82111846941126,1.73240360404688,1.205115990018,2.91681547239451
gene-LOC111101703,0.498437089051467,0.396922531060366,0.449102781035975,0.198417689760163
gene-LOC111101704,0.585389324567043,1.91345170585989,0.608570109116948,0.751458616918608
gene-LOC111101705,0.403502439618577,1.50209839790756,0.457319987086126,1.2524204106644
gene-LOC111101706,0.517069458161481,1.10661001086984,0.514467678293853,0.734729659442314
gene-LOC111101707,0.911673286490895,2.13088198940708,0.794144408968047,2.91681547239451
gene-LOC111101708,0.996673884468313,2.51020159637185,0.70738991576472,1.78018348671521
gene-LOC111101709,2.125,2.48116211645469,1.1155203305017,1.69101094679275
gene-LOC111101710,0.791542782777362,1.40633008519925,0.601474224807666,1.58906547249971
gene-LOC111101711,0.513657170135896,0.521169551713143,0.731652919308365,0.388954312714558
gene-LOC111101712,0.700126762301163,0.711221046744528,1.1336667047003,0.638629777267871
gene-LOC111101713,0.736633039110905,2.33743193858104,1.42457159294245,2.05188950903481
gene-LOC111101714,2.125,2.54185431449423,2.43409409468343,NA
gene-LOC111101715,0.762717270868108,1.3160761768399,0.902428465411982,1.75873006265252
gene-LOC111101716,0.458406325047046,2.91681547239451,0.625708189907027,2.91681547239451
gene-LOC111101717,0.257558059457223,2.8503676832026,0.716313337789916,NA
gene-LOC111101718,0.395033303742849,0.795229702594841,0.420608909892692,1.04428947569461
gene-LOC111101719,NA,2.91681547239451,2.55155181539914,NA
gene-LOC111101720,0.804907287950906,1.65421093454596,0.892263346140639,2.40138661824761
gene-LOC111101721,0.929090191632957,1.03483182064537,0.462831749266467,1.15487452390049
gene-LOC111101722,0.414883464304557,1.05748577736835,0.922653094888231,0.712587409523031
gene-LOC111101723,0.603935187628583,0.893455307060546,0.650666632728442,0.877464606497058
gene-LOC111101724,0.504149718963557,1.14228672187325,0.461110967327201,0.758420653471361
gene-LOC111101725,0.582391394201152,1.5494406720585,0.853373215719795,1.15039297625488
gene-LOC111101726,0.359485721461936,0.389563642444324,0.415774581882928,0.284030295751132
gene-LOC111101727,1.19846128503727,2.27843306688354,2.13263585215716,2.91681547239451
gene-LOC111101728,0.566501313240641,0.62432774406909,0.439855429167505,0.746059715723181
gene-LOC111101729,0.78816970227555,1.14065338966833,1.49276652312906,1.75439297725391
gene-LOC111101730,NA,2.91681547239451,1.84059466015106,NA
gene-LOC111101731,0.351999002105904,0.894608764320361,0.306720968839449,0.660032608528647
gene-LOC111101732,NA,NA,2.55155181539914,NA
gene-LOC111101733,0.998825206869503,1.70158337494972,2.13619594832644,1.72342318053641
gene-LOC111101734,0.696506166140229,2.26625381433938,1.21268697953325,1.60213422541643
gene-LOC111101735,0.621840240357994,0.627933659962595,0.847954695192993,0.605950804937005
gene-LOC111101736,0.44081639156624,0.464314963421197,0.499149726572417,0.462041686870751
gene-LOC111101737,1.65005499776842,1.5840508598383,1.86648396044732,0.292707478635448
gene-LOC111101738,2.125,NA,NA,NA
gene-LOC111101739,1.41740307772235,1.73769186554889,1.14402413729944,2.01953939368336
gene-LOC111101740,0.662940669781535,1.69019745870339,0.448271743831097,1.46403737278928
gene-LOC111101741,0.607901018140689,1.56064785761881,0.511506421310776,2.07438455119612
gene-LOC111101742,1.28599118475981,2.13106115697901,0.344725663551346,1.99822283208016
gene-LOC111101743,0.158254533644225,0.260233342172053,0.208276641228282,0.266059237293483
gene-LOC111101744,1.26848004679372,2.73721372687506,1.11658574208313,2.91681547239451
gene-LOC111101745,0.703741992750102,1.17608255994274,0.508696927559162,1.2010460469155
gene-LOC111101746,0.650403916794725,1.21745969356232,0.629183903592142,1.25410876585244
gene-LOC111101747,0.414521160945452,1.73736031103831,0.935326981453275,1.48886535713415
gene-LOC111101748,1.05479895156061,0.789542549480609,0.963216728451059,1.65194831778843
gene-LOC111101749,1.13147624294018,1.3135074435722,0.83015227047067,1.15184630584974
gene-LOC111101750,NA,2.91681547239451,2.55155181539914,2.91681547239451
gene-LOC111101751,0.193175533854634,0.553815119945891,0.203225138921562,0.279249232804317
gene-LOC111101752,0.451521891969106,0.89051016190808,0.606581415394695,0.575892018440897
gene-LOC111101753,0.773405919242893,1.23544317810892,1.16872941562032,1.53410689702069
gene-LOC111101754,NA,1.5914685848249,2.21755175072666,2.91681547239451
gene-LOC111101755,NA,NA,1.55011535700208,2.07030780329442
gene-LOC111101756,0.446409563476618,2.91681547239451,1.1488449737621,1.53891100415518
gene-LOC111101757,0.550942464167699,0.945383163154639,0.886805231915363,0.771639822929063
gene-LOC111101758,1.10134978098583,2.91681547239451,1.20639690665336,2.91681547239451
gene-LOC111101759,1.30532800575588,2.91681547239451,1.78855356135521,1.65627378124956
gene-LOC111101760,NA,2.91681547239451,NA,1.92145032354247
gene-LOC111101761,2.125,1.93629048244462,0.919822536884573,2.74165399708505
gene-LOC111101762,2.125,2.04459793422362,1.65923997398206,2.91681547239451
gene-LOC111101763,0.1443555638245,0.482516833411791,0.220930092932964,0.466593083760826
gene-LOC111101764,0.819462199937852,0.288877777434622,0.707337381729437,0.280183372199676
gene-LOC111101765,0.545561744658261,1.22200128568681,0.495363329729018,0.828980824926394
gene-LOC111101766,0.376648260268911,1.70192513896918,0.424598721014615,2.91681547239451
gene-LOC111101767,NA,1.98848039594693,NA,2.91681547239451
gene-LOC111101768,0.761881188685017,1.44317519799209,0.800900149584593,1.73017564237051
gene-LOC111101769,0.552710745000517,1.03214140315799,0.684124489785746,0.385395348701799
gene-LOC111101770,0.34088005034668,0.661980401919893,0.411881230091821,0.542214468589262
gene-LOC111101771,0.96952109863279,1.66808397791213,0.627285280681307,1.65078617568427
gene-LOC111101772,0.204818075028097,0.421463825067218,0.416978506569671,0.61941488725221
gene-LOC111101773,0.121392961683359,1.9168331331777,0.396588016645012,0.87270699368043
gene-LOC111101774,0.669437897808002,1.99275528528281,0.829482542911084,1.55579256011838
gene-LOC111101775,0.654260037919515,1.33575091618016,0.637371119559135,1.07029957884485
gene-LOC111101776,0.321485905025992,0.492148246330638,0.448132807381891,0.619221362269132
gene-LOC111101777,0.489883350141314,1.67417695634768,1.26155930693572,1.26747337686371
gene-LOC111101778,0.297190669219613,0.636072466562008,0.722949854808756,1.40242428901958
gene-LOC111101779,1.46221617902708,2.7517980534361,0.971236308063193,NA
gene-LOC111101780,1.1052626562515,1.78530206661467,0.740980549735644,1.67592121929936
gene-LOC111101781,2.125,1.58254168025062,0.812634038318689,1.98123753828299
gene-LOC111101782,0.474866762977463,2.10254230084472,0.28193096532536,2.82474955296315
gene-LOC111101783,2.125,2.51680177345862,0.91543989832918,2.39677393227656
gene-LOC111101784,1.64734893136853,2.59040342668308,2.55155181539914,2.91681547239451
gene-LOC111101785,1.05922285649556,2.45068755764142,1.48532399925156,NA
gene-LOC111101786,0.5665917836757,0.855419399106002,0.486578523444678,0.792050060853757
gene-LOC111101787,0.33969486703873,0.77102258895344,0.482396330504979,1.45184078652897
gene-LOC111101788,0.480874280742176,1.26981946927836,0.696179181108419,1.75499539986543
gene-LOC111101789,0.469769425221607,1.4867200366894,0.636181881124925,1.19802778124116
gene-LOC111101790,0.434396319446424,1.09864358598028,0.480125645968022,1.59092241589208
gene-LOC111101791,0.895086356486264,0.494603972035499,0.395368469651646,0.314311209468168
gene-LOC111101792,0.563128672523803,1.11040757419416,0.328910515242079,0.486895405751951
gene-LOC111101793,2.125,2.91681547239451,1.02325187189802,2.91681547239451
gene-LOC111101794,0.720685241545692,1.80088910238349,1.89226817795746,1.74410050811714
gene-LOC111101795,0.197910428699931,0.348397960341613,0.146928971941412,0.326573926877333
gene-LOC111101796,0.739186809508415,1.52637064603742,0.898133244449629,1.95135017203976
gene-LOC111101797,NA,2.91681547239451,1.69568387087186,1.27286775314805
gene-LOC111101798,NA,2.91681547239451,NA,2.91681547239451
gene-LOC111101799,1.05524469131117,0.343862945451221,1.7233324386269,0.204452631337768
gene-LOC111101800,0.295544307866249,1.20371943013592,0.837215469646529,1.18084092356978
gene-LOC111101801,0.426770285494065,0.629371825761882,0.35987374528424,0.427796383635888
gene-LOC111101802,0.446001997546582,2.04504568774659,1.3073797599429,1.57535719504604
gene-LOC111101803,0.673436335263627,2.88243315693072,1.21392864485956,1.14138304341044
gene-LOC111101804,1.23554361517931,2.91681547239451,1.48156101199659,2.35544611069241
gene-LOC111101805,0.441624130486022,0.475680148383936,0.484642567869336,0.260394747024673
gene-LOC111101806,0.442011651313219,0.335827138140984,0.321347252477193,0.577308422750795
gene-LOC111101807,2.125,2.32486168886766,NA,2.91681547239451
gene-LOC111101808,1.39965180092684,0.804140193305963,1.66922457318292,0.512423307735561
gene-LOC111101809,0.561888586437281,1.3432549006739,0.731831958406248,0.871160449602972
gene-LOC111101810,0.722516726470339,0.527469074548629,0.865211998068428,0.569158888216091
gene-LOC111101811,0.472507790478118,0.466104162595667,0.786076529143818,0.685173546432723
gene-LOC111101812,1.29523414790063,0.866187803574246,0.580979657899178,0.928600677238427
gene-LOC111101813,0.372103801473816,0.566533359270377,0.906200807464527,0.408306808237148
gene-LOC111101814,0.441823616204493,0.530145322822704,0.413037074687979,0.181672581657303
gene-LOC111101815,0.879187795290093,2.11838226370274,1.04130066552799,2.7018513647469
gene-LOC111101816,0.807499018604559,1.28362862906051,0.529027585000574,0.548411402466813
gene-LOC111101817,0.152284264467797,0.871935125191873,0.433893061392421,0.964456546001809
gene-LOC111101818,0.888615584408651,0.540492874200846,0.611528839265617,0.845088081675815
gene-LOC111101819,0.609417344816525,0.588206488374077,0.409640992133093,0.447840131306801
gene-LOC111101820,0.764907726273394,0.698778012220084,0.704433250484344,0.961837668010703
gene-LOC111101821,1.04880132757372,1.18431389761997,0.621555136525779,0.945328110974215
gene-LOC111101822,0.296309851086254,0.281394119067743,0.144496731351144,0.291748590071637
gene-LOC111101823,0.973887230875337,2.59705552392613,0.635950697725309,2.91681547239451
gene-LOC111101824,NA,NA,1.65840270116604,NA
gene-LOC111101825,NA,NA,1.61515363471257,NA
gene-LOC111101826,NA,NA,1.61390200566227,NA
gene-LOC111101827,0.283422473825357,0.801087565961925,0.387386895011489,0.454151759044639
gene-LOC111101828,0.469483522319518,0.364366850095138,0.263307806766056,0.224771760455423
gene-LOC111101829,2.125,2.66472539135263,1.5483349309293,1.64381716647084
gene-LOC111101830,0.516391089298895,1.19746662556755,0.711898203565612,0.783119930139709
gene-LOC111101831,0.814960974083024,0.948224163003311,0.72388918146661,0.855671328876867
gene-LOC111101832,0.0780977005961338,0.348766080428557,0.155847452867981,0.481477948718571
gene-LOC111101833,0.480163027472841,0.753929058463748,0.555593915079163,0.771838212377003
gene-LOC111101834,0.624891512090151,0.705136361297525,0.63912713837764,0.961493221247895
gene-LOC111101835,0.927518547907575,2.05001819375025,1.12058554183044,2.52349524668362
