id,feature,fc,pval,qval,chr,strand,start,end,t_name,num_exons,length,gene_id,gene_name,cov.S12M,FPKM.S12M,cov.S13M,FPKM.S13M,cov.S16F,FPKM.S16F,cov.S19F,FPKM.S19F,cov.S22F,FPKM.S22F,cov.S23M,FPKM.S23M,cov.S29F,FPKM.S29F,cov.S31M,FPKM.S31M,cov.S35F,FPKM.S35F,cov.S36F,FPKM.S36F,cov.S39F,FPKM.S39F,cov.S3F,FPKM.S3F,cov.S41F,FPKM.S41F,cov.S44F,FPKM.S44F,cov.S48M,FPKM.S48M,cov.S50F,FPKM.S50F,cov.S52F,FPKM.S52F,cov.S53F,FPKM.S53F,cov.S54F,FPKM.S54F,cov.S59M,FPKM.S59M,cov.S64M,FPKM.S64M,cov.S6M,FPKM.S6M,cov.S76F,FPKM.S76F,cov.S77F,FPKM.S77F,cov.S7M,FPKM.S7M,cov.S9M,FPKM.S9M
20627,transcript,0.152783624416129,0.000229464676773317,0.0061156910406802,NC_035782.1,-,61979975,61988222,rna-XM_022467352.1,12,4548,gene-LOC111124479,LOC111124479,0.692494,0.809909,0.527147,0.86055,16.323202,5.973871,0.16406,0.061611,9.293456,3.161266,0.408874,0.643571,17.069321,9.805246,0.345976,0.586493,4.811098,2.358949,12.594856,5.89204,13.770247,5.27007,15.192639,6.160593,12.117405,5.779187,3.142591,1.244569,1.040903,0.774666,5.545182,2.491904,11.768213,5.989867,15.27688,7.00724,4.686239,2.445357,0.049252,0.031009,0.334171,0.265773,0.85829,0.87969,3.875716,1.351738,9.549951,2.864541,1.011025,1.277261,0.764511,0.862125
2063,transcript,2.12180804540724,0.00156408788981277,0.0265836950721409,NC_035780.1,+,19692650,19698980,rna-XM_022440835.1,5,941,gene-LOC111106241,LOC111106241,8.666224,10.13562,12.370008,20.193636,0,0,0,0,0,0,9.572604,15.067366,0.950779,0.546162,5.681329,9.630898,0.425851,0.208801,0,0,0,0,0,0,0.419188,0.199924,0.195767,0.07753,26.516373,19.734159,0,0,0.734502,0.373852,0,0,0.352613,0.183999,1.541658,0.970631,8.315878,6.613793,13.890021,14.236343,0,0,0,0,14.092739,17.803824,10.124537,11.417259
20631,transcript,2.88342783722202,8.6681847856207e-06,0.000429912490859015,NC_035782.1,-,62008580,62011227,rna-XM_022467353.1,3,1255,gene-LOC111124482,LOC111124482,11.851964,13.861516,10.655378,17.394558,0,0,0,0,1.223904,0.416324,7.817342,12.304568,0.176442,0.101355,6.799958,11.52718,0,0,0,0,0,0,0.231076,0.093701,0.629764,0.300355,1.19985,0.47518,18.167204,13.520495,0,0,0.892855,0.454452,0.39761,0.182377,0,0,3.660558,2.304695,6.260576,4.979168,13.198158,13.52723,0.949004,0.330985,0.920319,0.276053,6.896294,8.712317,14.298957,16.124678
20642,transcript,2.16705765018427,0.000972021791604272,0.0187390851731988,NC_035782.1,+,62114264,62128838,rna-XM_022469045.1,18,5439,gene-LOC111125340,LOC111125340,8.189439,9.577994,7.159583,11.687786,0,0,0.222979,0.083738,0.27853,0.094745,8.929272,14.054756,1.158592,0.665538,5.853373,9.922544,0,0,0.347935,0.162769,0,0,0.484187,0.196337,4.192237,1.999415,0.633464,0.250872,17.330648,12.897909,0.033069,0.014861,1.681234,0.855726,0.099564,0.045668,1.038813,0.54207,4.71565,2.968984,4.34878,3.458676,10.313329,10.570473,1.275514,0.444863,0.512932,0.153856,9.06254,11.449007,11.87999,13.396852
20673,transcript,2.0588082307909,0.000122883887370362,0.00371476312937121,NC_035782.1,+,62327080,62329837,rna-XM_022466232.1,1,2758,gene-LOC111123703,LOC111123703,17.559004,20.536209,13.971662,22.808284,0.977157,0.357614,1.934373,0.726436,1.8876,0.642087,16.995649,26.751307,2.601885,1.494619,11.299881,19.155378,2.873821,1.409075,2.281363,1.067252,2.25707,0.863813,2.306381,0.935234,2.749465,1.31131,3.539159,1.401623,31.257446,23.262586,2.334496,1.04908,4.656273,2.369982,4.715936,2.163118,2.251269,1.174749,6.561276,4.130994,10.304206,8.195152,22.06164,22.611706,2.555634,0.891332,3.083031,0.924766,20.316172,25.666093,21.222263,23.931966
20678,transcript,88.0648603699345,2.98841051697973e-05,0.00117302880831025,NC_035782.1,+,62346401,62353499,rna-XM_022466231.1,12,3106,gene-LOC111123702,LOC111123702,5.007065,5.856035,0,0,0,0,2.071121,0.777791,6.243955,2.123946,12.456287,19.606309,0,0,1.583593,2.684482,3.793815,1.860161,0,0,3.962556,1.516527,0,0,9.140591,4.359447,3.464999,1.372253,2.304836,1.715318,5.187521,2.331177,0,0,7.129424,3.270143,5.827521,3.040896,169.139435,106.490559,114.491768,91.057711,0,0,5.682874,1.982023,0,0,10.158857,12.834021,0,0
20679,transcript,11.6979742387344,0.00232999470987505,0.0360671491776076,NC_035782.1,+,62346463,62353499,rna-XM_022466228.1,13,3134,gene-LOC111123702,LOC111123702,8.575133,10.029084,6.425024,10.488643,3.361762,1.230318,4.110896,1.54381,5.920063,2.013771,1.004946,1.581794,0,0,0.218193,0.369877,4.14059,2.030189,0,0,3.891972,1.489513,0,0,0.85366,0.407138,2.924078,1.15803,0,0,0.623515,0.280196,9.900555,5.039253,1.486393,0.681783,0.612134,0.319422,50.538361,31.819063,6.50021,5.169754,0,0,3.43465,1.197907,11.253342,3.375479,2.976399,3.760183,0,0
20684,transcript,0.157972298261639,0.000153971694327515,0.00447131013509106,NC_035782.1,+,62354546,62391260,rna-XM_022466224.1,31,8670,gene-LOC111123700,LOC111123700,0,0,0.292924,0.478189,6.40687,2.344749,30.065769,11.290928,29.89167,10.167963,0,0,17.265408,9.917886,0,0,11.855246,5.812793,21.808107,10.202121,9.239728,3.536176,28.81004,11.68243,15.43863,7.363187,18.880682,7.477367,0.689728,0.513313,25.399204,11.413939,16.57004,8.433934,5.361685,2.459312,27.719532,14.464508,0.646205,0.406852,0.425191,0.338163,0,0,8.055392,2.809489,43.518196,13.053433,0.109744,0.138643,0,0
20685,transcript,0.13943571672831,0.0019548921400061,0.0316432868839402,NC_035782.1,+,62364654,62391260,rna-XM_022466226.1,31,8783,gene-LOC111123700,LOC111123700,3.741169,4.3755,3.498291,5.710846,17.915808,6.556723,257.387238,96.659454,182.090652,61.94003,3.493636,5.499015,35.160122,20.197268,3.873807,6.566816,150.464005,73.774608,104.96328,49.103212,150.124924,57.454951,142.837067,57.920225,49.771301,23.737561,50.251469,19.901223,7.418854,5.5213,63.518196,28.543918,25.591314,13.025645,85.326271,39.137679,77.699272,40.54476,3.105224,1.955056,2.658599,2.11444,4.589044,4.703463,183.944138,64.154415,230.997238,69.288416,3.972932,5.019137,4.759282,5.366957
20697,transcript,0.457668051455003,0.0033554785103842,0.0468147608346603,NC_035782.1,-,62473701,62481131,rna-XM_022469618.1,9,1718,gene-LOC111125631,LOC111125631,10.537603,12.324299,7.784116,12.707316,11.40745,4.174832,13.650757,5.126419,26.077126,8.870406,10.499158,16.52577,11.925494,6.850443,7.566936,12.827349,19.366705,9.495767,16.09808,7.530895,18.422295,7.050475,17.039581,6.909526,21.894938,10.442412,20.023869,7.930106,14.463927,10.764422,11.489815,5.163313,9.025208,4.593713,19.249126,8.82924,15.353124,8.011513,4.257276,2.68039,5.075401,4.036573,12.035303,12.335381,15.530268,5.41651,19.740398,5.9212,12.213866,15.430182,10.296284,11.610935
20698,transcript,4.57897745300588,0.000566935546217784,0.0124733594395492,NC_035782.1,-,62475072,62475637,rna-XR_002638390.1,2,532,gene-LOC111125633,LOC111125633,12.672932,14.821682,10.390978,16.962934,0.114662,0.041963,0,0,0,0,8.285714,13.041789,0.037594,0.021595,1.650376,2.797691,0,0,0,0,0,0,0.850161,0.344739,0,0,1.295113,0.512907,35.530075,26.442385,0.035714,0.016049,0.265977,0.135379,0.276316,0.126741,0.72052,0.375979,10.140978,6.384782,3.343008,2.658765,16.537596,16.94993,0,0,0,0,14.765977,18.654348,17.183899,19.377975
20720,transcript,0.456282609581243,0.000213074742431152,0.00576992017710821,NC_035782.1,+,62610327,62626337,rna-XM_022468368.1,22,4591,gene-LOC111124991,LOC111124991,7.73828,9.050339,3.36107,5.486837,96.838913,35.440543,142.162537,53.387858,174.912979,59.49847,5.816204,9.154758,75.87204,43.583693,4.36248,7.395206,109.430214,53.655165,112.489082,52.623882,115.196579,44.087375,118.41674,48.017818,99.868599,47.630601,112.629433,44.604935,10.155838,7.558233,125.512634,56.403086,78.253983,39.830257,135.875153,62.323574,94.891045,49.51571,31.987915,20.139661,19.585604,15.576843,6.892576,7.06443,100.477638,35.043705,113.058548,33.9123,5.780442,7.302624,7.416469,8.363419
20721,transcript,0.40379962950239,3.39066255292675e-05,0.00129618416735281,NC_035782.1,-,62633534,62656868,rna-XM_022467209.1,15,2175,gene-LOC111124359,LOC111124359,6.041363,7.065702,4.779165,7.801831,32.32362,11.829611,17.211559,6.463646,18.650831,6.344274,4.327645,6.811753,11.048964,6.346932,5.207523,8.82771,22.16271,10.866687,19.350714,9.05252,18.342783,7.020045,17.936937,7.273402,23.023178,10.980506,25.739124,10.193534,9.692012,7.213042,28.383097,12.754846,22.484707,11.444423,20.048172,9.195748,18.302122,9.550349,5.356462,3.37244,6.370074,5.066254,7.940794,8.138783,14.428506,5.032247,21.151861,6.344573,5.312757,6.711782,7.379485,8.321713
2074,transcript,0.360371537485301,4.01399545824077e-08,5.60022175041253e-06,NC_035780.1,+,19748090,19778826,rna-XM_022448639.1,12,5314,gene-LOC111111579,LOC111111579,7.658645,8.957201,9.201529,15.021197,70.052406,25.637373,62.255276,23.379407,90.468864,30.773926,7.108119,11.188244,50.860558,29.216177,6.38552,10.824631,57.436024,28.161686,75.162514,35.162019,60.606041,23.194797,78.83007,31.96548,58.277859,27.794617,82.12793,32.525343,13.419558,9.987176,68.578094,30.817743,45.76844,23.295539,65.898697,30.226588,55.251316,28.831047,14.342775,9.030243,12.5844,10.008638,11.201219,11.480501,63.898945,22.286111,101.603905,30.476441,7.967425,10.065512,9.429085,10.63301
20762,transcript,0.451853592842543,0.00049857182813462,0.0112865406652641,NC_035782.1,+,62990182,63013322,rna-XM_022469400.1,29,4289,gene-LOC111125498,LOC111125498,10.805007,12.637043,6.21948,10.153099,84.640045,30.976072,153.733337,57.733167,183.274643,62.342777,5.626651,8.8564,53.244926,30.585845,5.760085,9.764404,114.286446,56.036244,94.830223,44.362834,137.807953,52.74107,124.315613,50.409802,72.146423,34.408988,62.222305,24.642065,16.380718,12.190947,85.993935,38.644104,63.402107,32.270846,73.911331,33.901845,86.365974,45.067188,22.581131,14.21713,16.560936,13.171261,11.604932,11.89428,145.923538,50.893926,173.242249,51.964608,8.035124,10.151038,7.883236,8.889784
20768,transcript,0.364262362806168,0.000848738691920148,0.0169215134420787,NC_035782.1,-,63069358,63076794,rna-XM_022469404.1,11,2801,gene-LOC111125501,LOC111125501,6.841439,8.001435,6.269492,10.234742,40.783466,14.925696,39.641197,14.886894,81.147621,27.603208,7.239461,11.394978,19.605854,11.262324,4.559382,7.728991,31.128164,15.262574,39.994823,18.710108,25.886469,9.907121,44.101395,17.883052,43.777939,20.879131,29.867907,11.828667,15.486673,11.525576,36.752945,16.516102,17.147707,8.727959,34.156731,15.6671,24.246517,12.652232,6.583721,4.145125,6.059364,4.81914,11.700186,11.991909,44.239376,15.42942,40.40575,12.119844,5.425988,6.85483,10.89352,12.284427
20792,transcript,6.06699675808237,1.90463480986836e-07,2.0440744620022e-05,NC_035782.1,-,63227253,63256488,rna-XM_022467576.1,54,6925,gene-LOC111124594,LOC111124594,13.449676,15.730127,6.257085,10.214488,5.585379,2.044105,9.458195,3.55194,9.073864,3.086569,7.735939,12.176439,6.48649,3.726079,5.275759,8.943382,8.285645,4.062568,7.883638,3.68807,11.343779,4.341426,8.954472,3.631026,8.714101,4.15604,7.213943,2.856957,14.81329,11.024427,8.994349,4.041896,16.59096,8.444582,7.776734,3.567053,8.188208,4.272742,57.637703,36.288824,25.869928,20.574898,11.174022,11.452626,16.163538,5.637376,16.154406,4.84557,10.225261,12.917911,10.56092,11.90936
20795,transcript,1.91075210646832,0.000137387054655602,0.00407262189084861,NC_035782.1,+,63308731,63323548,rna-XM_022471816.1,5,1433,gene-LOC111126893,LOC111126893,16.20293,18.950207,11.961397,19.526592,0,0,0.270063,0.10142,1.005583,0.34206,11.041126,17.378833,1.022284,0.587238,7.905963,13.402062,0,0,0,0,0.406839,0.155703,0,0,1.031036,0.491735,0.807087,0.319633,22.486235,16.734827,0.209351,0.094079,1.912578,0.973477,0.414515,0.190131,1.388927,0.724765,2.705832,1.703598,6.571126,5.226155,18.856844,19.327005,0.507736,0.177084,0,0,10.486074,13.247405,15.177303,17.115173
2081,transcript,3.3119299075109,0.000460180503420116,0.010585471092651,NC_035780.1,-,19856176,19868530,rna-XM_022448629.1,11,5604,gene-LOC111111571,LOC111111571,14.743301,17.243091,14.829383,24.208485,1.661671,0.608129,12.102249,4.54489,7.883655,2.681707,9.88319,15.556231,3.985872,2.289632,6.929195,11.746261,9.719432,4.765574,6.613847,3.094045,8.947359,3.424282,9.180227,3.722569,5.475553,2.61147,4.166667,1.650136,26.389229,19.639535,7.465381,3.354806,7.569877,3.852969,4.765234,2.18573,8.813349,4.598951,17.893467,11.265766,15.63419,12.4342,21.440678,21.975262,14.759817,5.147799,13.066559,3.919359,15.071008,19.039704,15.787202,17.802945
20810,transcript,0.376555341810034,0.0014670266133644,0.025388194274748,NC_035782.1,+,63410736,63418684,rna-XM_022465133.1,8,947,gene-LOC111123045,LOC111123045,7.465068,8.730803,3.705899,6.04976,33.313622,12.191926,41.597683,15.621634,90.905495,30.92245,5.978904,9.410849,29.34108,16.854596,4.892994,8.294525,47.696934,23.386474,78.856911,36.890307,79.249199,30.329799,55.676872,22.576892,42.010567,20.036213,32.239708,12.767977,9.875447,7.349559,58.090816,26.104952,41.127769,20.933498,84.303589,38.668593,39.540657,20.632966,10.549629,6.64207,10.961985,8.718297,8.640339,8.85577,43.034847,15.009315,66.120911,19.833195,6.589869,8.3252,10.20799,11.511367
20813,transcript,0.242654678825603,0.00109935288847351,0.0205499394167221,NC_035782.1,+,63429545,63446313,rna-XM_022470096.1,14,3518,gene-LOC111125883,LOC111125883,3.5819,4.189227,3.06048,4.996134,19.241047,7.041727,112.116394,42.1043,112.04406,38.112953,3.915967,6.163768,35.293175,20.273699,3.266884,5.53797,104.130333,51.05656,80.220154,37.52805,145.569763,55.711626,72.112846,29.241655,55.057701,26.258818,42.157757,16.695849,4.405073,3.278367,65.409035,29.393626,28.944429,14.732337,65.90847,30.231071,43.491318,22.694486,5.652521,3.55884,5.991005,4.764772,4.270907,4.377394,78.163246,27.261088,85.18277,25.550865,4.730977,5.9768,4.003239,4.514381
20817,transcript,0.430470139612688,0.00307202238807558,0.0439688342600166,NC_035782.1,+,63457866,63462221,rna-XM_022467529.1,10,2764,gene-LOC111124568,LOC111124568,9.830601,11.497422,6.767955,11.048466,88.291245,32.312317,37.528217,14.093383,66.90593,22.758748,6.398901,10.071929,64.69989,37.165998,6.626516,11.233164,44.579052,21.857733,56.108898,26.248485,34.319462,13.134548,45.081768,18.280592,52.761581,25.163723,77.206947,30.576473,12.179674,9.064423,55.171127,24.792897,89.562233,45.586009,60.475037,27.73885,57.299564,29.899856,22.188498,13.969927,17.902313,14.238086,12.333979,12.641504,49.238056,17.172815,89.005074,26.697378,7.867265,9.938977,10.230358,11.536591
20818,transcript,0.226133413223171,0.000934600864349378,0.0181594956924657,NC_035782.1,-,63463227,63468083,rna-XM_022464931.1,7,1395,gene-LOC111122897,LOC111122897,8.160833,9.544538,3.602221,5.880509,28.488171,10.425935,98.377052,36.944614,163.776596,55.710313,7.560256,11.899912,37.668102,21.637944,5.546655,9.402601,88.726883,43.504033,125.711823,58.809655,108.44516,41.50351,124.35627,50.426289,68.893906,32.857757,77.282433,30.606368,11.500314,8.558826,102.695335,46.149409,26.576344,13.527013,121.20002,55.592345,78.344803,40.881608,6.815053,4.290772,7.979928,6.346605,9.083462,9.309941,93.352325,32.558601,135.530472,40.652831,6.785455,8.57229,6.155584,6.941542
20829,transcript,0.377814691573437,0.0016821234089357,0.028201493244168,NC_035782.1,+,63555193,63569765,rna-XM_022466076.1,17,2464,gene-LOC111123621,LOC111123621,8.565495,10.017812,6.383372,10.420647,32.803364,12.005185,34.488232,12.951744,86.595566,29.456383,6.834357,10.75734,30.073458,17.275301,6.02185,10.208144,41.353821,20.276357,50.88636,23.805313,35.790989,13.697722,33.29829,13.502409,52.369312,24.976637,60.036938,23.776589,14.69759,10.93832,70.616875,31.733934,21.673298,11.031426,62.843147,28.825061,53.912682,28.132525,9.493146,5.976906,9.774483,7.773852,9.142738,9.370695,37.756294,13.168307,57.099442,17.127174,6.242742,7.886663,7.697309,8.680117
20846,transcript,1.50698069582859,0.000374138563210225,0.00896619294611867,NC_035782.1,-,63651533,63664423,rna-XM_022468446.1,21,3766,gene-LOC111125027,LOC111125027,0.235793,0.275773,0.204116,0.333213,0.06172,0.022588,0,0,0,0,0.42318,0.666089,0.055494,0.031878,0.260695,0.441926,0,0,0,0,0,0,0,0,0,0,0.101601,0.040237,1.14447,0.851744,0,0,0.100175,0.050988,0.149662,0.068647,0.075013,0.039143,1.125547,0.708647,0.389005,0.309384,0.531923,0.545186,0,0,1.233929,0.370121,0.325366,0.411046,0.673688,0.759706
2089,transcript,0.185873402071072,0.00254444642547424,0.03842681080298,NC_035780.1,+,19927721,19947090,rna-XM_022473397.1,5,3883,gene-LOC111128027,LOC111128027,3.14531,3.678611,1.546365,2.524391,8.308482,3.04069,44.937336,16.875811,30.759426,10.463139,1.34845,2.122473,50.74564,29.150164,1.536941,2.605398,35.612816,17.461462,55.139877,25.795164,90.039146,34.459266,74.361687,30.153557,44.552811,21.248692,33.184624,13.142195,12.904473,9.603837,32.322628,14.525199,46.586845,23.712097,48.835835,22.40015,44.885429,23.421956,4.492326,2.828378,3.750085,2.982521,0.502719,0.515253,75.922081,26.479434,77.670486,23.297529,3.63799,4.595993,4.636349,5.228328
20933,transcript,0.336711053901025,0.000154622122359283,0.00448240301928053,NC_035782.1,-,64305913,64329616,rna-XM_022469450.1,17,2856,gene-LOC111125532,LOC111125532,12.288402,14.371954,7.452046,12.165223,122.174957,44.712881,71.163261,26.72472,92.612579,31.503133,7.965274,12.537414,32.595417,18.724007,6.455053,10.942503,70.648102,34.639753,63.856583,29.872955,81.540443,31.206691,65.994682,26.760749,47.209263,22.515641,101.954224,40.377203,17.739677,13.202318,53.729248,24.144943,34.031105,17.321389,52.149841,23.920227,61.795811,32.246072,8.765576,5.518826,15.645257,12.443002,14.08339,14.434533,110.720245,38.616031,115.961472,34.783042,10.898914,13.768959,9.377409,10.574736
20946,transcript,0.425068952233802,0.00120305427488543,0.0219341070058894,NC_035782.1,-,64405826,64414791,rna-XM_022465118.1,18,2295,gene-LOC111123035,LOC111123035,3.375714,3.948081,2.965807,4.841583,9.831588,3.598107,8.496753,3.190879,18.220478,6.197885,3.614877,5.689849,6.388021,3.669514,2.489912,4.220859,8.277394,4.058522,11.113093,5.198852,8.152519,3.120085,9.040112,3.665752,11.620109,5.54201,25.688236,10.173381,9.293388,6.916375,11.439216,5.140575,6.974535,3.549947,12.105467,5.552568,8.280418,4.320858,2.149386,1.353258,2.753041,2.189551,4.558111,4.671759,9.310783,3.247333,11.334423,3.399799,4.797019,6.060233,4.63223,5.223683
20957,transcript,0.0772824260626924,5.36732873598345e-05,0.00187821386923634,NC_035782.1,+,64504493,64535395,rna-XM_022469092.1,19,11208,gene-LOC111125358,LOC111125358,11.258209,13.167087,11.393824,18.600047,31.148232,11.399449,235.998993,88.627292,186.80751,63.544519,9.230775,14.529324,52.675674,30.258846,7.597351,12.878908,246.266678,120.747999,145.647186,68.135681,246.086243,94.180717,158.515076,64.277635,111.918617,53.377648,117.739738,46.628782,21.759243,16.193782,154.652023,69.497796,60.824116,30.958682,129.908279,59.586673,112.162354,58.528163,2.426435,1.527689,6.746714,5.365804,17.95084,18.398411,238.793839,83.284411,286.236389,85.857589,14.362806,18.145009,14.253664,16.073601
20961,transcript,0.121693996653466,4.34388193386592e-05,0.00158129129184145,NC_035782.1,-,64567043,64604274,rna-XM_022469090.1,20,16048,gene-LOC111125357,LOC111125357,13.431683,15.709083,11.873797,19.383587,27.680872,10.130485,144.933441,54.428446,103.418335,35.178823,10.8755,17.118136,39.87645,22.906501,9.345285,15.841978,88.861259,43.569919,98.393036,46.029565,151.439026,57.957876,104.046928,42.19088,55.595566,26.515343,47.257187,18.71539,25.480862,18.963505,78.828758,35.424205,63.448494,32.294456,70.937263,32.537691,58.764935,30.664511,3.013299,1.89718,7.537209,5.994501,17.603436,18.042345,123.91967,43.21961,184.576828,55.364454,15.225386,19.234735,16.482471,18.586987
20992,transcript,0.0831794181469825,0.000167943823715433,0.00477973335627896,NC_035782.1,+,64745479,64763810,gene-LOC111125348,5,4309,gene-LOC111125348,LOC111125348,15.004618,17.548716,12.125856,19.795065,55.521927,20.319592,648.481323,243.531308,582.683105,198.205722,11.542758,18.168406,126.333649,72.570698,8.340242,14.138245,442.795319,217.108742,389.936218,182.417324,593.502075,227.141714,433.763885,175.890631,252.522522,120.436248,161.053253,63.782349,25.688066,19.117711,333.056335,149.669436,103.10685,52.480042,316.774139,145.298799,271.654663,141.753877,8.755403,5.512421,8.656727,6.884877,16.929396,17.351499,529.371765,184.629619,665.602661,199.649807,12.527875,15.82688,15.694332,17.698217
21005,transcript,0.299386690521193,2.33142220246174e-05,0.000967826740682986,NC_035782.1,+,64807969,64811659,rna-XM_022467229.1,5,1074,gene-LOC111124378,LOC111124378,8.673071,10.143628,5.292918,8.640516,97.548447,35.700214,157.267212,59.060282,162.55162,55.293625,6.664568,10.490091,50.057972,28.755142,5.630445,9.54464,125.498604,61.533722,104.93618,49.090534,169.641251,64.924128,133.73381,54.228868,81.998375,39.107706,56.314018,22.302191,11.364169,8.457503,83.135452,37.359554,75.562653,38.460405,89.06292,40.851615,84.006546,43.835999,17.605518,11.084473,11.025577,8.768873,9.933948,10.181633,92.020958,32.094259,141.233994,42.363622,5.207817,6.579208,6.068834,6.843715
21011,transcript,0.32279767598549,0.00260989762879316,0.0390347261758768,NC_035782.1,+,64839130,64844586,rna-XM_022470476.1,9,1054,gene-LOC111126079,LOC111126079,4.29132,5.018932,3.848536,6.28261,14.233988,5.209272,9.169642,3.443576,20.22694,6.880404,3.808489,5.994596,4.444995,2.553369,3.713315,6.294752,7.867173,3.857385,6.013283,2.813093,4.077133,1.560377,8.519903,3.454808,28.399691,13.544741,21.05562,8.338713,8.05159,5.992198,10.242885,4.602966,9.505404,4.838127,10.191843,4.674821,4.885777,2.549479,1.452236,0.914331,2.561812,2.037463,5.037485,5.163085,7.644713,2.666256,7.143263,2.142646,5.969898,7.54197,7.540451,8.503231
21012,transcript,0.539623998161879,0.00206776713202539,0.0330276652561288,NC_035782.1,-,64846949,64853803,rna-XM_022465065.1,14,2544,gene-LOC111122995,LOC111122995,7.184436,8.402588,4.192807,6.844621,14.147799,5.177729,18.871592,7.087056,26.274961,8.937701,3.342191,5.260639,15.633384,8.980391,4.159896,7.051789,19.4035,9.513808,19.921516,9.319549,14.268475,5.460749,17.923939,7.268131,16.975826,8.096327,15.98742,6.331541,8.469698,6.303364,15.831929,7.11458,23.214817,11.816039,24.041473,11.027406,14.513168,7.57321,7.370467,4.640462,5.956788,4.737559,4.796389,4.915978,15.321898,5.343837,24.744499,7.422198,3.618744,4.571679,5.034118,5.676885
21016,transcript,9.91936607121951,5.43036609379488e-05,0.00189804913604666,NC_035782.1,+,64875994,64889676,rna-XM_022468415.1,10,2894,gene-LOC111125013,LOC111125013,0,0,0,0,1.934139,0.707845,9.83373,3.692969,9.559336,3.251708,0,0,1.535828,0.882236,0,0,7.193013,3.526835,10.004481,4.680229,9.174199,3.511097,5.37367,2.179015,9.079197,4.330166,3.145693,1.245797,0,0,9.073216,4.077338,9.963223,5.071151,1.662202,0.762423,3.404698,1.776627,43.347816,27.29188,17.464073,13.889545,0,0,10.669626,3.721258,18.999113,5.698849,0,0,0,0
21030,transcript,0.289557553021506,8.49680343714132e-05,0.00274575957194791,NC_035782.1,-,65046950,65052905,rna-XM_022464722.1,6,1913,gene-LOC111122791,LOC111122791,5.650745,6.608853,2.604817,4.252279,36.897541,13.503548,46.711971,17.542259,87.361732,29.717002,3.319693,5.225227,23.567696,13.538152,4.432174,7.513351,20.331417,9.968778,72.619179,33.972213,54.396236,20.818216,51.382645,20.835589,58.37376,27.840355,41.317825,16.363208,8.055434,5.995059,57.778881,25.964774,40.030056,20.374777,32.179306,14.760089,32.044174,16.721178,8.119184,5.111856,6.077366,4.833457,5.30028,5.432433,35.11134,12.245824,60.794559,18.235537,3.657187,4.620246,6.056125,6.829384
21042,transcript,83.1696514907039,6.16608986092615e-11,3.35672499852499e-08,NC_035782.1,+,65105454,65117764,rna-XM_022469140.1,11,3610,gene-LOC111125380,LOC111125380,14.927934,17.45903,8.827538,14.410669,0.43276,0.158379,0.7684,0.288566,3.130455,1.064857,10.124846,15.9366,1.334868,0.766797,7.563353,12.821275,0.407986,0.200041,0.081163,0.037969,1.168975,0.447383,0.380124,0.15414,1.450499,0.69179,0.680833,0.269632,21.932779,16.322931,0.558287,0.250884,3.175024,1.616046,0.90472,0.414979,1.116279,0.582493,159.112183,100.177379,174.872147,139.079497,13.183339,13.512041,0.953768,0.332647,0.77867,0.233565,17.247093,21.788824,13.146788,14.825397
21052,transcript,0.570636517123961,0.00304992249132652,0.0437403185806376,NC_035782.1,-,65218678,65235375,rna-XM_022468812.1,16,2780,gene-LOC111125237,LOC111125237,9.389556,10.981596,6.615108,10.798949,22.062643,8.074358,22.778889,8.554406,30.830572,10.48734,6.086512,9.580225,14.76565,8.481933,6.792457,11.514465,14.535542,7.12698,21.554752,10.083598,14.239245,5.449562,18.375296,7.451156,24.460501,11.666013,26.608295,10.537754,14.264622,10.616094,20.620556,9.266501,27.646395,14.071655,27.874985,12.785772,17.179459,8.964525,8.568407,5.394688,10.659233,8.477512,10.703264,10.97013,14.360284,5.008453,22.053595,6.615052,7.681615,9.704439,9.328963,10.520104
21055,transcript,0.444746878381117,0.00320825107636669,0.0453822211988233,NC_035782.1,+,65269262,65273218,gene-LOC111123808,2,3496,gene-LOC111123808,LOC111123808,13.727078,16.054563,11.842504,19.332503,97.669334,35.744456,25.279341,9.493428,32.375736,11.012944,11.83569,18.629484,33.857342,19.448904,9.950459,16.867859,24.774473,12.147271,31.1756,14.584358,23.327034,8.927589,34.015156,13.793097,35.008583,16.696738,36.197964,14.335576,24.760321,18.42726,25.931637,11.653204,32.271332,16.425687,21.416613,9.823429,22.930902,11.965722,9.978565,6.282526,14.655083,11.655496,16.028189,16.427822,17.889874,6.239473,42.312927,12.691908,13.306351,16.810354,14.67886,16.553087
21056,transcript,0.353280901989756,4.0262404521485e-09,8.44431567771197e-07,NC_035782.1,+,65285733,65313672,rna-XM_022466326.1,20,6501,gene-LOC111123762,LOC111123762,9.979273,11.671302,7.435688,12.138519,61.689507,22.576767,63.273663,23.761853,91.670441,31.182654,8.283022,13.037552,40.635204,23.342357,6.800266,11.527702,63.251862,31.013273,68.297668,31.950553,66.727654,25.537625,82.530548,33.466018,56.783806,27.082054,53.671307,21.255591,17.625317,13.117209,58.306183,26.201734,65.271858,33.222525,55.043991,25.247723,53.916843,28.134697,14.839566,9.343023,12.46193,9.911235,12.968803,13.292156,65.086998,22.70047,102.286339,30.681139,9.113353,11.513201,10.778309,12.154506
